mets	metBiGGID	metChEBIID	metEHMNID	metHMDBID	metHMR2ID	metHepatoNET1ID	metKEGGID	metLipidMapsID	metMetaNetXID	metPubChemID	metRecon3DID	metRetired	metsNoComp
"MAM02253l"	"ksi_deg24"	""	""	""	"m02253l"	""	""	""	"MNXM8794"	""	"ksi_deg24"	"m02253l"	"MAM02253"
"MAM02254l"	"ksi_deg25"	""	""	""	"m02254l"	""	""	""	"MNXM11987"	""	"ksi_deg25"	"m02254l"	"MAM02254"
"MAM02255l"	"ksi_deg26"	""	""	""	"m02255l"	""	""	""	"MNXM8795"	""	"ksi_deg26"	"m02255l"	"MAM02255"
"MAM02256l"	"ksi_deg27"	""	""	""	"m02256l"	""	""	""	"MNXM8796"	""	"ksi_deg27"	"m02256l"	"MAM02256"
"MAM02257l"	"ksi_deg28"	""	""	""	"m02257l"	""	""	""	"MNXM11988"	""	"ksi_deg28"	"m02257l"	"MAM02257"
"MAM02258l"	"ksi_deg29"	""	""	""	"m02258l"	""	""	""	"MNXM8797"	""	"ksi_deg29"	"m02258l"	"MAM02258"
"MAM02259l"	"ksi_deg3"	""	""	""	"m02259l"	""	""	""	"MNXM11989"	""	"ksi_deg3"	"m02259l"	"MAM02259"
"MAM02260l"	"ksi_deg30"	""	""	""	"m02260l"	""	""	""	"MNXM8798"	""	"ksi_deg30"	"m02260l"	"MAM02260"
"MAM02261l"	"ksi_deg31"	""	""	""	"m02261l"	""	""	""	"MNXM11990"	""	"ksi_deg31"	"m02261l"	"MAM02261"
"MAM02262l"	"ksi_deg32"	""	""	""	"m02262l"	""	""	""	"MNXM8799"	""	"ksi_deg32"	"m02262l"	"MAM02262"
"MAM02263l"	"ksi_deg33"	""	""	""	"m02263l"	""	""	""	"MNXM8800"	""	"ksi_deg33"	"m02263l"	"MAM02263"
"MAM02264l"	"ksi_deg34"	""	""	""	"m02264l"	""	""	""	"MNXM11991"	""	"ksi_deg34"	"m02264l"	"MAM02264"
"MAM02265l"	"ksi_deg35"	""	""	""	"m02265l"	""	""	""	"MNXM8801"	""	"ksi_deg35"	"m02265l"	"MAM02265"
"MAM02266l"	"ksi_deg36"	""	""	""	"m02266l"	""	""	""	"MNXM8802"	""	"ksi_deg36"	"m02266l"	"MAM02266"
"MAM02267l"	"ksi_deg37"	""	""	""	"m02267l"	""	""	""	"MNXM11992"	""	"ksi_deg37"	"m02267l"	"MAM02267"
"MAM02268l"	"ksi_deg38"	""	""	""	"m02268l"	""	""	""	"MNXM8803"	""	"ksi_deg38"	"m02268l"	"MAM02268"
"MAM02269l"	"ksi_deg39"	""	""	""	"m02269l"	""	""	""	"MNXM11993"	""	"ksi_deg39"	"m02269l"	"MAM02269"
"MAM02270l"	"ksi_deg4"	""	""	""	"m02270l"	""	""	""	"MNXM11994"	""	"ksi_deg4"	"m02270l"	"MAM02270"
"MAM02271l"	"ksi_deg40"	""	""	""	"m02271l"	""	""	""	"MNXM11995"	""	"ksi_deg40"	"m02271l"	"MAM02271"
"MAM02272l"	"ksi_deg41"	""	""	""	"m02272l"	""	""	""	"MNXM11996"	""	"ksi_deg41"	"m02272l"	"MAM02272"
"MAM02273l"	"ksi_deg5"	""	""	""	"m02273l"	""	""	""	"MNXM11997"	""	"ksi_deg5"	"m02273l"	"MAM02273"
"MAM02274l"	"ksi_deg6"	""	""	""	"m02274l"	""	""	""	"MNXM8804"	""	"ksi_deg6"	"m02274l"	"MAM02274"
"MAM02275l"	"ksi_deg7"	""	""	""	"m02275l"	""	""	""	"MNXM11998"	""	"ksi_deg7"	"m02275l"	"MAM02275"
"MAM02276l"	"ksi_deg8"	""	""	""	"m02276l"	""	""	""	"MNXM8805"	""	"ksi_deg8"	"m02276l"	"MAM02276"
"MAM02277l"	"ksi_deg9"	""	""	""	"m02277l"	""	""	""	"MNXM8806"	""	"ksi_deg9"	"m02277l"	"MAM02277"
"MAM02278g"	"ksi"	""	""	""	"m02278g"	""	""	""	"MNXM6303"	""	"ksi"	"m02278g"	"MAM02278"
"MAM02278l"	"ksi"	""	""	""	"m02278l"	""	""	""	"MNXM6303"	""	"ksi"	"m02278l"	"MAM02278"
"MAM02278e"	"ksi"	""	""	""	"m02278s"	""	""	""	"MNXM6303"	""	"ksi"	"m02278s"	"MAM02278"
"MAM02279l"	"ksii_core2_deg1"	""	""	""	"m02279l"	""	""	""	"MNXM11999"	""	"ksii_core2_deg1"	"m02279l"	"MAM02279"
"MAM02280l"	"ksii_core2_deg2"	""	""	""	"m02280l"	""	""	""	"MNXM12000"	""	"ksii_core2_deg2"	"m02280l"	"MAM02280"
"MAM02281l"	"ksii_core2_deg3"	""	""	""	"m02281l"	""	""	""	"MNXM8807"	""	"ksii_core2_deg3"	"m02281l"	"MAM02281"
"MAM02282l"	"ksii_core2_deg4"	""	""	""	"m02282l"	""	""	""	"MNXM12001"	""	"ksii_core2_deg4"	"m02282l"	"MAM02282"
"MAM02283l"	"ksii_core2_deg5"	""	""	""	"m02283l"	""	""	""	"MNXM6304"	""	"ksii_core2_deg5"	"m02283l"	"MAM02283"
"MAM02284l"	"ksii_core2_deg6"	""	""	""	"m02284l"	""	""	""	"MNXM8808"	""	"ksii_core2_deg6"	"m02284l"	"MAM02284"
"MAM02285l"	"ksii_core2_deg7"	""	""	""	"m02285l"	""	""	""	"MNXM12002"	""	"ksii_core2_deg7"	"m02285l"	"MAM02285"
"MAM02286l"	"ksii_core2_deg8"	""	""	""	"m02286l"	""	""	""	"MNXM8809"	""	"ksii_core2_deg8"	"m02286l"	"MAM02286"
"MAM02287l"	"ksii_core2_deg9"	""	""	""	"m02287l"	""	""	""	"MNXM12003"	""	"ksii_core2_deg9"	"m02287l"	"MAM02287"
"MAM02288g"	"ksii_core2"	""	""	""	"m02288g"	""	""	""	"MNXM7463"	""	"ksii_core2"	"m02288g"	"MAM02288"
"MAM02288l"	"ksii_core2"	""	""	""	"m02288l"	""	""	""	"MNXM7463"	""	"ksii_core2"	"m02288l"	"MAM02288"
"MAM02288e"	"ksii_core2"	""	""	""	"m02288s"	""	""	""	"MNXM7463"	""	"ksii_core2"	"m02288s"	"MAM02288"
"MAM02289g"	"ksii_core4_pre1"	""	""	""	"m02289g"	""	""	""	"MNXM12008"	""	"ksii_core4_pre1"	"m02289g"	"MAM02289"
"MAM02290g"	"ksii_core4_pre10"	""	""	""	"m02290g"	""	""	""	"MNXM12010"	""	"ksii_core4_pre10"	"m02290g"	"MAM02290"
"MAM02291g"	"ksii_core4_pre2"	""	""	""	"m02291g"	""	""	""	"MNXM12026"	""	"ksii_core4_pre2"	"m02291g"	"MAM02291"
"MAM02292g"	"ksii_core4_pre3"	""	""	""	"m02292g"	""	""	""	"MNXM12013"	""	"ksii_core4_pre3"	"m02292g"	"MAM02292"
"MAM02293g"	"ksii_core4_pre4"	""	""	""	"m02293g"	""	""	""	"MNXM12015"	""	"ksii_core4_pre4"	"m02293g"	"MAM02293"
"MAM02294g"	"ksii_core4_pre5"	""	""	""	"m02294g"	""	""	""	"MNXM12017"	""	"ksii_core4_pre5"	"m02294g"	"MAM02294"
"MAM02295g"	"ksii_core4_pre6"	""	""	""	"m02295g"	""	""	""	"MNXM12018"	""	"ksii_core4_pre6"	"m02295g"	"MAM02295"
"MAM02296g"	"ksii_core4_pre7"	""	""	""	"m02296g"	""	""	""	"MNXM12020"	""	"ksii_core4_pre7"	"m02296g"	"MAM02296"
"MAM02297g"	"ksii_core4_pre8"	""	""	""	"m02297g"	""	""	""	"MNXM12022"	""	"ksii_core4_pre8"	"m02297g"	"MAM02297"
"MAM02298g"	"ksii_core4_pre9"	""	""	""	"m02298g"	""	""	""	"MNXM12024"	""	"ksii_core4_pre9"	"m02298g"	"MAM02298"
"MAM02299l"	"ksii_core4_deg1"	""	""	""	"m02299l"	""	""	""	"MNXM12004"	""	"ksii_core4_deg1"	"m02299l"	"MAM02299"
"MAM02300l"	"ksii_core4_deg2"	""	""	""	"m02300l"	""	""	""	"MNXM12005"	""	"ksii_core4_deg2"	"m02300l"	"MAM02300"
"MAM02301l"	"ksii_core4_deg3"	""	""	""	"m02301l"	""	""	""	"MNXM8810"	""	"ksii_core4_deg3"	"m02301l"	"MAM02301"
"MAM02302l"	"ksii_core4_deg4"	""	""	""	"m02302l"	""	""	""	"MNXM12006"	""	"ksii_core4_deg4"	"m02302l"	"MAM02302"
"MAM02303g"	"ksii_core4"	""	""	""	"m02303g"	""	""	""	"MNXM7464"	""	"ksii_core4"	"m02303g"	"MAM02303"
"MAM02303l"	"ksii_core4"	""	""	""	"m02303l"	""	""	""	"MNXM7464"	""	"ksii_core4"	"m02303l"	"MAM02303"
"MAM02303e"	"ksii_core4"	""	""	""	"m02303s"	""	""	""	"MNXM7464"	""	"ksii_core4"	"m02303s"	"MAM02303"
"MAM02304g"	"ksii_core2_pre1"	""	""	""	"m02304g"	""	""	""	"MNXM12007"	""	"ksii_core2_pre1"	"m02304g"	"MAM02304"
"MAM02305g"	"ksii_core2_pre10"	""	""	""	"m02305g"	""	""	""	"MNXM12009"	""	"ksii_core2_pre10"	"m02305g"	"MAM02305"
"MAM02306g"	"ksii_core2_pre2"	""	""	""	"m02306g"	""	""	""	"MNXM12011"	""	"ksii_core2_pre2"	"m02306g"	"MAM02306"
"MAM02307g"	"ksii_core2_pre3"	""	""	""	"m02307g"	""	""	""	"MNXM12012"	""	"ksii_core2_pre3"	"m02307g"	"MAM02307"
"MAM02308g"	"ksii_core2_pre4"	""	""	""	"m02308g"	""	""	""	"MNXM12014"	""	"ksii_core2_pre4"	"m02308g"	"MAM02308"
"MAM02309g"	"ksii_core2_pre5"	""	""	""	"m02309g"	""	""	""	"MNXM12016"	""	"ksii_core2_pre5"	"m02309g"	"MAM02309"
"MAM02310g"	"ksii_core2_pre6"	""	""	""	"m02310g"	""	""	""	"MNXM12019"	""	"ksii_core2_pre6"	"m02310g"	"MAM02310"
"MAM02311g"	"ksii_core2_pre7"	""	""	""	"m02311g"	""	""	""	"MNXM12021"	""	"ksii_core2_pre7"	"m02311g"	"MAM02311"
"MAM02312g"	"ksii_core2_pre8"	""	""	""	"m02312g"	""	""	""	"MNXM12023"	""	"ksii_core2_pre8"	"m02312g"	"MAM02312"
"MAM02313g"	"ksii_core2_pre9"	""	""	""	"m02313g"	""	""	""	"MNXM12025"	""	"ksii_core2_pre9"	"m02313g"	"MAM02313"
"MAM02314e"	""	""	"CE5787"	""	"m02314s"	""	""	""	"MNXM59129"	"53481564"	"CE5787"	"m02314s"	"MAM02314"
"MAM02315c"	""	""	"CE5788"	""	"m02315c"	""	""	""	"MNXM59130"	"53481565"	"CE5788"	"m02315c"	"MAM02315"
"MAM02316c"	""	""	"CE5789"	""	"m02316c"	""	""	""	"MNXM59131"	"53481566"	"CE5789"	"m02316c"	"MAM02316"
"MAM02317e"	""	""	"CE5791"	""	"m02317s"	""	""	""	"MNXM59133"	"53481568"	"CE5791"	"m02317s"	"MAM02317"
"MAM02318c"	""	""	"CE5786"	""	"m02318c"	""	""	""	"MNXM162968"	"147043"	"CE5786"	"m02318c"	"MAM02318"
"MAM02318e"	""	""	"CE5786"	""	"m02318s"	""	""	""	"MNXM162968"	"147043"	"CE5786"	"m02318s"	"MAM02318"
"MAM02319c"	"Lkynr"	"CHEBI:16946"	""	"HMDB0000684"	"m02319c"	"HC00278"	"C00328"	""	"MNXM260"	"161166"	"Lkynr"	"m02319c"	"MAM02319"
"MAM02320c"	"1p3h5c"	"CHEBI:6151"	""	""	"m02320c"	"HC01261"	"C04281"	""	"MNXM114091"	"11966267"	"1p3h5c"	"m02320c"	"MAM02320"
"MAM02320m"	"1p3h5c"	"CHEBI:6151"	""	""	"m02320m"	"HC01261"	"C04281"	""	"MNXM114091"	"11966267"	"1p3h5c"	"m02320m"	"MAM02320"
"MAM02321m"	"2aobut"	"CHEBI:40673"	""	"HMDB0006454"	"m02321m"	""	"C03508"	"LMFA01060172"	"MNXM114087"	"440033"	"2aobut"	"m02321m"	"MAM02321"
"MAM02322c"	"L2aadp"	"CHEBI:37024"	""	"HMDB0000510"	"m02322c"	"HC00599"	"C00956"	""	"MNXM268"	"469"	"L2aadp"	"m02322c"	"MAM02322"
"MAM02322m"	"L2aadp"	"CHEBI:37024"	""	"HMDB0000510"	"m02322m"	"HC00599"	"C00956"	""	"MNXM268"	"469"	"L2aadp"	"m02322m"	"MAM02322"
"MAM02323g"	"l2fn2m2masn"	""	""	""	"m02323g"	""	"G00017"	""	"MNXM9246"	""	"l2fn2m2masn"	"m02323g"	"MAM02323"
"MAM02324l"	"l2n2m2mn"	""	""	""	"m02324l"	""	""	""	"MNXM8518"	""	"l2n2m2mn"	"m02324l"	"MAM02324"
"MAM02325c"	"3aib"	"CHEBI:33094"	""	"HMDB0002166"	"m02325c"	""	"C03284"	""	"MNXM2053;MNXM786"	"439434"	"3aib"	"m02325c"	"MAM02325"
"MAM02325m"	"3aib"	"CHEBI:33094"	""	"HMDB0002166"	"m02325m"	""	"C03284"	""	"MNXM2053;MNXM786"	"439434"	"3aib"	"m02325m"	"MAM02325"
"MAM02325e"	"3aib"	"CHEBI:33094"	""	"HMDB0002166"	"m02325s"	""	"C03284"	""	"MNXM2053;MNXM786"	"439434"	"3aib"	"m02325s"	"MAM02325"
"MAM02326e"	""	"CHEBI:16934"	""	""	"m02326s"	"HC00955"	"C02512"	""	"MNXM1014"	"439742"	"HC00955"	"m02326s"	"MAM02326"
"MAM02327m"	"4hglusa"	"CHEBI:27809"	""	"HMDB0006556"	"m02327m"	""	"C05938"	""	"MNXM2687"	"440851"	"4hglusa"	"m02327m"	"MAM02327"
"MAM02328c"	"digalside_hs"	"CHEBI:17950"	""	"HMDB0004866"	"m02328c"	"HC02162"	"C01290"	"LMSP0501AB00"	"MNXM269"	""	"C01290"	"m02328c"	"MAM02328"
"MAM02328g"	"digalside_hs"	"CHEBI:17950"	""	"HMDB0004866"	"m02328g"	"HC02162"	"C01290"	"LMSP0501AB00"	"MNXM269"	""	"C01290"	"m02328g"	"MAM02328"
"MAM02328l"	"digalside_hs"	"CHEBI:17950"	""	"HMDB0004866"	"m02328l"	"HC02162"	"C01290"	"LMSP0501AB00"	"MNXM269"	""	"C01290"	"m02328l"	"MAM02328"
"MAM02328r"	"digalside_hs"	"CHEBI:17950"	""	"HMDB0004866"	"m02328r"	"HC02162"	"C01290"	"LMSP0501AB00"	"MNXM269"	""	"C01290"	"m02328r"	"MAM02328"
"MAM02328e"	"digalside_hs"	"CHEBI:17950"	""	"HMDB0004866"	"m02328s"	"HC02162"	"C01290"	"LMSP0501AB00"	"MNXM269"	""	"C01290"	"m02328s"	"MAM02328"
"MAM02329c"	"lald__L"	"CHEBI:18419"	""	""	"m02329c"	""	"C05999"	""	"MNXM2387"	"439231"	"lald_L"	"m02329c"	"MAM02329"
"MAM02329m"	"lald__L"	"CHEBI:18419"	""	""	"m02329m"	""	"C05999"	""	"MNXM2387"	"439231"	"lald_L"	"m02329m"	"MAM02329"
"MAM02330g"	"gal14acglcgalgluside_hs"	""	""	""	"m02330g"	""	""	""	"MNXM6313"	""	"gal14acglcgalgluside_hs"	"m02330g"	"MAM02330"
"MAM02331c"	"fucgal14acglcgalgluside_hs"	""	""	""	"m02331c"	""	""	""	"MNXM8833"	""	"fucgal14acglcgalgluside_hs"	"m02331c"	"MAM02331"
"MAM02331g"	"fucgal14acglcgalgluside_hs"	""	""	""	"m02331g"	""	""	""	"MNXM8833"	""	"fucgal14acglcgalgluside_hs"	"m02331g"	"MAM02331"
"MAM02331e"	"fucgal14acglcgalgluside_hs"	""	""	""	"m02331s"	""	""	""	"MNXM8833"	""	"fucgal14acglcgalgluside_hs"	"m02331s"	"MAM02331"
"MAM02332c"	"lcts"	"CHEBI:36219"	""	"HMDB0000186"	"m02332c"	"HC00220"	"C00243"	""	"MNXM362"	"84571"	"lcts"	"m02332c"	"MAM02332"
"MAM02332g"	"lcts"	"CHEBI:36219"	""	"HMDB0000186"	"m02332g"	"HC00220"	"C00243"	""	"MNXM362"	"84571"	"lcts"	"m02332g"	"MAM02332"
"MAM02332l"	"lcts"	"CHEBI:36219"	""	"HMDB0000186"	"m02332l"	"HC00220"	"C00243"	""	"MNXM362"	"84571"	"lcts"	"m02332l"	"MAM02332"
"MAM02332e"	"lcts"	"CHEBI:36219"	""	"HMDB0000186"	"m02332s"	"HC00220"	"C00243"	""	"MNXM362"	"84571"	"lcts"	"m02332s"	"MAM02332"
"MAM02333e"	""	""	""	""	"m02333s"	"HC01441"	"C05396"	""	"MNXM163840"	""	"HC01441"	"m02333s"	"MAM02333"
"MAM02334c"	""	""	""	""	"m02334c"	""	"C03405"	""	"MNXM59674"	""	"C03405"	"m02334c"	"MAM02334"
"MAM02335c"	""	"CHEBI:17732"	""	""	"m02335c"	""	"C00886"	""	"MNXM90418"	""	"M02335"	"m02335c"	"MAM02335"
"MAM02336c"	"lanost"	"CHEBI:16521"	""	"HMDB0001251"	"m02336c"	"HC00833"	"C01724"	"LMST01010017"	"MNXM482"	"246983"	"lanost"	"m02336c"	"MAM02336"
"MAM02337c"	"arab__L"	"CHEBI:17535"	""	"HMDB0000646"	"m02337c"	""	"C00259"	""	"MNXM91126"	"439195"	"arab_L"	"m02337c"	"MAM02337"
"MAM02337e"	"arab__L"	"CHEBI:17535"	""	"HMDB0000646"	"m02337s"	""	"C00259"	""	"MNXM91126"	"439195"	"arab_L"	"m02337s"	"MAM02337"
"MAM02338c"	"abt"	"CHEBI:18403"	""	"HMDB0001851"	"m02338c"	""	"C00532"	""	"MNXM801"	"439255"	"abt"	"m02338c"	"MAM02338"
"MAM02338e"	"abt"	"CHEBI:18403"	""	"HMDB0001851"	"m02338s"	""	"C00532"	""	"MNXM801"	"439255"	"abt"	"m02338s"	"MAM02338"
"MAM02339c"	""	""	""	""	"m02339c"	""	"C16739"	""	"MNXM73312"	""	"M02339"	"m02339c"	"MAM02339"
"MAM02340c"	""	"CHEBI:18366"	""	""	"m02340c"	""	"C02163"	""	"MNXM89870"	""	"M02340"	"m02340c"	"MAM02340"
"MAM02341c"	""	"CHEBI:29265"	""	""	"m02341c"	""	"C03402"	""	"MNXM89761"	""	"M02341"	"m02341c"	"MAM02341"
"MAM02342c"	""	"CHEBI:29158"	""	""	"m02342c"	""	"C02984"	""	"MNXM90839"	""	"M02342"	"m02342c"	"MAM02342"
"MAM02343c"	"lthstrl"	"CHEBI:17168"	""	"HMDB0001170"	"m02343c"	"HC00706"	"C01189"	"LMST01010089"	"MNXM162760;MNXM810"	"65728"	"lthstrl"	"m02343c"	"MAM02343"
"MAM02344c"	"ddca"	"CHEBI:30805"	""	"HMDB0000638"	"m02344c"	"HC02176"	"C02679"	"LMFA01010012"	"MNXM162258;MNXM402"	"3893"	"ddca"	"m02344c"	"MAM02344"
"MAM02344l"	"ddca"	"CHEBI:30805"	""	"HMDB0000638"	"m02344l"	"HC02176"	"C02679"	"LMFA01010012"	"MNXM162258;MNXM402"	"3893"	"ddca"	"m02344l"	"MAM02344"
"MAM02344r"	"ddca"	"CHEBI:30805"	""	"HMDB0000638"	"m02344r"	"HC02176"	"C02679"	"LMFA01010012"	"MNXM162258;MNXM402"	"3893"	"ddca"	"m02344r"	"MAM02344"
"MAM02344e"	"ddca"	"CHEBI:30805"	""	"HMDB0000638"	"m02344s"	"HC02176"	"C02679"	"LMFA01010012"	"MNXM162258;MNXM402"	"3893"	"ddca"	"m02344s"	"MAM02344"
"MAM02345c"	"ddcacoa"	"CHEBI:15521"	""	"HMDB0003571"	"m02345c"	"HC00850"	"C01832"	"LMFA07050005"	"MNXM363"	"165436"	"ddcacoa"	"m02345c"	"MAM02345"
"MAM02345m"	"ddcacoa"	"CHEBI:15521"	""	"HMDB0003571"	"m02345m"	"HC00850"	"C01832"	"LMFA07050005"	"MNXM363"	"165436"	"ddcacoa"	"m02345m"	"MAM02345"
"MAM02345x"	"ddcacoa"	"CHEBI:15521"	""	"HMDB0003571"	"m02345p"	"HC00850"	"C01832"	"LMFA07050005"	"MNXM363"	"165436"	"ddcacoa"	"m02345p"	"MAM02345"
"MAM02345r"	"ddcacoa"	"CHEBI:15521"	""	"HMDB0003571"	"m02345r"	"HC00850"	"C01832"	"LMFA07050005"	"MNXM363"	"165436"	"ddcacoa"	"m02345r"	"MAM02345"
"MAM02346c"	"acglcgalgluside_hs"	"CHEBI:17103"	""	""	"m02346c"	""	"C04845"	""	"MNXM91342"	""	"acglcgalgluside_hs"	"m02346c"	"MAM02346"
"MAM02346g"	"acglcgalgluside_hs"	"CHEBI:17103"	""	""	"m02346g"	""	"C04845"	""	"MNXM91342"	""	"acglcgalgluside_hs"	"m02346g"	"MAM02346"
"MAM02347c"	"galacglcgalgluside_hs"	"CHEBI:17292"	""	""	"m02347c"	""	"C04910"	""	"MNXM91226"	""	"galacglcgalgluside_hs"	"m02347c"	"MAM02347"
"MAM02347g"	"galacglcgalgluside_hs"	"CHEBI:17292"	""	""	"m02347g"	""	"C04910"	""	"MNXM91226"	""	"galacglcgalgluside_hs"	"m02347g"	"MAM02347"
"MAM02348c"	"crn"	"CHEBI:11060"	""	"HMDB0000062"	"m02348c"	"HC00270"	"C15025"	""	"MNXM173"	"2724480"	"crn"	"m02348c"	"MAM02348"
"MAM02348m"	"crn"	"CHEBI:11060"	""	"HMDB0000062"	"m02348m"	"HC00270"	"C15025"	""	"MNXM173"	"2724480"	"crn"	"m02348m"	"MAM02348"
"MAM02348x"	"crn"	"CHEBI:11060"	""	"HMDB0000062"	"m02348p"	"HC00270"	"C15025"	""	"MNXM173"	"2724480"	"crn"	"m02348p"	"MAM02348"
"MAM02348r"	"crn"	"CHEBI:11060"	""	"HMDB0000062"	"m02348r"	"HC00270"	"C15025"	""	"MNXM173"	"2724480"	"crn"	"m02348r"	"MAM02348"
"MAM02348e"	"crn"	"CHEBI:11060"	""	"HMDB0000062"	"m02348s"	"HC00270"	"C15025"	""	"MNXM173"	"2724480"	"crn"	"m02348s"	"MAM02348"
"MAM02349c"	"cyst__L"	"CHEBI:17482"	""	"HMDB0000099"	"m02349c"	"HC00916"	"C02291"	""	"MNXM319;MNXM7231"	"439258"	"cyst_L"	"m02349c"	"MAM02349"
"MAM02349m"	"cyst__L"	"CHEBI:17482"	""	"HMDB0000099"	"m02349m"	"HC00916"	"C02291"	""	"MNXM319;MNXM7231"	"439258"	"cyst_L"	"m02349m"	"MAM02349"
"MAM02350c"	"Lcyst"	"CHEBI:21260"	""	"HMDB0002757"	"m02350c"	""	"C00506"	""	"MNXM713"	"25701"	"Lcyst"	"m02350c"	"MAM02350"
"MAM02350m"	"Lcyst"	"CHEBI:21260"	""	"HMDB0002757"	"m02350m"	""	"C00506"	""	"MNXM713"	"25701"	"Lcyst"	"m02350m"	"MAM02350"
"MAM02351c"	""	"CHEBI:29152"	""	""	"m02351c"	""	"C03125"	""	"MNXM155005"	""	"M02351"	"m02351c"	"MAM02351"
"MAM02352l"	""	""	""	""	"m02352l"	""	""	""	""	""	"M02352"	"m02352l"	"MAM02352"
"MAM02352e"	""	""	""	""	"m02352s"	""	""	""	""	""	"M02352"	"m02352s"	"MAM02352"
"MAM02353r"	""	""	""	""	"m02353r"	"HC01971"	""	""	"MNXM60389"	""	"M02353"	"m02353r"	"MAM02353"
"MAM02353e"	""	""	""	""	"m02353s"	"HC01971"	""	""	"MNXM60389"	""	"M02353"	"m02353s"	"MAM02353"
"MAM02354c"	"34dhphe"	"CHEBI:15765"	""	"HMDB0000181"	"m02354c"	""	"C00355"	""	"MNXM162631;MNXM279"	"6047"	"34dhphe"	"m02354c"	"MAM02354"
"MAM02354e"	"34dhphe"	"CHEBI:15765"	""	"HMDB0000181"	"m02354s"	""	"C00355"	""	"MNXM162631;MNXM279"	"6047"	"34dhphe"	"m02354s"	"MAM02354"
"MAM02355c"	"L_dpchrm"	"CHEBI:15772"	""	"HMDB0001430"	"m02355c"	""	"C01693"	""	"MNXM1564;MNXM162849"	"439549"	"L_dpchrm"	"m02355c"	"MAM02355"
"MAM02356c"	"dopaqn"	"CHEBI:16852"	""	"HMDB0001229"	"m02356c"	""	"C00822"	""	"MNXM1481;MNXM163364"	"439316"	"dopaqn"	"m02356c"	"MAM02356"
"MAM02357c"	""	""	""	""	"m02357c"	"HC01787"	"C08241"	""	"MNXM95193"	""	"HC01787"	"m02357c"	"MAM02357"
"MAM02357e"	""	""	""	""	"m02357s"	"HC01787"	"C08241"	""	"MNXM95193"	""	"HC01787"	"m02357s"	"MAM02357"
"MAM02358m"	"e4hglu"	""	""	""	"m02358m"	"HC01663"	"C05947"	""	"MNXM923"	"440854"	"e4hglu"	"m02358m"	"MAM02358"
"MAM02359c"	"eryth"	"CHEBI:27913"	""	"HMDB0006293"	"m02359c"	""	"C02045"	""	"MNXM167696"	"5460032"	"eryth"	"m02359c"	"MAM02359"
"MAM02360c"	"leu__L"	"CHEBI:15603"	""	"HMDB0000687"	"m02360c"	"HC00121"	"C00123"	""	"MNXM140"	"6106"	"leu_L"	"m02360c"	"MAM02360"
"MAM02360l"	"leu__L"	"CHEBI:15603"	""	"HMDB0000687"	"m02360l"	"HC00121"	"C00123"	""	"MNXM140"	"6106"	"leu_L"	"m02360l"	"MAM02360"
"MAM02360m"	"leu__L"	"CHEBI:15603"	""	"HMDB0000687"	"m02360m"	"HC00121"	"C00123"	""	"MNXM140"	"6106"	"leu_L"	"m02360m"	"MAM02360"
"MAM02360e"	"leu__L"	"CHEBI:15603"	""	"HMDB0000687"	"m02360s"	"HC00121"	"C00123"	""	"MNXM140"	"6106"	"leu_L"	"m02360s"	"MAM02360"
"MAM02361c"	""	""	"CE5665"	""	"m02361c"	""	""	""	"MNXM9818"	"147311"	"CE5665"	"m02361c"	"MAM02361"
"MAM02362c"	"leuktrA4"	"CHEBI:15651"	""	"HMDB0001337"	"m02362c"	"HC02181"	"C00909"	"LMFA03020023"	"MNXM462"	"5280383"	"leuktrA4"	"m02362c"	"MAM02362"
"MAM02362n"	"leuktrA4"	"CHEBI:15651"	""	"HMDB0001337"	"m02362n"	"HC02181"	"C00909"	"LMFA03020023"	"MNXM462"	"5280383"	"leuktrA4"	"m02362n"	"MAM02362"
"MAM02362r"	"leuktrA4"	"CHEBI:15651"	""	"HMDB0001337"	"m02362r"	"HC02181"	"C00909"	"LMFA03020023"	"MNXM462"	"5280383"	"leuktrA4"	"m02362r"	"MAM02362"
"MAM02362e"	"leuktrA4"	"CHEBI:15651"	""	"HMDB0001337"	"m02362s"	"HC02181"	"C00909"	"LMFA03020023"	"MNXM462"	"5280383"	"leuktrA4"	"m02362s"	"MAM02362"
"MAM02363c"	""	""	"CE7079"	""	"m02363c"	""	""	""	"MNXM163421"	""	"CE7079"	"m02363c"	"MAM02363"
"MAM02364c"	"leuktrB4"	"CHEBI:15647"	""	"HMDB0001085"	"m02364c"	"HC02182"	"C02165"	"LMFA03020001"	"MNXM162284;MNXM637"	"5280492"	"leuktrB4"	"m02364c"	"MAM02364"
"MAM02364m"	"leuktrB4"	"CHEBI:15647"	""	"HMDB0001085"	"m02364m"	"HC02182"	"C02165"	"LMFA03020001"	"MNXM162284;MNXM637"	"5280492"	"leuktrB4"	"m02364m"	"MAM02364"
"MAM02364x"	"leuktrB4"	"CHEBI:15647"	""	"HMDB0001085"	"m02364p"	"HC02182"	"C02165"	"LMFA03020001"	"MNXM162284;MNXM637"	"5280492"	"leuktrB4"	"m02364p"	"MAM02364"
"MAM02364r"	"leuktrB4"	"CHEBI:15647"	""	"HMDB0001085"	"m02364r"	"HC02182"	"C02165"	"LMFA03020001"	"MNXM162284;MNXM637"	"5280492"	"leuktrB4"	"m02364r"	"MAM02364"
