rxns	rxnBiGGID	rxnEHMNID	rxnHMR2ID	rxnHepatoNET1ID	rxnKEGGID	rxnMetaNetXID	rxnREACTOMEID	rxnRatconID	rxnRecon3DID	rxnRetired	rxnRheaID	rxnRheaMasterID	rxnTCDBID	spontaneous
"MAR11590"	"PCHOL2STE_HSABCt"	""	""	""	""	""	""	""	"PCHOL2STE_HSABCt"	"PCHOL2STE_HSABCt"	""	""	""	0
"MAR11591"	"PCHOLAR_HSABCt"	""	""	""	""	""	""	""	"PCHOLAR_HSABCt"	"PCHOLAR_HSABCt"	""	""	""	0
"MAR11592"	"PCHOLDOC_HSABCt"	""	""	""	""	""	""	""	"PCHOLDOC_HSABCt"	"PCHOLDOC_HSABCt"	""	""	""	0
"MAR11593"	"PCHOLEIC_HSABCt"	""	""	""	""	""	""	""	"PCHOLEIC_HSABCt"	"PCHOLEIC_HSABCt"	""	""	""	0
"MAR11594"	"PCHOLET_HSABCt"	""	""	""	""	""	""	""	"PCHOLET_HSABCt"	"PCHOLET_HSABCt"	""	""	""	0
"MAR11595"	"PCHOLHEP_HSABCt"	""	""	""	""	""	""	""	"PCHOLHEP_HSABCt"	"PCHOLHEP_HSABCt"	""	""	""	0
"MAR11596"	"PCHOLLINL_HSABCt"	""	""	""	""	""	""	""	"PCHOLLINL_HSABCt"	"PCHOLLINL_HSABCt"	""	""	""	0
"MAR11597"	"PCHOLMYR_HsABCt"	""	""	""	""	""	""	""	"PCHOLMYR_HsABCt"	"PCHOLMYR_HsABCt"	""	""	""	0
"MAR11598"	"PCHOLN15_HSABCt"	""	""	""	""	""	""	""	"PCHOLN15_HSABCt"	"PCHOLN15_HSABCt"	""	""	""	0
"MAR11599"	"PCHOLN183_HSABCt"	""	""	""	""	""	""	""	"PCHOLN183_HSABCt"	"PCHOLN183_HSABCt"	""	""	""	0
"MAR11600"	"PCHOLN1836_HSABCt"	""	""	""	""	""	""	""	"PCHOLN1836_HSABCt"	"PCHOLN1836_HSABCt"	""	""	""	0
"MAR11601"	"PCHOLN19_HSABCt"	""	""	""	""	""	""	""	"PCHOLN19_HSABCt"	"PCHOLN19_HSABCt"	""	""	""	0
"MAR11602"	"PCHOLN201_HSABCt"	""	""	""	""	""	""	""	"PCHOLN201_HSABCt"	"PCHOLN201_HSABCt"	""	""	""	0
"MAR11603"	"PCHOLN203_HSABCt"	""	""	""	""	""	""	""	"PCHOLN203_HSABCt"	"PCHOLN203_HSABCt"	""	""	""	0
"MAR11604"	"PCHOLN204_HSABCt"	""	""	""	""	""	""	""	"PCHOLN204_HSABCt"	"PCHOLN204_HSABCt"	""	""	""	0
"MAR11605"	"PCHOLN205_HSABCt"	""	""	""	""	""	""	""	"PCHOLN205_HSABCt"	"PCHOLN205_HSABCt"	""	""	""	0
"MAR11606"	"PCHOLN224_HSABCt"	""	""	""	""	""	""	""	"PCHOLN224_HSABCt"	"PCHOLN224_HSABCt"	""	""	""	0
"MAR11607"	"PCHOLN225_HSABCt"	""	""	""	""	""	""	""	"PCHOLN225_HSABCt"	"PCHOLN225_HSABCt"	""	""	""	0
"MAR11608"	"PCHOLN2254_HSABCt"	""	""	""	""	""	""	""	"PCHOLN2254_HSABCt"	"PCHOLN2254_HSABCt"	""	""	""	0
"MAR11609"	"PCHOLN264_HSABCt"	""	""	""	""	""	""	""	"PCHOLN264_HSABCt"	"PCHOLN264_HSABCt"	""	""	""	0
"MAR11610"	"PCHOLOLE_HSABCt"	""	""	""	""	""	""	""	"PCHOLOLE_HSABCt"	"PCHOLOLE_HSABCt"	""	""	""	0
"MAR11611"	"PCHOLPALME_HSABCt"	""	""	""	""	""	""	""	"PCHOLPALME-HSABCt"	"PCHOLPALME-HSABCt"	""	""	""	0
"MAR11612"	"PCHOLSTE_HSABCt"	""	""	""	""	""	""	""	"PCHOLSTE_HSABCt"	"PCHOLSTE_HSABCt"	""	""	""	0
"MAR11613"	"PE12_HSABCt"	""	""	""	""	""	""	""	"PE12_HSABCt"	"PE12_HSABCt"	""	""	""	0
"MAR11614"	"Pe13_HSABCt"	""	""	""	""	""	""	""	"Pe13_HSABCt"	"Pe13_HSABCt"	""	""	""	0
"MAR11615"	"PE14_HSABCt"	""	""	""	""	""	""	""	"PE14_HSABCt"	"PE14_HSABCt"	""	""	""	0
"MAR11616"	"PE15_HSABCt"	""	""	""	""	""	""	""	"PE15_HSABCt"	"PE15_HSABCt"	""	""	""	0
"MAR11617"	"PE161_HSABCt"	""	""	""	""	""	""	""	"PE161_HSABCt"	"PE161_HSABCt"	""	""	""	0
"MAR11618"	"PE17_HSABCt"	""	""	""	""	""	""	""	"PE17_HSABCt"	"PE17_HSABCt"	""	""	""	0
"MAR11619"	"PE203_HSABCt"	""	""	""	""	""	""	""	"PE203_HSABCt"	"PE203_HSABCt"	""	""	""	0
"MAR11620"	"PE226_HSABCt"	""	""	""	""	""	""	""	"PE226_HSABCt"	"PE226_HSABCt"	""	""	""	0
"MAR11621"	"PE2LINL_HSABCt"	""	""	""	""	""	""	""	"PE2LINL_HSABCt"	"PE2LINL_HSABCt"	""	""	""	0
"MAR11622"	"PEAR_HSABCt"	""	""	""	""	""	""	""	"PEAR_HSABCt"	"PEAR_HSABCt"	""	""	""	0
"MAR11623"	"PEDH203_HSABCt"	""	""	""	""	""	""	""	"PEDH203_HSABCt"	"PEDH203_HSABCt"	""	""	""	0
"MAR11624"	"PELINL_HSABCt"	""	""	""	""	""	""	""	"PELINL_HSABCt"	"PELINL_HSABCt"	""	""	""	0
"MAR11625"	"PELPALM_HSABCt"	""	""	""	""	""	""	""	"PELPALM_HSABCt"	"PELPALM_HSABCt"	""	""	""	0
"MAR11626"	"PEOLE_HSABCt"	""	""	""	""	""	""	""	"PEOLE_HSABCt"	"PEOLE_HSABCt"	""	""	""	0
"MAR11627"	"PEPALM_HSASBCt"	""	""	""	""	""	""	""	"PEPALM_HSASBCt"	"PEPALM_HSASBCt"	""	""	""	0
"MAR11628"	"PESTE_HSABCt"	""	""	""	""	""	""	""	"PESTE_HSABCt"	"PESTE_HSABCt"	""	""	""	0
"MAR11629"	"SPHMYLN_HsSECt"	""	""	""	""	""	""	""	"SPHMYLN_HsSECt"	"SPHMYLN_HsSECt"	""	""	""	0
"MAR11630"	"SPHMYLN180241_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN180241_hs_SECt"	"SPHMYLN180241_hs_SECt"	""	""	""	0
"MAR11631"	"SPHMYLN18114_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN18114_hs_SECt"	"SPHMYLN18114_hs_SECt"	""	""	""	0
"MAR11632"	"SPHMYLN18115_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN18115_hs_SECt"	"SPHMYLN18115_hs_SECt"	""	""	""	0
"MAR11633"	"SPHMYLN18116_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN18116_hs_SECt"	"SPHMYLN18116_hs_SECt"	""	""	""	0
"MAR11634"	"SPHMYLN181161_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN181161_hs_SECt"	"SPHMYLN181161_hs_SECt"	""	""	""	0
"MAR11635"	"SPHMYLN18117_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN18117_hs_SECt"	"SPHMYLN18117_hs_SECt"	""	""	""	0
"MAR11636"	"SPHMYLN18118_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN18118_hs_SECt"	"SPHMYLN18118_hs_SECt"	""	""	""	0
"MAR11637"	"SPHMYLN181181_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN181181_hs_SECt"	"SPHMYLN181181_hs_SECt"	""	""	""	0
"MAR11638"	"SPHMYLN18120_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN18120_hs_SECt"	"SPHMYLN18120_hs_SECt"	""	""	""	0
"MAR11639"	"SPHMYLN181201_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN181201_hs_SECt"	"SPHMYLN181201_hs_SECt"	""	""	""	0
"MAR11640"	"SPHMYLN18121_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN18121_hs_SECt"	"SPHMYLN18121_hs_SECt"	""	""	""	0
"MAR11641"	"SPHMYLN18122_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN18122_hs_SECt"	"SPHMYLN18122_hs_SECt"	""	""	""	0
"MAR11642"	"SPHMYLN181221_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN181221_hs_SECt"	"SPHMYLN181221_hs_SECt"	""	""	""	0
"MAR11643"	"SPHMYLN18123_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN18123_hs_SECt"	"SPHMYLN18123_hs_SECt"	""	""	""	0
"MAR11644"	"SPHMYLN1824_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN1824_hs_SECt"	"SPHMYLN1824_hs_SECt"	""	""	""	0
"MAR11645"	"SPHMYLN1825_hs_SECt"	""	""	""	""	""	""	""	"SPHMYLN1825_hs_SECt"	"SPHMYLN1825_hs_SECt"	""	""	""	0
"MAR11646"	"3AIBt1"	""	""	""	""	""	""	""	"3AIBt1"	"3AIBt1"	""	""	""	0
"MAR11647"	"APRGSTRNt1e"	""	""	""	""	""	""	""	"APRGSTRNt1e"	"APRGSTRNt1e"	""	""	""	0
"MAR11648"	"DIGALSGALSIDEATPte"	""	""	""	""	""	""	""	"DIGALSGALSIDEATPte"	"DIGALSGALSIDEATPte"	""	""	""	0
"MAR11649"	""	""	""	""	""	""	""	""	"PAIL_hs_t1e"	"PAIL_hs_t1e"	""	""	""	0
"MAR11650"	""	""	""	""	""	""	""	""	"PAILR_HSt1e"	"PAILR_HSt1e"	""	""	""	0
"MAR11651"	""	""	""	""	""	""	""	""	"PAILPALM_HSt1e"	"PAILPALM_HSt1e"	""	""	""	0
"MAR11652"	""	""	""	""	""	""	""	""	"PAILSTE_HSt1e"	"PAILSTE_HSt1e"	""	""	""	0
"MAR11653"	"PCHOL2LINL_HSt1e"	""	""	""	""	""	""	""	"PCHOL2LINL_HSt1e"	"PCHOL2LINL_HSt1e"	""	""	""	0
"MAR11654"	"PCHOL2OLE_HSt1e"	""	""	""	""	""	""	""	"PCHOL2OLE_HSt1e"	"PCHOL2OLE_HSt1e"	""	""	""	0
"MAR11655"	"PCHOL2STE_HSt1e"	""	""	""	""	""	""	""	"PCHOL2STE_HSt1e"	"PCHOL2STE_HSt1e"	""	""	""	0
"MAR11656"	"PCHOLAR_HSt1e"	""	""	""	""	""	""	""	"PCHOLAR_HSt1e"	"PCHOLAR_HSt1e"	""	""	""	0
"MAR11657"	"PCHOLDOC_HSt1e"	""	""	""	""	""	""	""	"PCHOLDOC_HSt1e"	"PCHOLDOC_HSt1e"	""	""	""	0
"MAR11658"	"PCHOLEIC_HSt1e"	""	""	""	""	""	""	""	"PCHOLEIC_HSt1e"	"PCHOLEIC_HSt1e"	""	""	""	0
"MAR11659"	"PCHOLET_HSt1e"	""	""	""	""	""	""	""	"PCHOLET_HSt1e"	"PCHOLET_HSt1e"	""	""	""	0
"MAR11660"	"PCHOLHEP_HSt1e"	""	""	""	""	""	""	""	"PCHOLHEP_HSt1e"	"PCHOLHEP_HSt1e"	""	""	""	0
"MAR11661"	"PCHOLLINL_HSt1e"	""	""	""	""	""	""	""	"PCHOLLINL_HSt1e"	"PCHOLLINL_HSt1e"	""	""	""	0
"MAR11662"	"PCHOLMYR_Hst1e"	""	""	""	""	""	""	""	"PCHOLMYR_Hst1e"	"PCHOLMYR_Hst1e"	""	""	""	0
"MAR11663"	"PCHOLN15_HSt1e"	""	""	""	""	""	""	""	"PCHOLN15_HSt1e"	"PCHOLN15_HSt1e"	""	""	""	0
"MAR11664"	"PCHOLN183_HSt1e"	""	""	""	""	""	""	""	"PCHOLN183_HSt1e"	"PCHOLN183_HSt1e"	""	""	""	0
"MAR11665"	"PCHOLN1836_HSt1e"	""	""	""	""	""	""	""	"PCHOLN1836_HSt1e"	"PCHOLN1836_HSt1e"	""	""	""	0
"MAR11666"	"PCHOLN19_HSt1e"	""	""	""	""	""	""	""	"PCHOLN19_HSt1e"	"PCHOLN19_HSt1e"	""	""	""	0
"MAR11667"	"PCHOLN201_HSt1e"	""	""	""	""	""	""	""	"PCHOLN201_HSt1e"	"PCHOLN201_HSt1e"	""	""	""	0
"MAR11668"	"PCHOLN203_HSt1e"	""	""	""	""	""	""	""	"PCHOLN203_HSt1e"	"PCHOLN203_HSt1e"	""	""	""	0
"MAR11669"	"PCHOLN204_HSt1e"	""	""	""	""	""	""	""	"PCHOLN204_HSt1e"	"PCHOLN204_HSt1e"	""	""	""	0
"MAR11670"	"PCHOLN205_HSt1e"	""	""	""	""	""	""	""	"PCHOLN205_HSt1e"	"PCHOLN205_HSt1e"	""	""	""	0
"MAR11671"	"PCHOLN224_HSt1e"	""	""	""	""	""	""	""	"PCHOLN224_HSt1e"	"PCHOLN224_HSt1e"	""	""	""	0
"MAR11672"	"PCHOLN225_HSt1e"	""	""	""	""	""	""	""	"PCHOLN225_HSt1e"	"PCHOLN225_HSt1e"	""	""	""	0
"MAR11673"	"PCHOLN2254_HSt1e"	""	""	""	""	""	""	""	"PCHOLN2254_HSt1e"	"PCHOLN2254_HSt1e"	""	""	""	0
"MAR11674"	"PCHLN225_HSt1e"	""	""	""	""	""	""	""	"PCHLN225_HSt1e"	"PCHLN225_HSt1e"	""	""	""	0
"MAR11675"	"PCHOLN264_HSt1e"	""	""	""	""	""	""	""	"PCHOLN264_HSt1e"	"PCHOLN264_HSt1e"	""	""	""	0
"MAR11676"	"PCHOLOLE_HSt1e"	""	""	""	""	""	""	""	"PCHOLOLE_HSt1e"	"PCHOLOLE_HSt1e"	""	""	""	0
"MAR11677"	"PEPALM_HSt1e"	""	""	""	""	""	""	""	"PEPALM_HSt1e"	"PEPALM_HSt1e"	""	""	""	0
"MAR11678"	"PCHOLPALME_HSt1e"	""	""	""	""	""	""	""	"PCHOLPALME-HSt1e"	"PCHOLPALME-HSt1e"	""	""	""	0
"MAR11679"	"PCHOLSTE_HSt1e"	""	""	""	""	""	""	""	"PCHOLSTE_HSt1e"	"PCHOLSTE_HSt1e"	""	""	""	0
"MAR11680"	"PE12_HSt1e"	""	""	""	""	""	""	""	"PE12_HSt1e"	"PE12_HSt1e"	""	""	""	0
"MAR11681"	"Pe13_HSt1e"	""	""	""	""	""	""	""	"Pe13_HSt1e"	"Pe13_HSt1e"	""	""	""	0
"MAR11682"	"PE14_HSt1e"	""	""	""	""	""	""	""	"PE14_HSt1e"	"PE14_HSt1e"	""	""	""	0
"MAR11683"	"PE15_HSt1e"	""	""	""	""	""	""	""	"PE15_HSt1e"	"PE15_HSt1e"	""	""	""	0
"MAR11684"	"PE161_HSt1e"	""	""	""	""	""	""	""	"PE161_HSt1e"	"PE161_HSt1e"	""	""	""	0
"MAR11685"	"PE17_HSt1e"	""	""	""	""	""	""	""	"PE17_HSt1e"	"PE17_HSt1e"	""	""	""	0
"MAR11686"	"PE203_HSt1e"	""	""	""	""	""	""	""	"PE203_HSt1e"	"PE203_HSt1e"	""	""	""	0
"MAR11687"	"PE226_HSt1e"	""	""	""	""	""	""	""	"PE226_HSt1e"	"PE226_HSt1e"	""	""	""	0
"MAR11688"	"PE2LINL_HSt1e"	""	""	""	""	""	""	""	"PE2LINL_HSt1e"	"PE2LINL_HSt1e"	""	""	""	0
"MAR11689"	"PEAR_HSt1e"	""	""	""	""	""	""	""	"PEAR_HSt1e"	"PEAR_HSt1e"	""	""	""	0
"MAR11690"	"PEDH203_HSt1e"	""	""	""	""	""	""	""	"PEDH203_HSt1e"	"PEDH203_HSt1e"	""	""	""	0
"MAR11691"	"PELINL_HSt1e"	""	""	""	""	""	""	""	"PELINL_HSt1e"	"PELINL_HSt1e"	""	""	""	0
"MAR11692"	"PEOLE_HSt1e"	""	""	""	""	""	""	""	"PEOLE_HSt1e"	"PEOLE_HSt1e"	""	""	""	0
"MAR11693"	"PELPALM_HSt1e"	""	""	""	""	""	""	""	"PELPALM_HSt1e"	"PELPALM_HSt1e"	""	""	""	0
"MAR11694"	"PESTE_HSt1e"	""	""	""	""	""	""	""	"PESTE_HSt1e"	"PESTE_HSt1e"	""	""	""	0
"MAR11695"	"SPHMYLN_HsATPte"	""	""	""	""	""	""	""	"SPHMYLN_HsATPte"	"SPHMYLN_HsATPte"	""	""	""	0
"MAR11696"	"SPHMYLN180241_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN180241_hs_ATPt"	"SPHMYLN180241_hs_ATPt"	""	""	""	0
"MAR11697"	""	""	""	""	""	""	""	""	"SPHMYLN180241_hs_t1"	"SPHMYLN180241_hs_t1"	""	""	""	0
"MAR11698"	"SPHMYLN18114_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN18114_hs_ATPt"	"SPHMYLN18114_hs_ATPt"	""	""	""	0
"MAR11699"	""	""	""	""	""	""	""	""	"SPHMYLN18114_hs_t1"	"SPHMYLN18114_hs_t1"	""	""	""	0
"MAR11700"	"SPHMYLN18115_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN18115_hs_ATPt"	"SPHMYLN18115_hs_ATPt"	""	""	""	0
"MAR11701"	""	""	""	""	""	""	""	""	"SPHMYLN18115_hs_t1"	"SPHMYLN18115_hs_t1"	""	""	""	0
"MAR11702"	"SPHMYLN18116_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN18116_hs_ATPt"	"SPHMYLN18116_hs_ATPt"	""	""	""	0
"MAR11703"	""	""	""	""	""	""	""	""	"SPHMYLN18116_hs_t1"	"SPHMYLN18116_hs_t1"	""	""	""	0
"MAR11704"	"SPHMYLN181161_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN181161_hs_ATPt"	"SPHMYLN181161_hs_ATPt"	""	""	""	0
"MAR11705"	""	""	""	""	""	""	""	""	"SPHMYLN181161_hs_t1"	"SPHMYLN181161_hs_t1"	""	""	""	0
"MAR11706"	"SPHMYLN18117_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN18117_hs_ATPt"	"SPHMYLN18117_hs_ATPt"	""	""	""	0
"MAR11707"	""	""	""	""	""	""	""	""	"SPHMYLN18117_hs_t1"	"SPHMYLN18117_hs_t1"	""	""	""	0
"MAR11708"	"SPHMYLN18118_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN18118_hs_ATPt"	"SPHMYLN18118_hs_ATPt"	""	""	""	0
"MAR11709"	""	""	""	""	""	""	""	""	"SPHMYLN18118_hs_t1"	"SPHMYLN18118_hs_t1"	""	""	""	0
"MAR11710"	"SPHMYLN181181_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN181181_hs_ATPt"	"SPHMYLN181181_hs_ATPt"	""	""	""	0
"MAR11711"	""	""	""	""	""	""	""	""	"SPHMYLN181181_hs_t1"	"SPHMYLN181181_hs_t1"	""	""	""	0
"MAR11712"	"SPHMYLN18120_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN18120_hs_ATPt"	"SPHMYLN18120_hs_ATPt"	""	""	""	0
"MAR11713"	""	""	""	""	""	""	""	""	"SPHMYLN18120_hs_t1"	"SPHMYLN18120_hs_t1"	""	""	""	0
"MAR11714"	"SPHMYLN181201_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN181201_hs_ATPt"	"SPHMYLN181201_hs_ATPt"	""	""	""	0
"MAR11715"	""	""	""	""	""	""	""	""	"SPHMYLN181201_hs_t1"	"SPHMYLN181201_hs_t1"	""	""	""	0
"MAR11716"	"SPHMYLN18121_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN18121_hs_ATPt"	"SPHMYLN18121_hs_ATPt"	""	""	""	0
"MAR11717"	""	""	""	""	""	""	""	""	"SPHMYLN18121_hs_t1"	"SPHMYLN18121_hs_t1"	""	""	""	0
"MAR11718"	"SPHMYLN18122_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN18122_hs_ATPt"	"SPHMYLN18122_hs_ATPt"	""	""	""	0
"MAR11719"	""	""	""	""	""	""	""	""	"SPHMYLN18122_hs_t1"	"SPHMYLN18122_hs_t1"	""	""	""	0
"MAR11720"	"SPHMYLN181221_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN181221_hs_ATPt"	"SPHMYLN181221_hs_ATPt"	""	""	""	0
"MAR11721"	""	""	""	""	""	""	""	""	"SPHMYLN181221_hs_t1"	"SPHMYLN181221_hs_t1"	""	""	""	0
"MAR11722"	"SPHMYLN18123_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN18123_hs_ATPt"	"SPHMYLN18123_hs_ATPt"	""	""	""	0
"MAR11723"	""	""	""	""	""	""	""	""	"SPHMYLN18123_hs_t1"	"SPHMYLN18123_hs_t1"	""	""	""	0
"MAR11724"	"SPHMYLN1824_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN1824_hs_ATPt"	"SPHMYLN1824_hs_ATPt"	""	""	""	0
"MAR11725"	""	""	""	""	""	""	""	""	"SPHMYLN1824_hs_t1"	"SPHMYLN1824_hs_t1"	""	""	""	0
"MAR11726"	"SPHMYLN1825_hs_ATPt"	""	""	""	""	""	""	""	"SPHMYLN1825_hs_ATPt"	"SPHMYLN1825_hs_ATPt"	""	""	""	0
"MAR11727"	""	""	""	""	""	""	""	""	"SPHMYLN1825_hs_t1"	"SPHMYLN1825_hs_t1"	""	""	""	0
"MAR11728"	""	""	""	""	""	""	""	""	"2HXIC_Lt1e"	"2HXIC_Lt1e"	""	""	""	0
"MAR11729"	""	""	""	""	""	""	""	""	"2HXIC_Lt2e"	"2HXIC_Lt2e"	""	""	""	0
"MAR11730"	""	""	""	""	""	""	""	""	"EX_2hxic_L[e]"	"EX_2hxic_L[e]"	""	""	""	0
"MAR11731"	"2HYDOGOAT3t"	""	""	""	""	""	""	""	"2HYDOGOAT3t"	"2HYDOGOAT3t"	""	""	""	0
"MAR11732"	""	""	""	""	""	""	""	""	"EX_2hydog[e]"	"EX_2hydog[e]"	""	""	""	0
"MAR11733"	"2HYDOGte"	""	""	""	""	""	""	""	"2HYDOGte"	"2HYDOGte"	""	""	""	0
"MAR11734"	"GLUTAROAT3t"	""	""	""	""	""	""	""	"GLUTAROAT3t"	"GLUTAROAT3t"	""	""	""	0
"MAR11735"	"GLUTARte"	""	""	""	""	""	""	""	"GLUTARte"	"GLUTARte"	""	""	""	0
"MAR11736"	"THEXDDm"	""	""	""	""	""	""	""	"THEXDDm"	"THEXDDm"	""	""	""	0
"MAR11737"	"THEXDDtm"	""	""	""	""	""	""	""	"THEXDDtm"	"THEXDDtm"	""	""	""	0
"MAR11738"	"THEXDDte"	""	""	""	""	""	""	""	"THEXDDte"	"THEXDDte"	""	""	""	0
"MAR11739"	"EX_thexdd_e"	""	""	""	""	""	""	""	"EX_thexdd[e]"	"EX_thexdd[e]"	""	""	""	0
"MAR11740"	"HEXDTRm"	""	""	""	""	""	""	""	"HEXDTRm"	"HEXDTRm"	""	""	""	0
"MAR11741"	"HEXDTRtm"	""	""	""	""	""	""	""	"HEXDTRtm"	"HEXDTRtm"	""	""	""	0
"MAR11742"	"HEXDTRte"	""	""	""	""	""	""	""	"HEXDTRte"	"HEXDTRte"	""	""	""	0
"MAR11743"	"EX_hexdtr_e"	""	""	""	""	""	""	""	"EX_hexdtr[e]"	"EX_hexdtr[e]"	""	""	""	0
"MAR11744"	"HPDECECOAm"	""	""	""	""	""	""	""	"HPDECECOAm"	"HPDECECOAm"	""	""	""	0
"MAR11745"	"HPDECEm"	""	""	""	""	""	""	""	"HPDECEm"	"HPDECEm"	""	""	""	0
"MAR11746"	"HPDECEtm"	""	""	""	""	""	""	""	"HPDECEtm"	"HPDECEtm"	""	""	""	0
"MAR11747"	"HPDECEte"	""	""	""	""	""	""	""	"HPDECEte"	"HPDECEte"	""	""	""	0
"MAR11748"	"EX_hpdece_e"	""	""	""	""	""	""	""	"EX_hpdece[e]"	"EX_hpdece[e]"	""	""	""	0
"MAR11749"	"EIC21114TRc"	""	""	""	""	""	""	""	"EIC21114TRc"	"EIC21114TRc"	""	""	""	0
"MAR11750"	"EIC21114TRte"	""	""	""	""	""	""	""	"EIC21114TRte"	"EIC21114TRte"	""	""	""	0
"MAR11751"	"EX_eic21114tr_e"	""	""	""	""	""	""	""	"EX_eic21114tr[e]"	"EX_eic21114tr[e]"	""	""	""	0
"MAR11752"	"5EIPENCm"	""	""	""	""	""	""	""	"5EIPENCm"	"5EIPENCm"	""	""	""	0
"MAR11753"	"5EIPENCtm"	""	""	""	""	""	""	""	"5EIPENCtm"	"5EIPENCtm"	""	""	""	0
"MAR11754"	"5EIPENCte"	""	""	""	""	""	""	""	"5EIPENCte"	"5EIPENCte"	""	""	""	0
"MAR11755"	"EX_5eipenc_e"	""	""	""	""	""	""	""	"EX_5eipenc[e]"	"EX_5eipenc[e]"	""	""	""	0
"MAR11757"	"ANDRSTNDNte"	""	""	""	""	""	""	""	"ANDRSTNDNte"	"ANDRSTNDNte"	""	""	""	0
"MAR11758"	"EANDRSTRNte"	""	""	""	""	""	""	""	"EANDRSTRNte"	"EANDRSTRNte"	""	""	""	0
"MAR11759"	"AHANDROSTANte"	""	""	""	""	""	""	""	"AHANDROSTANte"	"AHANDROSTANte"	""	""	""	0
"MAR11760"	"ANDRSTANDRte"	""	""	""	""	""	""	""	"ANDRSTANDRte"	"ANDRSTANDRte"	""	""	""	0
"MAR11761"	"CE2209te"	""	""	""	""	""	""	""	"CE2209te"	"CE2209te"	""	""	""	0
"MAR11762"	"C05301te"	""	""	""	""	""	""	""	"C05301te"	"C05301te"	""	""	""	0
"MAR11763"	"C05299te"	""	""	""	""	""	""	""	"C05299te"	"C05299te"	""	""	""	0
"MAR11764"	"C05302te"	""	""	""	""	""	""	""	"C05302te"	"C05302te"	""	""	""	0
"MAR11765"	"CE5072te"	""	""	""	""	""	""	""	"CE5072te"	"CE5072te"	""	""	""	0
"MAR11766"	"11DOCRTSLte"	""	""	""	""	""	""	""	"11DOCRTSLte"	"11DOCRTSLte"	""	""	""	0
"MAR11767"	"11DOCRTSTRNte"	""	""	""	""	""	""	""	"11DOCRTSTRNte"	"11DOCRTSTRNte"	""	""	""	0
"MAR11768"	"PRGNLONEte"	""	""	""	""	""	""	""	"PRGNLONEte"	"PRGNLONEte"	""	""	""	0
"MAR11769"	"CE2211te"	""	""	""	""	""	""	""	"CE2211te"	"CE2211te"	""	""	""	0
"MAR11770"	"17AHPRGSTRNte"	""	""	""	""	""	""	""	"17AHPRGSTRNte"	"17AHPRGSTRNte"	""	""	""	0
"MAR11771"	"17AHPRGNLONEte"	""	""	""	""	""	""	""	"17AHPRGNLONEte"	"17AHPRGNLONEte"	""	""	""	0
"MAR11772"	"C03681te"	""	""	""	""	""	""	""	"C03681te"	"C03681te"	""	""	""	0
"MAR11773"	"PRGNLONESte"	""	""	""	""	""	""	""	"PRGNLONESte"	"PRGNLONESte"	""	""	""	0
"MAR11774"	"CE1352te"	""	""	""	""	""	""	""	"CE1352te"	"CE1352te"	""	""	""	0
"MAR11775"	"MMAt2e"	""	""	""	""	""	""	""	"MMAt2e"	"MMAt2e"	""	""	""	0
"MAR11776"	"C05769te"	""	""	""	""	""	""	""	"C05769te"	"C05769te"	""	""	""	0
"MAR11777"	"SAMHISTAe"	""	""	""	""	""	""	""	"SAMHISTAe"	"SAMHISTAe"	""	""	""	0
"MAR11778"	"CE2006te"	""	""	""	""	""	""	""	"CE2006te"	"CE2006te"	""	""	""	0
"MAR11779"	"GLCRt1"	""	""	""	""	""	""	""	"GLCRt1"	"GLCRt1"	"RHEA:28477"	"RHEA:28474"	""	0
"MAR11780"	"2HYOXPLCte"	""	""	""	""	""	""	""	"2HYOXPLCte"	"2HYOXPLCte"	""	""	""	0
