Gene	p	FC
Xkr4	0.967515347387498	0.00441585734291493
Rp1	0.630197521512613	0.320712166319819
Sox17	0.000125662346894101	0.430982824493909
Mrpl15	0.0862876007182042	-0.0743860097412867
Lypla1	0.594094871457437	-0.0231902931608482
Tcea1	0.0592503251834824	-0.0477842224652372
Rgs20	0.505087147984862	-0.0379776933026269
Atp6v1h	0.559060905406787	-0.014585853149928
Oprk1	0.267231228436754	-0.150010239630827
Npbwr1	0.377227553055555	0.10678381734716
Rb1cc1	0.655212939510238	-0.0128998363846796
Fam150a	0.919355684474787	0.321938460564856
St18	0.502166099967672	-0.0359795273480384
Pcmtd1	0.768667702365733	0.00847306481768873
Sntg1	0.0578790293214957	-0.084415608238734
Rrs1	0.662997856972226	-0.020931316717728
Adhfe1	0.487619305568869	-0.046197998216777
2610203C22Rik	0.747157906860524	0.0515344115587444
3110035E14Rik	0.968079601506051	0.00122827437095034
Mybl1	0.585451655437911	-0.0597714403701545
Vcpip1	0.835943891257873	0.00660917457953991
1700034P13Rik	0.867415205459828	-0.156794644468383
Sgk3	0.270079380974554	-0.0734762083903143
Mcmdc2	0.328312886112091	0.0716429871469822
Snhg6	0.49351759891431	-0.0575054739121415
Snord87	0.735308353332068	0.27017280335007
Tcf24	0.868458823750513	0.0518508352851985
Ppp1r42	0.134442869492437	-0.397072670825388
Cops5	0.109952174334926	-0.0514475040682131
Cspp1	0.724876879037383	-0.0180866902370583
Arfgef1	0.526881032819715	-0.0164303731096396
Cpa6	0.762263336369375	-0.127623224482737
Prex2	0.245124381248297	-0.074055647580671
A830018L16Rik	0.154943371765737	-0.0471763145630226
Gm17644	0.723438204748029	0.0212781175215456
Sulf1	0.122181189638403	0.359024658757027
Slco5a1	0.53591623895304	0.0932601974594263
Prdm14	0.968850913749595	-0.158956941820854
Ncoa2	0.620144166960599	0.0136386112828669
Tram1	0.354902849519209	0.0359624117780257
Lactb2	0.623107745573645	0.0345837314254127
Xkr9	0.933687310073974	-0.158957968746425
Gm5523	0.616308539500482	-0.271112899747507
Eya1	0.23722577642203	-0.0697053787994258
Msc	0.549996016735178	0.105601010021982
Trpa1	0.0367743126603356	-0.71104512628372
Kcnb2	0.333058841920947	-0.0887822771337804
Terf1	0.230547503681133	0.0891922943931009
Sbspon	0.176611234054256	0.207673128561219
4930444P10Rik	0.153851017648361	0.335879445914424
Rpl7	0.174216398818565	-0.0305141078667831
Rdh10	0.735243518073843	0.0197347821996651
Stau2	0.574835166268801	-0.0129170913717361
Ube2w	0.794454256261893	-0.00776005960737784
Tceb1	0.356329708775486	-0.0276440026597855
D030040B21Rik	0.721043881926846	-0.378043627152189
Tmem70	0.0511202271168948	-0.0788773840199237
Ly96	0.623632920543093	0.108238993678598
Jph1	0.167124831592456	-0.099698074367199
Gdap1	0.604557168032856	-0.0118595475623413
Pi15	0.280407046287849	0.137915130329009
Crispld1	0.791149465685092	0.0214991218800934
Defb41	0.955510721673879	0.321934727626426
Tfap2d	0.921352898060146	-0.158958052790343
Tfap2b	0.160823921459277	0.879125089499938
Pkhd1	0.933283469372242	0.0814908760548736
Il17f	0.311744820098727	1.01740876321539
Mcm3	0.764289578588551	-0.0357440870912082
6720483E21Rik	0.909341805551494	-0.0307159129162936
Paqr8	0.114560504654948	-0.109541813083968
Efhc1	0.132947240222088	-0.270548699714702
Tram2	0.955980966160765	0.0155404723216072
Tmem14a	0.288728628774321	0.0502375181498308
Gsta3	0.691182216427212	0.0654130620458784
Gm4956	0.101365258934616	1.55577223206663
Khdc1a	0.861027507276947	-0.163009532526044
Khdc1c	0.743527350724778	-0.399407134700967
Khdc1b	0.726415550244894	-0.281788180621837
Kcnq5	0.0200654440793607	0.105412424702254
Rims1	8.32712700252485e-15	0.18594617422555
4933415F23Rik	0.838640786305393	0.321939685798909
Mir30c-2	0.690519445898748	0.563110590324422
Ogfrl1	0.459664287172	0.020855978262776
B3gat2	0.443157880012056	0.04899716955286
Smap1	0.664285289703404	-0.0137007699876952
1110058L19Rik	0.10464359418928	-0.101107528333949
Fam135a	0.887197515729257	-0.00770122437909348
Col9a1	0.521033967009463	-0.159109065761614
Col19a1	0.0668853438714467	0.0830368928633548
Lmbrd1	0.896166771999154	-0.00345505652995286
Bai3	0.547905661501	-0.0231328411868639
Gm20172	0.941544909014098	0.0814908643429646
Gm597	1	0
Phf3	0.21205931943744	-0.0449180322410394
Ptp4a1	0.252679489856492	-0.0801242075213757
4931428L18Rik	0.978024755742256	-0.158955612054672
Lgsn	0.953645012630986	0.321935150878743
Gm4850	1	0
Khdrbs2	0.738891325804754	0.0277932124364739
Gm9839	0.429441052590366	-0.385101519881042
Gm5415	0.189160321375289	0.311919620179073
Prim2	0.892687874143288	-0.0115706274991803
1700001G17Rik	0.761705039553358	0.136003585718309
Rab23	0.818712882626587	0.0100193855986462
Bag2	0.754576722174396	-0.0254427854029513
Zfp451	0.572658146385269	-0.0198616511612615
Gm15455	0.382290596930494	0.735077146406522
Bend6	0.39965341341817	-0.0274408979976644
Dst	0.0555750606112275	0.0560787278639328
Mir6896	0.988733207657288	0.0814895577858776
Mir5103	0.760174317715321	0.173617249526718
Ccdc115	0.35099209330879	-0.0514852404886861
Imp4	0.382012549881168	-0.0488164814666415
Ptpn18	0.0394177562866916	0.354141617868144
Prss39	0.978024755742256	-0.158955612054672
Cfc1	0.160871203257557	1.48629724755887
