Gene	p	FC
Def8	0.485379408727704	-1
Meox1	0.756322193736629	1
Sost	0.754832049801908	1
Nkx2-1	0.481639595127098	1
Pax9	0.75834368071394	-1
Irx2	0.82516650979129	-1
Col1a1	0.0773013828687352	1
Itga3	0.352293774003784	1
Sgca	0.552216635414674	1
Dlx3	0.549131397992209	-1
Foxm1	0.227877292675819	-1
Itfg2	0.368928878715089	1
Nrip2	0.0626792335806914	1
Tulp3	0.248492883643545	1
Gtf2h4	0.423771262942236	-1
Tubb5	0.00290686636290028	1
Ell2	0.963565551096142	1
Jup	0.418246415225751	1
Fkbp10	0.73406779027355	-1
Klhl10	0.868633693265117	1
Nom1	0.802935830628597	-1
Ergic1	0.751336585359328	-1
Tnk1	0.974479618266596	-1
Acap1	0.446811986725245	1
Tcea3	0.184944337192944	1
Ifrd1	0.878191562754747	1
Stk38l	0.677445028742648	1
Brpf1	0.612641141415073	1
Akr1b3	0.868931415111382	1
Hoxc6	0.885923557777994	1
Gstt1	0.0421926304837872	1
Gstt3	0.978943155597696	-1
Ddt	0.698677596328457	-1
Tat	0.625137891242782	-1
Marveld3	0.488338269598469	1
Ddx18	0.994040825150162	-1
Ubl3	0.0561553450159474	-1
Gramd3	0.236878646084183	-1
Eef1e1	0.780397919707639	1
Akt1	0.854792571968025	-1
Cldn15	0.948535598551096	-1
Il16	0.890624321727375	1
Tcirg1	0.00310108420017815	1
Naglu	0.168123377222089	1
Coasy	0.395968864877382	1
Smo	0.485217482741717	1
Tspan33	0.532803221808299	-1
Crnkl1	0.125044768806237	1
Rin2	0.378271318303935	-1
Folh1	0.0695539651323184	-1
Chordc1	0.840563626426716	-1
Rtcb	0.884911943887624	1
Pwp1	0.523797701301197	-1
Fbxo7	0.361058216865994	1
Capns1	0.808975629303258	-1
Lrp3	0.456625357494207	-1
Evx2	0.986238794216369	-1
Folr1	0.217051160117895	1
Clpb	0.199421379994597	-1
Sept7	0.256124979109149	-1
Zdhhc4	0.967579133166534	-1
Rac1	0.605058637355171	-1
Nup214	0.936937855285182	-1
Aif1l	0.88571691210568	-1
Cpa3	0.78636410070086	1
Ltbp1	0.502059693436453	-1
Ugp2	0.515428225080728	-1
Kcnh6	0.391639783893596	-1
Trmt1	0.738043262781987	1
Nacc1	0.394975947694057	-1
Nfix	0.747534075352468	-1
Slc1a5	0.690109626839797	1
Uba1	0.104907786175554	1
Vwf	0.728694094790148	1
Siae	0.338041957820768	1
Vsig2	0.352930366421257	1
Esam	0.324525704271258	1
Spa17	0.0875124212571924	-1
Fam50a	0.247369390745067	1
Emd	0.951868660202395	1
Taco1	0.74380468229615	-1
Grik3	0.17709882850894	1
Gria3	0.0621942749000057	-1
Npas1	0.491348528817995	1
Sipa1l2	0.268393803628579	-1
Ap4e1	0.10188851743857	1
Blvra	0.749520711580806	1
Pdzd4	0.781510295031137	1
Srpk3	0.328953276804738	1
Idh3g	0.772903820636372	-1
Pnck	0.0304649388747318	1
Ssr4	0.480072436880291	-1
Bcap31	0.549520301371123	-1
Fam98a	0.882258254160771	-1
Ltbp2	0.0221888105588822	1
Kmt2a	0.936293134405702	1
Ift46	0.743556923691005	-1
Tmem25	0.900369909881374	1
Cd3g	0.0887828643238928	1
Trappc6a	0.88613329200681	-1
Supt6	0.347122735574762	1
Spag5	0.556743432649894	1
Foxn1	0.990172176156968	-1
Unc119	0.968367783375426	-1
Rab34	0.672407061321404	1
Sdf2	0.419669174462586	1
Ccne1	0.286573146412643	-1
Hsf2bp	0.799809674127502	-1
Bbc3	0.78588891295538	1
Mybpc3	0.483566488029766	1
Psmc3	0.352808918098678	-1
Acp2	0.978369628724472	-1
Rapsn	0.30567637346707	-1
Slc39a13	0.865471277804413	1
Celf2	0.417184968089037	-1
Nr1h3	0.173663614035414	1
Ddb2	0.600423214137413	-1
Spi1	0.0261928968667603	1
Sf3a1	0.675784279933308	1
Stat6	0.612550977552925	1
Clgn	0.0607848215209084	-1
Napsa	0.7622182363804	-1
Vrk3	0.841144529277975	1
Smg9	0.899032885078555	1
Paxip1	0.53035729682433	1
Rmnd5a	0.10896833826194	-1
Mov10	0.118414906771698	1
Ppm1j	0.348960998793653	1
Rhoc	0.484217460198639	1
Tead3	0.671805108970952	1
Ppard	0.422543161769836	-1
Def6	0.270934919127375	1
Peg3	0.213679897658093	1
Zim1	0.238908612874126	1
Metrn	0.00515478788920396	-1
Lmf1	0.382128652107267	1
Ciao3	0.601495297704861	1
Angptl4	0.871415380547708	-1
Dbf4	0.447777590404184	-1
Daxx	0.38753159042128	-1
Cd320	0.377745443825869	-1
Ipo4	0.190139398617699	1
Tm9sf1	0.570205179913941	1
Rec8	0.667133155241553	1
Irf9	0.288009518607231	1
Gmpr2	0.633386666237714	-1
Mdp1	0.835908874980835	-1
Dhrs1	0.00902815577741875	1
Ncan	0.328297579622839	-1
Tmem161a	0.308550804025988	1
Armc6	0.171271541130873	1
Borcs8	0.586031585108687	-1
Slc25a42	0.902336500822481	-1
Snx9	0.696244570134156	-1
Ranbp3	0.835669126650028	1
Ndufa11	0.105918433433521	1
Bmp8b	0.94749760936383	-1
Nr2f6	0.0933861601128084	-1
Use1	0.982153447073196	1
Ocel1	0.160925788106625	-1
Dyrk1b	0.867137005067616	-1
Braf	0.590152106306498	1
Ndufb2	0.401298825015855	-1
Hltf	0.93075034976724	1
Prpf6	0.387972646348565	1
Rgs19	0.612727476004939	1
Rgs20	0.389392125769922	-1
Abhd3	0.0340604441529935	-1
Snrpd1	0.141692294755443	1
Tchp	0.977532264607109	1
Tiam1	0.684382859711122	-1
Tsc2	0.336466317305322	1
Rpl3l	0.256289654184995	-1
Slc9a3r2	0.412489755784238	1
Puf60	0.607204361269855	-1
Golga2	0.579639765870031	1
Uck1	0.78167522325184	-1
Scin	0.414549654787249	1
Ikzf4	0.331686008169051	1
Mien1	0.562799424311438	1
Pon1	0.670533423888861	1
Axl	0.0128737564052319	1
Tgfb1	0.185452843334924	1
Ccdc97	0.988909799616946	-1
Zfp40	0.968735498243083	1
Akap8l	0.274720279695514	-1
Shh	0.38440968911709	-1
Pdcd2l	0.384250308245717	-1
Gtf2f1	0.149466513164006	1
Clpp	0.689707733827955	1
Alkbh7	0.820917181446206	-1
Pspn	0.920202223935708	1
Dennd1c	0.0542770898411213	1
Med6	0.495339567693634	-1
Prkd1	0.651298738913132	1
Lcp2	0.160953175590595	1
Cse1l	0.692430960974759	-1
Naa20	0.768761493052131	-1
Prkra	0.813466828620335	1
Fkbp7	0.946112415329598	1
Plekha3	0.328587154367179	-1
Ykt6	0.617610584869539	-1
Baz1b	0.314870584753669	-1
Pex6	0.630922998419297	1
Mrpl2	0.727809552850362	-1
Mea1	0.714768603875535	1
Gnmt	0.023619432978745	1
Grin2d	0.197579962259793	1
Kdelr1	0.915323241994572	1
Tmem143	0.273231874747729	-1
Pdxk-ps	0.577836625224675	1
Ggct	0.0731103814807645	-1
Jag2	0.693572380297226	1
Btbd6	0.916870491527643	-1
Nudt14	0.538452416671993	-1
Epdr1	0.268991194998614	-1
Flii	0.475667714084809	1
Top3a	0.474223860594093	-1
Atg4d	0.478863874409366	-1
Qtrt1	0.743563312495357	1
Plin4	0.976133782414913	-1
Hdgfl2	0.415009217884255	1
Chaf1a	0.311236814750275	1
Adprh	0.511038095415222	-1
Tmem39a	0.820214275102727	-1
Timmdc1	0.982021701454214	-1
Pla1a	0.316130982941133	1
Mcm2	0.0260770962651593	1
Tpra1	0.315429966555895	1
Nab1	0.472703245139883	-1
Adgre5	0.126951676304989	1
Il17ra	0.290607395452747	1
Lamb1	0.84132829404767	-1
Kcnn1	0.651087674927493	-1
Arrdc2	0.825756654930555	-1
Ppp1r17	0.585852193858371	1
Cd36	0.143904043212295	1
Map2k7	0.571963178800584	-1
Timm44	0.139231592081101	1
Ap2a2	0.290972271625521	1
Pnkp	0.295816724196474	1
Med25	0.501636504175305	-1
Bcam	0.00427798339578682	1
Clptm1	0.0328426331195316	-1
Relb	0.521889342514477	1
Tomm40	0.0982261513607924	-1
Apoe	0.167335683333029	1
Apoc2	0.878640580243508	1
Hbp1	0.922521079931196	-1
Prkar2b	0.732850783301821	1
Cdkn1b	0.0494330150786604	-1
Klf4	0.72162094465444	-1
Ap1m1	0.0161303695623724	-1
Rab8a	0.853916282948248	1
Hmgn2	0.183837903466781	-1
Fam32a	0.3862474716566	-1
Elf3	0.751707513857285	-1
Stard3nl	0.904603040757365	-1
Stk11	0.743184963327248	1
Efna2	0.190826287157158	-1
Atp5d	0.0201716694630127	-1
Ppp5c	0.512706962890645	1
Cdk12	0.6577712998665	-1
Lipe	0.979511440350448	-1
Pafah1b2	0.209227417101357	-1
Tbc1d8	0.184625265486	1
Cnot11	0.616682078858816	1
Slc2a3	0.508337451285154	-1
Foxj2	0.942165910095948	-1
Sri	0.285397304350149	-1
Dgcr2	0.881279257309891	-1
ENSMUSG00000003178	0.80466917671922	1
Irf3	0.75875711027001	-1
Bcl2l12	0.221643637724522	1
Zfp959	0.428628158669735	-1
Mpnd	0.574567450198468	1
Sh3gl1	0.466905095288413	1
Ebi3	0.394042299213642	-1
Yju2	0.907807250990636	1
Ranbp2	0.0758391364199603	-1
Edar	0.404207904195414	1
Grk5	0.876520946121997	-1
Dvl3	0.131989998637453	1
Abcf3	0.889869307270669	1
Eif2b5	0.909950747574652	1
Cyth2	0.880041312588211	-1
Sult2b1	0.42795528775049	-1
Car11	0.887665313023776	-1
Dlgap1	0.220697773332458	-1
Plag1	0.575621417910354	-1
Hck	0.0486992943562973	1
Mrpl4	0.827469590299154	-1
Keap1	0.595060803784899	-1
Ap1m2	0.520651899844791	-1
Glg1	0.961651736222736	1
Atp8b3	0.590625146237271	1
Btbd2	0.966554139518638	1
Csnk1g2	0.701788253663465	-1
Abhd17a	0.190608623207541	-1
Mob3a	0.815060181582441	-1
Cacnb3	0.845026363929276	1
Ccdc65	0.702298580392987	-1
Fkbp11	0.741279821707045	1
Ddx23	0.863079873512812	-1
Pld3	0.938150192831595	-1
Grik5	0.0207326189679476	1
Cd79a	0.679046571141133	1
Rabac1	0.393874918847328	-1
Etv3	0.9702839770732	-1
Prkcsh	0.734618289007119	1
Elavl3	0.339926172468861	-1
Rab3b	0.331384653940424	1
St8sia6	0.21985740242333	1
Fcgrt	0.653923015136654	1
Nosip	0.805032170017901	-1
Pih1d1	0.109981419233104	1
Rps11	0.242570567975605	-1
Supt5	0.110829123106589	1
Dll3	0.894283204666837	-1
Paf1	0.286512685479624	1
Timm50	0.573776552002739	-1
Med29	0.962079605175966	1
Bicd1	0.533423038742395	-1
Ncstn	0.92605494214705	1
Pex19	0.941488045354485	-1
Phyhip	0.331468270236132	1
Crhr2	0.498219428296	1
Inmt	0.128486300214355	1
Cyp4f18	0.993658797120639	1
Impdh1	0.651427292160784	-1
Dusp3	0.0711818144466708	-1
Prodh	0.13078919556123	1
Ess2	0.967675539040131	-1
Slc25a1	0.611870302594392	1
Dgcr6	0.659525482563128	-1
Ddr1	0.179763788600967	1
Ier3	0.954501327005344	-1
Fosb	0.262903333314822	-1
Klc4	0.433733338557823	-1
Ercc1	0.614806017577376	1
Cyp17a1	0.964424117930796	-1
As3mt	0.332050969687859	1
Homer3	0.451629693174103	1
Crtc1	0.566954153459945	-1
Rnf215	0.347759183806138	-1
Sec14l2	0.550194880868494	-1
Aven	0.646424355817072	1
Cp	0.00772300263088434	1
Crot	0.517594907598665	-1
Rps6ka1	0.0213140752428707	1
Calb2	0.00150093422007141	1
Snrnp200	0.161182001558201	1
Ciao1	0.538188974096734	-1
Has1	0.985997681777274	1
Taf6l	0.287489634154732	1
Insig2	0.635393252982396	1
Kpna6	0.682547831147161	-1
Man1a	0.379120145446388	1
Itpkc	0.92239851055677	-1
Coq8b	0.886590574048151	-1
Brd8	0.183796402003038	1
Kif20a	0.89518524706571	1
Farsa	0.380577318037249	1
Gcdh	0.370765199438791	-1
Mast2	0.118888034258029	-1
Dnase2a	0.078519385021057	1
Rad23a	0.726538434928311	-1
Calr	0.279716899781935	-1
Syce2	0.409329191948412	-1
Nfat5	0.703716804628321	1
Nob1	0.70129537040816	1
Nqo1	0.440420703023029	1
Ppfia3	0.183793346801013	1
Gys1	0.638489465135033	-1
Ruvbl2	0.837053081529756	-1
Lin7b	0.706242064072221	-1
Bax	0.742691350282448	1
Il7r	0.0132644958456943	1
Tfam	0.210474061864047	1
Zfp81	0.514158672858742	1
Efnb3	0.347375347230162	-1
Mmd	0.034900341064953	-1
Hlf	0.0441454395286552	-1
Fam162a	0.315855635361141	-1
Rpl8	0.295142923874475	1
Grm3	0.00067383754220157	-1
Ssbp2	0.851245579164337	-1
Fancl	0.727189799748252	1
Brinp2	0.115927405762788	-1
Gstm5	0.168886649494864	-1
Gstm7	0.398672591228126	1
Stat3	0.000104030125914949	1
Stat5a	0.0191971911832085	1
Cavin1	0.5310023047817	1
Map3k11	0.378865081993651	-1
Akt2	0.771741329011224	-1
Dnaja3	0.504130174287639	-1
Hmox2	0.415167906283171	1
Cdip1	0.584960212500878	1
Map3k20	0.473998759400498	1
Cwc15	0.648972254709573	-1
Col5a3	0.0721443320972798	1
Dnmt1	0.681576288384437	1
Ppan	0.788798329075894	-1
Angptl2	0.339463247190278	1
Cacna1e	0.553883241097359	1
Cacna1b	0.0224354962145107	1
Trmt10a	0.70471468387197	1
Etv1	0.853252213721055	-1
Kifc2	0.546972999289949	-1
Psap	0.311249589615962	1
Ikbkg	0.510012449236138	-1
Pax2	0.766960062934119	-1
Wars2	0.568696835880869	-1
Atn1	0.667210442154652	-1
Phb2	0.261943545197162	-1
Ptpn6	0.00379560555037354	1
Eno2	0.437512742480569	1
Emg1	0.938863210665283	1
Lpcat3	0.315530111208569	1
Atp6v1f	0.69499878104635	-1
Il12b	0.859671714327911	-1
Clcn5	0.109141341193852	1
Clcn3	0.981901981962993	-1
Hif3a	0.892708270769264	-1
Gpx6	0.604593722489213	-1
Pde1c	0.728472207490749	1
Utp20	0.292964349793399	-1
9330159F19Rik	0.702928465635047	1
Cul3	0.589410084911655	-1
Sst	0.0555280715981179	-1
Il11	0.743590940934676	-1
Large1	0.303392120921367	-1
Ddx56	0.923775565595222	1
Tmed4	0.879557684450331	1
Col26a1	0.498089520995162	1
Bid	0.440339321983194	1
Ralb	0.823776642447641	-1
Ppp1cc	0.668195366233341	-1
Dnajb11	0.848678728061778	-1
Tbccd1	0.595350155946443	1
Clec11a	0.849277884510618	1
Zfp324	0.895539448364156	1
Gab2	0.499441725530718	1
Coro1c	0.0706139654245605	1
Tax1bp1	0.126497984376718	-1
Psg17	0.657430410291746	-1
Ctse	0.0437229564484754	1
Ndrg2	0.1129774760367	-1
Mettl17	0.640803463240543	-1
Arhgef40	0.0333856307924645	1
Pnpla6	0.490745737060453	1
Mcoln1	0.778798026454506	1
Arhgef18	0.765362465457271	1
Pkn2	0.734596381713975	1
Cd33	0.00153125343884206	1
Etfb	0.331914858786518	-1
Nkg7	0.604337681341888	1
Stxbp2	0.256197225270682	1
Pcp2	0.990138864013597	-1
Sgce	0.38721538964556	-1
Chn2	0.0774827323081683	1
Wwox	0.532078611895733	1
Slbp	0.628878953769924	-1
Tyr	0.968131008264952	-1
Aqp1	0.0383973067018403	1
Arid3b	0.536045106084456	-1
Cnn2	0.343097296617172	1
Polr2e	0.922201453703622	-1
Abca13	0.75416676019725	-1
Myo9b	0.60731381941119	1
Hdac9	0.714356454122149	-1
Ly9	0.0027354895646618	1
Cd244a	0.210326078006665	1
Adgre1	0.000181709203092392	1
Mtfp1	0.621218861882785	-1
Rab23	0.616282133738729	-1
Rab11a	0.493414870750624	1
Eif2b2	0.798513258385415	-1
Dlst	0.866944101093457	1
Pgf	0.901606734220827	1
Ulk2	0.318076344946629	-1
Ccl24	0.82425032653272	1
Dgkq	0.70556241346328	-1
Grap	0.49419723302456	1
Pou1f1	0.446333873866814	-1
Chmp2b	0.756211849031032	1
Plod3	0.370864730841038	1
Ap1s1	0.054885243072437	-1
Mapk13	0.515080243551692	1
Srpk1	0.950073911125628	-1
Pax3	0.367908263036996	-1
Lbr	0.638561722420994	1
Crabp2	0.440006512564075	-1
Nes	0.110937568093681	1
Bcan	0.496060972279537	-1
Hapln2	0.0305614993181862	-1
Prcc	0.918201962835888	1
Rrnad1	0.720738592534131	-1
Hdgf	0.883500823885477	1
Slc25a18	0.0512739687855156	1
Thop1	0.0847348988642054	-1
Apba3	0.16047998483872	-1
Matk	0.459796731380237	1
Pias4	0.153642283248833	-1
Map2k1	0.546688660100521	-1
Sgta	0.533811614262066	-1
Nmrk2	0.103480663949591	1
Tmem242	0.711355137657109	-1
Dtx2	0.869988441590296	1
Zp3	0.769653971888745	-1
Hspb1	0.588270955313243	1
Rasa4	0.71165434617584	1
Syt5	0.698358219278423	1
Hnrnpa2b1	0.138300136242447	1
Fxyd4	0.643000959111439	1
Ccdc130	0.763711992938235	1
Mri1	0.943070266838303	1
Prkacb	0.0955710917738168	-1
Sgsh	0.675540682739343	1
Chd5	0.870640657446059	1
Cstb	0.383354505668258	-1
Sh2b2	0.0817115009807918	1
Pex5	0.97433397063057	1
Jkamp	0.103561372357219	-1
Cd44	0.143893270720085	1
Slc1a2	0.00102791634225043	-1
Eif2ak4	0.421669615615718	-1
Wdr1	0.163401127366262	1
Slc2a9	0.0600446373910961	1
Ccn4	0.532736313214606	-1
Ndrg1	0.2402733700688	-1
4930550C14Rik	0.71787369184069	1
Man2b1	1.44009611102894e-06	1
Klf5	0.525370710005047	1
Wdr83	0.671958293479431	1
Prdx2	0.18512695915127	-1
Polr2a	0.924150112781302	-1
Shbg	0.965936777524788	-1
Senp3	0.591945394172546	-1
Corin	0.335800420138004	1
Plekha8	0.443491207355692	-1
Spc25	0.604355072136269	1
Dnah2	0.262190179059984	1
Ripk4	0.373120168576689	1
Ufd1	0.727964216143772	1
Zfp287	0.398270193889585	-1
Prlr	5.14925101656249e-05	1
Letm1	0.991422289478479	1
Ubqln1	0.180313147837606	-1
Fgfr4	0.151270220627898	1
Cadm3	0.437320414508262	-1
Txn2	0.983904859079079	-1
Slc1a6	0.299408703794182	1
Slc1a3	0.565013349164443	-1
Crbn	0.62877451808191	-1
Il5ra	0.885925838668538	1
Msh6	0.880067462223919	1
Fbxo11	0.774283045284023	-1
Mlxipl	0.144606924733608	1
Tbl2	0.459858828518512	-1
Bud23	0.634130736004334	1
Nid1	0.0701373039055571	1
Mcm5	0.180626319821788	1
Hmox1	0.0426059653761472	1
Mprip	0.185142763552942	-1
Cic	0.0484746213025195	1
Pafah1b3	0.542742975156877	1
Il27ra	0.720997642450382	-1
Prkaca	0.51608791078146	-1
Asf1b	0.996604541135261	-1
Ddx39	0.34669226004159	1
Dnajb1	0.171866895324958	-1
Msh4	0.93928410378987	-1
Usp40	0.825217527610394	-1
Kbtbd4	0.790125999746132	-1
Celf1	0.664543386194546	1
Ndufs3	0.461047925592372	-1
Por	0.0166612716076369	1
Igf1r	0.606442260619535	1
Insr	0.739205854788321	1
Fcer2a	0.0474926775086822	1
Cyp2a5	0.513056996527198	1
Atp4a	0.85115988773571	-1
Trim28	0.113462322772614	1
Ube2m	0.0638036839377572	-1
Adcy9	0.660434408111805	1
Mef2c	0.692528455136718	-1
Ctr9	0.491528285195194	-1
Eif4g2	0.34947326229301	-1
Mrvi1	0.430530681802079	-1
Pcyt1a	0.552910276682067	-1
Zfp592	0.340748553995231	1
Psmd4	0.733885501097896	1
Tmod4	0.504307766977997	1
Insrr	0.967116865532867	-1
Cabp5	0.341781923702156	1
Snx6	0.665649496414246	-1
Mthfd2	0.187114372452508	-1
Kit	0.992131091109128	1
Tomm40l	0.0568407336904151	-1
Nr1i3	0.679077522790505	-1
Apoa2	0.870713201677572	-1
Pan2	0.521911155045195	1
Cs	0.904470347037007	1
Ampd3	0.997331334033081	1
