Gene	p	FC
Kctd10	0.474690160163099	-1
Poldip2	0.486436044613394	-1
Sebox	0.185615564932833	1
Ift20	0.0406324922971858	-1
Col6a1	0.0188267166153574	-1
Pcbp3	0.000226648301986708	-1
Lgals9	0.0560996131595461	1
Araf	0.0741284689123326	-1
Cfp	0.774169618865128	-1
Timp1	0.43084128994677	1
Uxt	0.320839134795523	1
Cnnm3	0.16934568568046	-1
Lman2l	0.0659749717276104	1
Mcm3ap	0.577951003936977	-1
Pcnt	0.573098723348089	1
Ftcd	0.908007390128826	-1
Mxd1	0.0262436382830951	-1
Gmcl1	0.769373969947086	-1
Snrnp27	0.00673194948626844	-1
Oas1c	0.426259308484694	-1
Oas1h	0.795463295090185	-1
Ocrl	0.328522919103664	1
Calm1	0.477568449214175	1
Agpat3	0.555651270340373	-1
Slc26a3	0.567933584193636	1
Sema6b	0.0579413376071618	-1
Uhrf1	0.485330572241458	1
Dpp9	0.23046902789492	1
Ramp2	0.567738111662644	-1
Lsr	0.385785794495939	1
Gramd1a	0.0969809135961786	-1
Hpn	0.418172780020945	-1
Gabrg1	0.339439260631916	1
Ckb	0.0350457628340463	-1
Sp1	0.293487013038759	1
Itgb7	0.548075683272414	-1
Myg1	0.841352461319436	1
Rarg	0.864363726905152	-1
Pfdn5	0.0309904893384956	-1
Efnb2	0.553010909865551	-1
Rrp15	0.821059318978475	-1
Rnd2	0.427451558486456	-1
Srr	0.166073720714756	1
Sync	0.575938720226961	1
Fndc5	0.0271352338406551	-1
Acp5	0.135174494037408	1
Cnn1	0.652496121720617	1
Fbxo9	0.848558428036943	-1
Vps50	0.466660233851737	1
Hars	0.188123137509947	-1
Zmat2	0.131449392297133	-1
Ube2c	0.53682751320117	1
Smg5	0.45868685634277	1
Cct3	0.757512730765876	1
Glmp	0.0246334098753541	-1
Mef2d	0.606535515599463	-1
Tmem79	0.568564778566857	-1
Snd1	0.223547420133308	1
Col18a1	0.335548471460004	1
Slc19a1	0.574382733924352	-1
Kpnb1	0.00553200979056343	1
Npepps	0.676659557894604	1
Tbx21	0.0540679923613821	-1
Mrpl10	0.413124214874671	-1
Cyp51	0.300944678498739	-1
Tcf25	0.284503373467823	-1
Tubb6	0.786233162735001	-1
Def8	0.0490845105899465	1
Meox1	0.208004027141385	-1
Sost	0.256193585766916	1
Nkx2-1	0.716197308315071	-1
Pax9	0.370930743584741	-1
Irx2	0.366703723367429	-1
Col1a1	0.558550319379314	1
Itga3	0.163198714855223	1
Sgca	0.766883875749759	1
Dlx3	0.047664586622568	-1
Foxm1	0.616930501623211	-1
Itfg2	0.814621163036528	-1
Nrip2	0.67086608318828	-1
Tulp3	0.811323444834222	-1
Gtf2h4	0.260334764596972	-1
Tubb5	0.975020622032318	1
Ell2	0.734311954068011	1
Jup	0.477627793308699	-1
Fkbp10	0.392437877436023	-1
Klhl10	0.246463227218921	1
Mnx1	0.265443247078131	-1
Nom1	0.902239680040037	-1
Ergic1	0.298355823162043	1
Tnk1	0.767394611806155	-1
Acap1	0.263876854937204	1
Tcea3	0.564442907677566	-1
Ifrd1	0.114481376092329	-1
Stk38l	0.622099210231994	-1
Brpf1	0.578832500930952	-1
Akr1b3	0.376613351368506	-1
Hoxc8	0.572035872588388	1
Hoxc6	0.681560394473072	1
Gstt1	0.539833269845583	-1
Gstt3	0.137315758614995	-1
Ddt	0.460727117762952	-1
Tat	0.945410915080256	1
Marveld3	0.320820486529563	-1
Ddx18	0.20546121534106	-1
Ubl3	0.272220560009603	-1
Gramd3	0.557538281611262	-1
Eef1e1	0.938472460830266	1
Akt1	0.120562186404508	-1
Cldn15	0.430392893253023	-1
Il16	0.0390893423102179	1
Tcirg1	0.959602343800314	-1
Naglu	0.953232303524148	1
Coasy	0.886552640342587	1
Smo	0.695203457284557	-1
Tspan33	0.90020812251069	-1
Crnkl1	0.822927188229076	1
Rin2	0.491613193308027	1
Folh1	0.309613596111122	1
Chordc1	0.526299503688102	1
Rtcb	0.534633392763116	-1
Pwp1	0.582142385074267	-1
Fbxo7	0.536476538302264	1
Capns1	0.882842273660491	1
Lrp3	0.20435731650323	-1
Evx2	0.245920062466611	1
Hoxd13	0.748360561017626	1
Folr1	0.913093048213186	-1
Clpb	0.0233695845988924	1
Sept7	0.861618024286836	1
Zdhhc4	0.0665070457941516	-1
Rac1	0.322780932679134	-1
Nup214	0.168072895599671	1
Aif1l	0.151390854443477	-1
Cpa3	0.00387777912348297	-1
Ltbp1	0.458872535979746	-1
Ugp2	0.485328023939045	1
Kcnh6	0.911916882451526	1
Trmt1	0.114665666513463	-1
Nacc1	0.793820809411413	-1
Nfix	0.454350019177871	1
Slc1a5	0.223995709001763	1
Uba1	0.34623183490443	1
Vwf	0.73064928018546	-1
Siae	0.0218944768602049	1
Vsig2	0.920128117422878	-1
Esam	0.106055293990083	-1
Spa17	0.266401748635607	-1
Fam50a	0.0879185921307094	-1
Emd	0.428092966126463	-1
Taco1	0.389472611069207	-1
Grik3	0.0808947880403772	1
Gria3	0.510075712143059	1
Npas1	0.194349815721623	-1
Sipa1l2	0.299668816232363	1
Ap4e1	0.739129102808521	-1
Blvra	0.157353426051144	-1
Pdzd4	0.0659317658652767	-1
Srpk3	0.455035803008238	-1
Idh3g	0.517500627015342	-1
Pnck	0.662425010787891	-1
Ssr4	0.774680326120346	-1
Bcap31	0.905652741558308	-1
Fam98a	0.382126261407752	1
Ltbp2	0.578725418613211	1
Kmt2a	0.184031041126336	1
Ift46	0.655157839469128	-1
Tmem25	0.796005642428468	1
Cd3g	0.331571139451326	1
Trappc6a	0.109903338094084	-1
Supt6	0.0176310339757948	1
Spag5	0.546379677010594	-1
Foxn1	0.0895284508518006	1
Unc119	0.26620334331734	-1
Rab34	0.0505888666317999	-1
Sdf2	0.516601143495206	-1
Ccne1	0.836610803924013	-1
Hsf2bp	0.940178691446821	1
Bbc3	0.113229336417204	-1
Mybpc3	0.657082647940544	1
Psmc3	0.415686106649965	-1
Acp2	0.122668664032447	1
Rapsn	0.48732748140301	-1
Slc39a13	0.938347178373731	1
Celf2	0.426307682611865	-1
Nr1h3	0.393920426314337	1
Ddb2	0.355711436798432	-1
Spi1	0.465634294325182	1
Sf3a1	0.859416479916451	-1
Stat6	0.42474477921138	-1
Clgn	0.78331417906338	1
Napsa	0.0187543608947541	1
Vrk3	0.98317453672473	-1
Smg9	0.680377135378394	-1
Paxip1	0.0841317037207754	1
Rmnd5a	0.841239878188521	1
Mov10	0.241764101357093	-1
Ppm1j	0.00174254221639674	-1
Rhoc	0.136451884474805	-1
Tead3	0.94199816236592	1
Ppard	0.287247187602034	-1
Def6	0.208652816578607	1
Peg3	0.159419369568182	1
Zim1	0.0877441053937623	1
Metrn	0.722668607131609	-1
Lmf1	0.342592065180169	1
Ciao3	0.720371039343583	-1
Angptl4	0.168317416184291	1
Dbf4	0.403582269677067	-1
Daxx	0.0426916348471481	-1
Cd320	0.845886441628285	-1
Ipo4	0.537944393098066	1
Tm9sf1	0.80983911113716	1
Rec8	0.892066137359062	-1
Irf9	0.675692373015199	-1
Gmpr2	0.759497181186491	-1
Mdp1	0.391479303313859	-1
Dhrs1	0.500841309409962	-1
Ncan	0.470401473553726	-1
Tmem161a	0.00238918308956272	-1
Armc6	0.766526858098655	-1
Borcs8	0.702981368122187	1
Slc25a42	0.546191049864422	-1
Snx9	0.462799893675116	1
Ranbp3	0.260907543718647	-1
Ndufa11	0.108642857923356	-1
Bmp8b	0.39963135497671	-1
Nr2f6	0.19372390432312	-1
Use1	0.0781999200217421	-1
Ocel1	0.531023442729291	1
Dyrk1b	0.0592097758622924	-1
Braf	0.260465388837122	1
Ndufb2	0.0865244454376451	1
Hltf	0.0163346644557373	1
Prpf6	0.868999799188298	-1
Rgs19	0.685614020221778	-1
Rgs20	0.53886264452771	1
Abhd3	0.252903158081933	-1
Snrpd1	0.268158805456649	-1
Tchp	0.391675415312296	1
Tiam1	0.71422685974451	-1
Tsc2	0.787904787245593	1
Rpl3l	0.582950731734268	-1
Slc9a3r2	0.230602915651026	-1
Puf60	0.269418229218423	-1
Golga2	0.634371928750005	1
Uck1	0.126965435910313	-1
Scin	0.577266805283231	-1
Ikzf4	0.243931739235277	-1
Mien1	0.777942054599281	-1
Pon1	0.209313029162395	-1
Axl	0.89708302631878	1
Tgfb1	0.379675695562274	1
Ccdc97	0.602165909666278	-1
Zfp40	0.773742100578441	-1
Akap8l	0.209903533332046	-1
Shh	0.54617841798356	-1
Pdcd2l	0.0168771129026396	-1
Gtf2f1	0.629165761969633	-1
Clpp	0.247750375686954	-1
Alkbh7	0.348200891845361	-1
Pspn	0.236700567721655	1
Dennd1c	0.122418758373912	1
Med6	0.384514117187788	-1
Prkd1	0.815784521608231	1
Lcp2	0.0781991640410456	1
Cse1l	0.454590950238891	1
Naa20	0.814449412773694	-1
Prkra	0.321190809387969	1
Fkbp7	0.909353152769146	1
Plekha3	0.1808648279515	1
Ykt6	0.601466833030344	-1
Baz1b	0.527056431012444	1
Pex6	0.482205483033043	-1
Mrpl2	0.348384922505568	-1
Mea1	0.0457539601885652	-1
Gnmt	0.835425588642426	1
Grin2d	0.912156378248531	-1
Kdelr1	0.0868722742587156	-1
Tmem143	0.360299880427916	1
Pdxk-ps	0.135346805743528	1
Ggct	0.323800720564564	-1
Jag2	0.742417616501674	-1
Btbd6	0.394859395543003	-1
Nudt14	0.345742606684036	-1
Epdr1	0.284303669499334	1
Flii	0.0611573149033132	1
Top3a	0.365543884709323	1
Atg4d	0.0407599426979136	-1
Qtrt1	0.0353575370338371	-1
Plin4	0.289298878309347	1
Hdgfl2	0.286103030322752	-1
Chaf1a	0.609642632679269	-1
Adprh	0.261695905609007	-1
Tmem39a	0.306717640901413	-1
Timmdc1	0.418320499819901	-1
Pla1a	0.827219557306751	-1
Mcm2	0.18329932063041	1
Tpra1	0.16916495721149	1
Nab1	0.429256664828573	-1
Adgre5	0.843502318519371	-1
Il17ra	0.24931867167007	1
Lamb1	0.00509827482309416	1
Kcnn1	0.502235988220522	-1
Arrdc2	0.304030305674829	-1
Ppp1r17	0.412496956576828	1
Cd36	0.339121362518159	1
Map2k7	0.522747036428875	-1
Timm44	0.171408430191407	-1
Ap2a2	0.787528846577575	1
Pnkp	0.501925022615894	-1
Med25	0.0196146625577172	-1
Bcam	0.220653412031199	-1
Clptm1	0.882263235261569	1
Relb	0.319189377068503	1
Tomm40	0.0127384360994235	-1
Apoe	0.0236603775106489	-1
Hbp1	0.446757326798942	1
Prkar2b	0.886537320745871	-1
Cdkn1b	0.645368926088562	-1
Klf4	0.074040127234458	-1
Ap1m1	0.53021749589679	-1
Rab8a	0.315649094724968	-1
Hmgn2	0.0724693749580015	-1
Fam32a	0.81339243639482	-1
Elf3	0.835265140773604	1
Stard3nl	0.658300417181725	1
Stk11	0.0288021845991658	-1
Efna2	0.018940250183203	-1
Atp5d	0.0527109993075935	-1
Ppp5c	0.159187018692814	-1
Cdk12	0.221256587967685	1
Lipe	0.109268762729456	1
Pafah1b2	0.61512396588424	1
Tbc1d8	0.982710471436033	1
Cnot11	0.564396315345631	-1
Slc2a3	0.250307173213809	1
Foxj2	0.262632516335434	-1
Sri	0.058563588227663	1
Dgcr2	0.515079585179934	1
Irf3	0.148659946627837	-1
Bcl2l12	0.513553849772889	-1
Zfp959	0.586606185374761	1
Mpnd	0.887165874118384	1
Sh3gl1	0.226598211159573	-1
Ebi3	0.185780743590393	-1
Yju2	0.299289250490033	-1
Ranbp2	0.117992089793475	1
Edar	0.479824434429947	1
Grk5	0.0120884719930032	1
Dvl3	0.461855773390552	1
Abcf3	0.68591992141108	1
Eif2b5	0.0462343572352885	-1
Cyth2	0.0472512689957754	-1
Sult2b1	0.462150352785637	-1
Car11	0.10263291305031	-1
Dlgap1	0.0542951822177045	-1
Plag1	0.94833415060983	-1
Hck	0.104984145192967	1
Mrpl4	0.155935298432691	-1
Keap1	0.700054634290212	-1
Ap1m2	0.91786479223319	1
Glg1	0.00757379441445648	1
Atp8b3	0.566280882336929	1
Btbd2	0.12618010917083	-1
Csnk1g2	0.0926107491371895	-1
Abhd17a	0.0899276301171875	-1
Mob3a	0.887367597315596	1
Cacnb3	1.87355680442662e-05	-1
Ccdc65	0.352867152420414	-1
Fkbp11	0.858949649225326	1
Ddx23	0.224633952251678	-1
Pld3	0.353375044119421	-1
Grik5	0.101094261973759	-1
Cd79a	0.186230941291902	-1
Rabac1	0.17924057291483	-1
Etv3	0.0912603164948822	1
Prkcsh	0.305063259445445	-1
Elavl3	0.0001847184168029	-1
Rab3b	0.0866031862472054	-1
St8sia6	0.0831404282560949	1
Fcgrt	0.611506803210617	-1
Nosip	0.152287255482519	-1
Pih1d1	0.783824784040913	-1
Rps11	0.127259382669892	-1
Supt5	0.261224399951847	1
Dll3	0.0320459057113109	-1
Paf1	0.0247139652295172	-1
Timm50	0.103112499491441	-1
Med29	0.00281549053939346	-1
Bicd1	0.308404678570262	1
Ncstn	0.596445445620855	1
Pex19	0.266093756541842	-1
Phyhip	0.599835247785293	-1
Crhr2	0.872551639906741	-1
Inmt	0.781846663319472	-1
Cyp4f18	0.546395319386825	-1
Impdh1	0.0860316417891536	-1
Dusp3	0.519000499657227	1
Prodh	0.799082189312629	-1
Ess2	0.434986315488237	-1
Slc25a1	0.288733967903527	-1
Dgcr6	0.219637923181603	-1
Ddr1	0.770768064194122	-1
Ier3	0.083808625221239	-1
Fosb	0.0255699245951558	-1
Klc4	0.263384498055953	-1
Ercc1	0.0275922653041008	-1
Cyp17a1	0.851919225012146	-1
As3mt	0.257944953391329	-1
Homer3	0.457431410553517	1
Crtc1	0.848706941611778	-1
Rnf215	0.73468822712153	-1
Sec14l2	0.64673400864072	-1
Aven	0.593735645207524	-1
Cp	0.907706674579821	1
Crot	0.917686867427888	1
Rps6ka1	0.457503954392542	1
Calb2	0.00408534932883016	-1
Snrnp200	0.0032920682100952	1
Ciao1	0.13629589329544	-1
Has1	0.840959639495318	-1
Taf6l	0.755445364838165	-1
Insig2	0.0999988044551174	-1
Kpna6	0.000395894998460271	1
Man1a	0.265968714917175	1
Itpkc	0.465088438586983	-1
Coq8b	0.235810370597905	-1
Brd8	0.302176291757196	-1
Kif20a	0.650726126623525	1
Farsa	0.11137436925631	-1
Gcdh	0.440965445521816	-1
Mast2	0.221437409331485	1
Dnase2a	0.93079529185534	-1
Rad23a	0.809731802440721	-1
Calr	0.88860616249973	-1
Syce2	0.774503647563499	-1
Nfat5	0.320672807740416	1
Nob1	0.0318206148683658	-1
Nqo1	0.299365047816732	1
Ppfia3	0.32765623621948	-1
Gys1	0.387302983625003	1
Ruvbl2	0.808906379970539	1
Lin7b	0.0904583099258307	-1
Bax	0.0860644492954635	-1
Il7r	0.939693514359054	1
Tfam	0.660014534058463	1
Zfp81	0.787086241793745	1
Efnb3	0.524866948061673	-1
Mmd	0.23521135525227	1
Hlf	0.500285211731905	-1
Fam162a	0.318747926151169	-1
Rpl8	0.0234261036897773	-1
Grm3	0.165302503650665	1
Ssbp2	0.164575661100446	-1
Fancl	0.698351169121312	-1
Brinp2	0.511852644348147	1
Gstm5	0.119778322253778	-1
Gstm7	0.648908168999339	-1
Gstm3	0.392533590111965	-1
Stat3	0.707616683570794	1
Stat5a	0.896510514460484	-1
Cavin1	0.723195954413693	-1
Map3k11	0.0787175154754521	-1
Akt2	0.218315485358709	-1
Dnaja3	0.472532337988399	-1
Hmox2	0.789583138161156	-1
Cdip1	0.524173873109699	-1
Map3k20	0.981399803428736	1
Cwc15	0.239834790827001	-1
Col5a3	0.409086403961274	1
Dnmt1	0.400548922943555	-1
Ppan	0.201776400244884	-1
Angptl2	0.694143810609203	1
Cacna1e	0.128662711918937	1
Cacna1b	0.0227288365773289	1
Trmt10a	0.884680306459397	-1
Etv1	0.148568537119535	1
Kifc2	0.0208607997284854	-1
Psap	0.300812875861537	-1
Ikbkg	0.0601221910680671	1
Pax2	0.412556549419504	1
Wars2	0.484081101036546	1
Atn1	0.0810798500555932	-1
Phb2	0.271535215958429	-1
Ptpn6	0.0125502690867663	1
Eno2	0.588804771037415	-1
Emg1	0.283905021967704	-1
Lpcat3	0.48740087795651	-1
Atp6v1f	0.190606231878612	-1
Il12b	0.787335946373864	-1
Clcn5	0.0963775961102862	1
Clcn3	0.745693016038406	1
Hif3a	0.27554064382548	1
Gpx6	0.357622008195642	1
Gpx5	0.953626296967991	-1
Pde1c	0.0926204281569904	1
Utp20	0.000532947828172677	1
Spic	0.0314853096482502	-1
9330159F19Rik	0.984892683064072	-1
Cul3	0.46696026069404	1
Sst	0.048965517343152	-1
Il11	0.46120090438171	-1
Large1	0.652924554014986	1
Ddx56	0.726341759489225	-1
Tmed4	0.168388928629422	-1
Col26a1	0.483104391283152	-1
Bid	0.359034275741556	-1
Ralb	0.0667097794303766	-1
Ppp1cc	3.45531499369032e-05	-1
Dnajb11	0.602465365506679	-1
Tbccd1	0.673132880568859	1
Clec11a	0.220027555445757	-1
Zfp324	0.0139068615787554	-1
Gab2	0.123915624133784	1
Coro1c	0.260373988528543	1
Tax1bp1	0.494663685017644	1
Psg17	0.369693100030698	-1
Psg19	0.828884556519952	-1
Ctse	0.00016212031332843	1
Ndrg2	0.65604818864818	-1
Mettl17	0.833772852506019	1
Arhgef40	0.845106960440161	-1
Pnpla6	0.0401959655280805	1
Mcoln1	0.694314730073574	1
Arhgef18	0.216718467716615	1
Pkn2	0.247743111063074	1
Cd33	0.542618751907453	1
Etfb	0.298802320057295	-1
Nkg7	0.217210939546123	-1
Stxbp2	0.770701142890292	1
Pcp2	0.991030848987025	1
Sgce	0.884879741233206	-1
Chn2	0.633670655031581	1
Wwox	0.599661145020783	1
Slbp	0.818539099976671	1
Tyr	0.620865371178955	-1
Ghrhr	0.0128709619071196	1
Aqp1	0.166849400097705	-1
Arid3b	0.0533075105432382	-1
Cnn2	0.143084457909303	-1
Polr2e	0.128638678687005	-1
Abca13	0.708115151673834	1
Myo9b	0.0289606067183558	1
Hdac9	0.57356272589005	-1
Ly9	0.00382738747374032	1
Cd244a	0.0153770211905897	1
Adgre1	0.973299324344805	-1
Mtfp1	0.0160866179168401	-1
Rab23	0.551967965740988	1
Rab11a	0.279327990146526	1
Eif2b2	0.322653552890696	-1
Dlst	0.679887321593244	-1
Pgf	0.435619235480754	-1
Ulk2	0.608548547270734	1
Ccl24	0.331727570564899	-1
Dgkq	0.101921188005065	1
Grap	0.432251535641544	-1
Pou1f1	0.0191189116628194	1
Chmp2b	0.453647612391127	-1
Plod3	0.972209651197855	-1
Ap1s1	0.700458572369882	-1
Mapk13	0.632684027988725	-1
Srpk1	0.535242554032332	-1
Pax3	0.236270850605128	1
Lbr	0.101587262107299	-1
Crabp2	0.768720577858391	-1
Nes	0.301863656241669	-1
Bcan	0.0170189653625321	-1
Hapln2	0.892426017550625	-1
Prcc	0.119294068272608	-1
Rrnad1	0.112499945636883	-1
Hdgf	0.0761627923520107	-1
Slc25a18	0.00833053078350654	-1
Thop1	0.765408842112779	-1
Apba3	0.0282681825588223	-1
Matk	0.130846734350745	-1
Pias4	0.0103134893503387	-1
Map2k1	0.0791869419086016	-1
Sgta	0.238882284137776	-1
Nmrk2	0.215253606943828	-1
Tmem242	0.22766179135379	-1
Dtx2	0.14043320112193	-1
Zp3	0.0404417378166441	-1
Hspb1	0.798553009668898	-1
Rasa4	0.540770538517183	-1
Syt5	0.668258507057574	-1
Hnrnpa2b1	0.244173690769098	-1
Fxyd4	0.686100573873848	-1
Ccdc130	0.0579810123815394	-1
Mri1	0.811586116195343	-1
Prkacb	0.0653117936893738	1
Sgsh	0.0682382549029626	1
Chd5	0.188832970623866	1
Cstb	0.275308010088881	-1
Sh2b2	0.80062642563713	-1
Pex5	0.137298239322117	-1
Jkamp	0.350938408827401	-1
Cd44	0.0406594693853825	1
Slc1a2	0.0296547071798871	1
Eif2ak4	0.175975254053443	1
Wdr1	0.500969491976156	-1
Slc2a9	0.464068662328658	1
Ccn4	0.0388612584794081	-1
Ndrg1	0.511403315070481	-1
4930550C14Rik	0.47125935400728	-1
Man2b1	0.0128444101084684	1
Klf5	0.283433722922777	1
Wdr83	0.910566436286472	1
Prdx2	0.238867911931046	-1
Polr2a	0.00165386969700487	1
Shbg	0.0423234265814509	-1
Senp3	0.448284633227324	-1
Corin	0.456814846518419	1
Plekha8	0.918228692158278	-1
G6pc2	0.591186823555773	-1
Spc25	0.668746832057679	1
Dnah2	0.973171932840678	-1
Ripk4	0.279763131841672	-1
Ufd1	0.96307813065869	1
Zfp287	0.257689610387935	1
Prlr	0.0594131729245543	1
Letm1	0.710172401692871	-1
Ubqln1	0.757034253582522	-1
Fgfr4	0.783008234865496	1
Cadm3	0.22059554046807	1
Fcer1a	0.898015705100164	-1
Txn2	0.00320636803302705	-1
Slc1a6	0.612454517493777	1
Slc1a3	0.718975077251972	-1
Crbn	0.0498611866869701	1
Il5ra	0.131724942734295	1
Msh6	0.908281964015486	-1
Fbxo11	0.793388628021973	1
Mlxipl	0.42053391717639	1
Tbl2	0.358228181198434	1
Bud23	0.285889131617203	-1
Nid1	0.741203481665196	1
Mcm5	0.237344260364048	1
Hmox1	0.892158860766093	-1
Mprip	0.0441091401601482	1
Cic	0.306883222829172	1
Pafah1b3	0.208047436406822	1
Il27ra	0.787549512185097	-1
Prkaca	0.722069209977737	-1
Asf1b	0.296107113339937	-1
Myl10	0.913567389453586	1
Ddx39	0.438221509757075	-1
Dnajb1	0.433739985782855	-1
Msh4	0.185472029745005	1
