Gene	p	FC
Araf	0.743380812405857	-1
Cfp	0.188844997704383	1
Timp1	0.860748985878295	1
Uxt	0.24694050103049	-1
Cnnm3	0.545151471095198	1
Lman2l	0.585660332213806	-1
Mcm3ap	0.998179825248765	1
Pcnt	0.00189283692373849	1
Ftcd	0.362613950240892	-1
Mxd1	0.771879616098047	-1
Gmcl1	0.842376250506046	1
Snrnp27	0.766152009202614	1
Oas1c	0.536096467434223	-1
Oas1h	0.787325544315933	-1
Ocrl	0.214774184533916	1
Calm1	0.00132654883110079	-1
Agpat3	0.745589996102371	-1
Slc26a3	0.278066094504719	-1
Sema6b	0.958870547347634	1
Uhrf1	0.439978923203944	1
Dpp9	0.256094100029401	-1
Ramp2	0.289230842715679	1
Lsr	0.946315409187371	-1
Gramd1a	0.93187063605208	1
Hpn	0.536820022043372	1
Gabrg1	0.0175491065642174	-1
Ckb	0.0173760009304884	1
Sp1	0.776623364346984	-1
Itgb7	0.941551060874037	-1
Myg1	0.255123166756215	-1
Rarg	0.825518340260327	-1
Pfdn5	0.0356812673846274	1
Efnb2	0.352383713797743	-1
Rrp15	0.798956265619733	1
Rnd2	0.660650906679432	-1
Srr	0.305864030221272	-1
Sync	0.233069462646733	1
Fndc5	0.0869001349679099	-1
Acp5	0.865589590752189	1
Cnn1	0.0592156512300183	1
Fbxo9	0.00905628114098882	-1
Vps50	0.00527387212187446	-1
Hars	0.967730867760557	-1
Zmat2	0.68568913685485	-1
Ube2c	0.257073992124394	1
Smg5	0.710058416557523	1
Cct3	0.0150379442760812	1
ENSMUSG00000001417	0.964287098095802	1
Glmp	0.4108357120099	1
Mef2d	0.817475353233088	1
Tmem79	0.928350392720411	1
Snd1	0.0785383053588704	1
Col18a1	0.386633525433527	-1
Slc19a1	0.121180759617782	1
Kpnb1	0.923728687034697	1
Npepps	0.114623884491851	-1
Tbx21	0.086997467324527	-1
Mrpl10	0.768266079768646	-1
Cyp51	0.803961582110156	1
Tcf25	0.341013412831673	-1
Tubb6	0.0726925008638244	-1
Def8	0.4831257590787	1
Meox1	0.119237262579381	-1
Sost	0.260420348259853	-1
Nkx2-1	0.0439494910448383	1
Pax9	0.752446349916438	1
Irx2	0.524380967953551	1
Col1a1	0.386158669394155	-1
Itga3	0.029121383125437	1
Sgca	0.257374229670089	1
Dlx3	0.373877722546436	1
Foxm1	0.725527357559689	-1
Itfg2	0.76165797192787	-1
Nrip2	0.539614178611369	1
Tulp3	0.0313600932127548	1
Gtf2h4	0.837265702628384	1
Tubb5	0.553181251715579	1
Ell2	0.0357938196740391	-1
Jup	0.795499484105569	-1
Fkbp10	0.336601502026843	1
Klhl10	0.588752589070145	-1
Nom1	0.0171644449735945	1
Ergic1	0.817913962274277	-1
Acap1	0.819557223209647	1
Tcea3	0.255576644336746	1
Csn3	0.891074524875623	-1
Ifrd1	0.761188739746587	1
Stk38l	0.995447311577401	-1
Brpf1	0.818540290941405	1
Akr1b3	0.479093930810822	1
Hoxc6	0.854553508583796	1
Gstt1	0.762127444840958	-1
Gstt3	0.406026110718379	1
Ddt	0.994512891545555	1
Tat	0.172248798744701	-1
Marveld3	0.461160163217167	1
Ddx18	0.76772923486472	1
Ubl3	0.548559171026677	-1
Gramd3	0.136470368561491	-1
Eef1e1	0.996416045994171	-1
Akt1	0.543987617028505	1
Cldn15	0.681430415334279	1
Il16	0.206578833853324	1
Tcirg1	0.00544580258050867	1
Naglu	0.152910795135884	1
Coasy	0.0733680054629122	1
Smo	0.598754500560743	1
Tspan33	0.61987887851836	-1
Crnkl1	0.284675403003807	-1
Rin2	0.44461407651896	1
Folh1	0.987275091038641	1
Chordc1	0.0203780354288881	-1
Rtcb	0.0801714472347282	1
Pwp1	0.511780581386226	1
Fbxo7	0.200233188044261	1
Capns1	0.207265107783692	1
Lrp3	0.87461381992815	-1
Evx2	0.95595101411926	1
Folr1	0.534670361444306	1
Clpb	0.41927579548264	-1
Sept7	0.023791184458278	-1
Zdhhc4	0.53729010129168	1
Rac1	0.62350089972578	-1
Nup214	0.0928459262475215	1
Aif1l	0.546053501449959	-1
Cpa3	0.965065434294533	1
Ltbp1	0.354393794319439	-1
Ugp2	0.0675708634242505	-1
Kcnh6	0.24908922956715	1
Trmt1	0.567667366475586	1
Nacc1	0.440661370331313	-1
Nfix	0.5291054674373	1
Slc1a5	0.528999063779897	1
Uba1	0.207640678544455	1
Vwf	0.763389872208525	-1
Siae	0.0432685714412685	-1
Vsig2	0.000398555114413033	1
Esam	0.969798665204427	1
Spa17	0.341872892829416	-1
Fam50a	0.578204935710084	1
Emd	0.339436696305447	1
Taco1	0.376213598658241	-1
Grik3	0.168230824775792	-1
Gria3	0.0311872677792814	-1
Npas1	0.485464949744687	-1
Sipa1l2	0.906533562313847	1
Ap4e1	0.368323030168992	1
Blvra	0.341738805911861	1
Pdzd4	0.326933013080355	1
Srpk3	0.251348554686755	1
Idh3g	0.327668794505038	1
Pnck	0.0856521514406824	-1
Ssr4	0.100713063689905	1
Bcap31	0.659315292230441	-1
Fam98a	0.695102685796802	-1
Ltbp2	0.0609138303340366	1
Kmt2a	0.526473293214009	1
Ift46	0.898908153864314	-1
Tmem25	0.676329421063592	-1
Cd3g	0.641361038926563	1
Trappc6a	0.266206688696351	1
Supt6	0.412431956803588	1
Spag5	0.667543979759767	1
Foxn1	0.69255396470012	1
Unc119	0.0965908458457653	1
Rab34	0.0115296210698685	1
Sdf2	0.370660158232242	-1
Ccne1	0.351154506435762	-1
Hsf2bp	0.514558123155352	-1
Bbc3	0.128343805535415	1
Mybpc3	0.641760651523155	-1
Psmc3	0.784793908215122	1
Acp2	0.827370919346182	-1
Rapsn	0.725295778584341	-1
Slc39a13	0.380747728347989	1
Celf2	0.36073493962538	-1
Nr1h3	0.308987117918681	-1
Ddb2	0.673375761284511	1
Spi1	0.0208705437792148	1
Sf3a1	0.548910087355772	-1
Stat6	0.367132268876445	-1
Clgn	0.0981597452661658	1
Napsa	0.553921206199182	1
Vrk3	0.382674174313439	-1
Smg9	0.187422279292925	-1
Paxip1	0.915103330853613	1
Rmnd5a	0.0230130772112484	-1
Mov10	0.064651008813005	1
Ppm1j	0.197812621307467	-1
Rhoc	0.308686317305152	1
Tead3	0.121458239272258	1
Ppard	0.6079837190578	-1
Def6	0.285945938531958	1
Peg3	0.00129474048186002	1
Zim1	0.0164069618352922	1
Metrn	0.8164500077337	1
Lmf1	0.99592332601205	-1
Ciao3	0.50526697557431	1
Angptl4	0.126557684058294	-1
Dbf4	0.371401833161171	1
Daxx	0.344002385676563	1
Cd320	0.78838979802749	-1
Ipo4	0.480309295840922	1
Tm9sf1	0.0232075994640595	1
Rec8	0.60223028225696	-1
Irf9	0.0307634875295308	1
Gmpr2	0.925826103680943	-1
Mdp1	0.895448975836688	-1
Dhrs1	0.0523806925874359	1
Ncan	0.0695726302802184	-1
Tmem161a	0.676320711146562	1
Armc6	0.877909297425529	-1
Borcs8	0.97624036344092	-1
Slc25a42	0.285612617723944	1
Snx9	0.145014117242115	-1
Ranbp3	0.0680453497670403	1
Ndufa11	0.867003190160813	1
Bmp8b	0.818022059904065	-1
Nr2f6	0.519222193567613	1
Use1	0.166491603399824	1
Ocel1	0.521665143543607	-1
Dyrk1b	0.836413477275696	-1
Braf	0.9737733833319	-1
Ndufb2	0.143725437105052	-1
Hltf	0.654134511825058	-1
Prpf6	0.338072417971634	1
Rgs19	0.488590864005308	-1
Rgs20	0.115493113146054	-1
Abhd3	0.0927159876416367	-1
Snrpd1	0.739853113739145	-1
Tchp	0.273444363255113	1
Tiam1	0.115856446886191	-1
Tsc2	0.584760728397055	-1
Rpl3l	0.0239420091998517	-1
Slc9a3r2	0.919321675352329	-1
Puf60	0.738361186390187	1
Golga2	0.804076551432769	-1
Uck1	0.57023212498732	1
Scin	0.944988316565184	1
Ikzf4	0.663216871716285	1
Mien1	0.709864550360356	-1
Pon1	0.653137372687317	1
Axl	0.265177423691362	1
Tgfb1	0.308888027256863	1
Ccdc97	0.549490055227131	-1
Zfp40	0.313822629947949	-1
Akap8l	0.676043936157442	1
Shh	0.855967286425716	-1
Pdcd2l	0.265066933872095	1
Gtf2f1	0.290633366460145	1
Clpp	0.861905227771211	1
Alkbh7	0.75929950022672	1
Pspn	0.951177076988942	-1
Dennd1c	0.231017580771215	1
Med6	0.841018230145643	1
Prkd1	0.378468861536783	1
Lcp2	0.0194142198412426	1
Cse1l	0.0382166118863614	-1
Naa20	0.138823088372974	1
Prkra	0.866951376399113	-1
Fkbp7	0.694021079279262	-1
Plekha3	0.0548045353949663	-1
Ykt6	0.957303048813049	-1
Baz1b	0.000636999792324605	-1
Pex6	0.0341476010813763	-1
Mrpl2	0.134443059882708	1
Mea1	0.203150034685405	-1
Gnmt	0.101751735578117	1
Grin2d	0.782956278598028	1
Kdelr1	0.28682837355497	1
Tmem143	0.152163529620226	-1
Pdxk-ps	0.60360883673137	1
Ggct	0.435647845092478	1
Jag2	0.158904212851586	1
Btbd6	0.623940576249105	1
Nudt14	0.119388197460933	1
Epdr1	0.0051947853041901	-1
Flii	0.448999078349309	1
Top3a	0.0475370920712472	1
Atg4d	0.668944082064642	1
Qtrt1	0.479112637880017	1
Plin4	0.172317825340829	1
Hdgfl2	0.975945542257007	1
Chaf1a	0.0224976173814115	1
Adprh	0.897806527701942	-1
Tmem39a	0.841366115059308	-1
Timmdc1	0.0540533711119206	-1
Pla1a	0.485108395037588	1
Mcm2	0.454163938536599	1
Tpra1	0.667596293724839	-1
Nab1	0.734747783392551	-1
Adgre5	0.480743396671032	1
Il17ra	0.47974469068141	-1
Lamb1	0.525094007748498	-1
Kcnn1	0.12361634287359	-1
Arrdc2	0.104754206763984	1
Ppp1r17	0.079349451488749	1
Cd36	0.198302276811931	1
Map2k7	0.0591338162091344	1
Timm44	0.0223552060807565	1
Ap2a2	0.0805690674169861	1
Pnkp	0.747328804805293	1
Med25	0.0808871725271454	1
Bcam	0.678266533168647	1
Clptm1	0.0388518633754623	1
Relb	0.306623376528563	1
Tomm40	0.524246262420319	-1
Apoe	0.017342249110784	1
Apoc2	0.845314300287937	1
Hbp1	0.630479229710163	-1
Prkar2b	0.0115532971003654	-1
Cdkn1b	0.0144354923005516	-1
Klf4	0.861441651586331	-1
Ap1m1	0.749271058713949	-1
Rab8a	0.165150588740399	1
Hmgn2	0.642943442534699	1
Fam32a	6.35178302164272e-05	-1
Elf3	0.469376250679598	-1
Stard3nl	0.284195095405013	1
Stk11	0.309981676913322	1
Efna2	0.641659926922557	-1
Atp5d	0.880569393874746	-1
Ppp5c	0.183445769791832	-1
Cdk12	0.0408978743262805	-1
Lipe	0.407428754998314	-1
Pafah1b2	0.00874205570030788	-1
Tbc1d8	0.247317760179599	1
Cnot11	0.285865996441433	1
Slc2a3	0.495356105347155	-1
Foxj2	0.109139455903552	1
Sri	0.868933019923693	1
Dgcr2	0.0406489561896714	1
ENSMUSG00000003178	0.105703373686968	-1
Irf3	0.503016081756318	-1
Bcl2l12	0.371821707808409	1
Zfp959	0.997523626532419	-1
Mpnd	0.959390610671647	-1
Sh3gl1	0.89166519355385	1
Ebi3	0.436527783465245	1
Yju2	0.633713967021435	1
Ranbp2	0.0649783476007311	-1
Edar	0.246327035767444	1
Grk5	0.650546185649867	1
Dvl3	0.507983056362976	1
Abcf3	0.892944788152212	1
Eif2b5	0.480794222376417	1
Cyth2	0.872635852420764	1
Sult2b1	0.442683367444541	-1
Car11	0.0799358927900706	-1
Dlgap1	0.0722443302340738	-1
Plag1	0.177595941519388	-1
Hck	0.0751151410333688	1
Mrpl4	0.607667997406089	1
Keap1	0.174769951347124	1
Ap1m2	0.166032256211036	-1
Glg1	0.0493275027517707	-1
Atp8b3	0.684872478064785	-1
Btbd2	0.238404344559823	1
Csnk1g2	0.684755816854113	1
Abhd17a	0.63391585517713	1
Mob3a	0.196519435128448	1
Cacnb3	0.265162655142548	-1
Ccdc65	0.713943405654339	-1
Fkbp11	0.832057892096014	-1
Ddx23	0.590800770148471	1
Pld3	0.291194523575452	-1
Grik5	0.776478505532906	-1
Cd79a	0.231224446991224	-1
Rabac1	0.00563825931307525	1
Etv3	0.752041041749052	1
Prkcsh	0.648136573870638	-1
Elavl3	0.159568433748034	-1
Rab3b	0.155668313006511	1
St8sia6	0.870753253804378	1
Fcgrt	0.389002965556144	-1
Nosip	0.881669369683405	-1
Pih1d1	0.313185575951679	1
Rps11	0.00745261118946398	1
Supt5	0.416097536937743	1
Dll3	0.0927812311704438	1
Paf1	0.00405242544460591	1
Timm50	0.137569147441091	1
Med29	0.618093992684879	-1
Bicd1	0.450732410158752	-1
Ncstn	0.245991915519855	1
Pex19	0.402439853053947	1
Phyhip	0.367659502306069	1
Crhr2	0.446199106728433	1
Inmt	0.0951527662565447	1
Cyp4f18	0.858831834413745	1
Impdh1	0.0978815584674568	-1
Dusp3	0.000517163585482239	-1
Prodh	0.106324096362918	1
Ess2	0.171840774170858	1
Slc25a1	0.214251105804008	1
Dgcr6	0.951572627607197	1
Ddr1	0.00205134019489681	1
Ier3	0.438533378084415	1
Fosb	0.497864866359598	-1
Klc4	0.0892578685356641	1
Ercc1	0.554164562540079	-1
Cyp17a1	0.948100894064863	1
As3mt	0.41667055080862	1
Homer3	0.533811048142813	1
Crtc1	0.482595022896152	1
Rnf215	0.808579026354213	1
Sec14l2	0.903352558874778	1
Aven	0.864697812536005	1
Cp	0.191194049662769	1
Crot	0.0899612168683683	-1
Rps6ka1	0.009744235056299	1
Calb2	0.025242835838539	1
Snrnp200	0.657650984693425	-1
Ciao1	0.0442439819251477	-1
Has1	0.3528294194249	-1
Taf6l	0.293978238854276	1
Insig2	0.883287284246552	-1
Kpna6	0.819422254867683	-1
Man1a	0.874547823295276	1
Itpkc	0.188344513857216	1
Coq8b	0.391300807633587	-1
Brd8	0.547144643046487	-1
Kif20a	0.493022781645658	1
Farsa	0.131254124113995	1
Gcdh	0.563165945899876	1
Mast2	0.696966815173504	-1
Dnase2a	0.0179731667874608	1
Rad23a	0.713753911347856	-1
Calr	0.132707750806881	-1
Syce2	0.517926196477247	1
Nfat5	0.18392784245444	1
Nob1	0.868417350812101	-1
Nqo1	0.11090005635975	1
Ppfia3	0.812274842340636	-1
Gys1	0.328496659183412	-1
Ruvbl2	0.832247544197051	1
Lin7b	0.299079238046763	-1
Bax	0.227894686906323	1
Il7r	0.0226089452721678	-1
Tfam	0.0774791635018127	-1
Zfp81	0.236314692706023	-1
Efnb3	0.769569924530909	1
Mmd	0.0178536506346198	-1
Hlf	0.0736844322077876	-1
Fam162a	0.224867917176747	1
Rpl8	0.0752890355801392	1
Grm3	9.93502909411006e-08	-1
Ssbp2	0.316758066128794	-1
Fancl	0.975691153625283	1
Brinp2	0.611700714765541	-1
Gstm5	0.35870538597167	-1
Gstm7	0.27445919030386	1
Gstm3	0.657612636404836	-1
Stat3	1.40981321439737e-06	1
Stat5a	0.162120305464139	1
Cavin1	0.831359775908982	-1
Map3k11	0.0996658940567964	1
Akt2	0.00565244496852066	-1
Dnaja3	0.602236849205999	-1
Hmox2	0.101854153631639	-1
Cdip1	0.334838273812091	1
Map3k20	0.628524285301854	-1
Cwc15	0.818756618265463	1
Col5a3	0.00205692238929293	1
Dnmt1	0.926355003274209	-1
Ppan	0.925870248239421	1
Angptl2	0.012479143889346	-1
Cacna1e	0.975130683797675	1
Cacna1b	0.250271530048462	1
Trmt10a	0.874735416464651	-1
Etv1	0.00501282055960488	-1
Kifc2	0.613783216811111	1
Psap	0.0375160388621535	1
Ikbkg	0.743725874172985	1
Pax2	0.794843419293809	1
Wars2	0.665445744155015	-1
Atn1	0.0347050075387293	1
Phb2	0.162270369025898	1
Ptpn6	0.143522498526275	1
Eno2	0.351695373879756	-1
Emg1	0.8870699871632	-1
Lpcat3	0.151362283536559	1
Atp6v1f	0.265587012434435	1
Clcn5	0.379307822235413	-1
Clcn3	0.00125020796937764	-1
Hif3a	0.491901630809371	1
Gpx6	0.165705001861746	-1
Pde1c	0.477162228584597	-1
Utp20	0.938958418274053	-1
Spic	0.680042713688327	1
9330159F19Rik	0.340831600424589	-1
Cul3	0.0476596188031048	-1
Sst	0.488489329823508	1
Il11	0.119564817940917	-1
Large1	0.183780121103365	-1
Ddx56	0.703909625671477	-1
Tmed4	0.0412298490357582	1
Col26a1	0.593795125654947	1
Bid	0.521015101574656	1
Ralb	0.950399382405598	1
Ppp1cc	0.5402182715974	1
Dnajb11	0.776708552160107	1
Tbccd1	0.0173847196653128	1
Clec11a	0.773535730281001	-1
Zfp324	0.875451903996525	1
Gab2	0.413701609842717	1
Coro1c	0.322921579903074	1
Tax1bp1	0.00743953953326962	-1
Psg17	0.562226282544158	-1
Psg19	0.747965884903501	1
Ctse	0.551877106615504	1
Ndrg2	0.0496024542037941	-1
Mettl17	0.772140872728224	-1
Arhgef40	0.0396649712605224	1
Pnpla6	0.269644293332341	1
Mcoln1	0.0652009565349768	1
Arhgef18	0.774133076394482	-1
Pkn2	0.722672323355464	1
Cd33	0.300392544540882	1
Etfb	0.647404527608418	-1
Nkg7	0.491447072020135	-1
Stxbp2	0.181638673281833	1
Pcp2	0.0907890025566781	-1
Sgce	0.386803079333627	1
Chn2	0.364384723482829	-1
Wwox	0.0917621918508486	1
Slbp	0.129382286563338	1
Tyr	0.423800131755067	1
Aqp1	0.600663289126947	-1
Arid3b	0.663883884296754	-1
Cnn2	0.384940962481068	1
Polr2e	0.577047031417185	1
Abca13	0.862369797149378	1
Myo9b	0.751418719081859	-1
Hdac9	5.63779948381958e-05	-1
Ly9	0.0583973642065469	1
Cd244a	0.0560713989457923	1
Adgre1	0.0549245126762121	1
Mtfp1	0.555615150741531	1
Rab23	0.978979429909134	-1
Rab11a	0.00283979191928235	-1
Eif2b2	0.179525868328667	-1
Dlst	0.146856327424567	-1
Pgf	0.0974594198284005	-1
Ulk2	0.0669870376587631	-1
Ccl24	0.402915806200754	1
Dgkq	0.511939327876022	1
Grap	0.543920316986579	-1
Pou1f1	0.286805886689711	1
Chmp2b	0.105333094857548	-1
Plod3	0.0239555623713455	1
Ap1s1	0.408729016914532	-1
Mapk13	0.776784293865371	1
Srpk1	0.223853302721082	-1
Pax3	0.224735256673219	-1
Lbr	0.0583010118635366	1
Crabp2	0.862457224924578	-1
Nes	0.182152144408132	1
Bcan	0.125047481565921	-1
Hapln2	0.0515859153160159	1
Prcc	0.910630341407942	-1
Rrnad1	0.463950276686071	1
Hdgf	0.175162989318302	-1
Slc25a18	0.000580208122762787	1
Thop1	0.943364038627624	-1
Apba3	0.777428875592796	-1
Matk	0.383204518056617	-1
Pias4	0.987197956519442	-1
Map2k1	0.091169909375485	-1
Sgta	0.829232335089907	1
Nmrk2	0.0787065888691757	1
Tmem242	0.0158490762807261	1
Dtx2	0.992228256416341	1
Zp3	0.719660219837282	1
Hspb1	0.527663340648434	1
Rasa4	0.018525631457657	1
Syt5	0.0412536600443954	1
Hnrnpa2b1	0.00674482258720871	-1
Fxyd4	0.825908056263247	-1
Ccdc130	0.0729465177566363	1
Mri1	0.712963871023198	1
Prkacb	0.140018354401139	-1
Sgsh	0.318775752215244	-1
Chd5	0.714994678388356	-1
Cstb	0.738233455214634	-1
Sh2b2	0.223146779356746	1
Pex5	0.807916101063509	-1
Jkamp	0.0498579617559144	-1
Cd44	0.0499257543674519	1
Slc1a2	0.000449046846641261	-1
Eif2ak4	0.04529473495076	1
Wdr1	0.0398859203945493	1
Slc2a9	0.438913746890375	1
Ccn4	0.929362545858318	1
Ndrg1	0.147233652023127	-1
4930550C14Rik	0.881692868415333	1
Man2b1	2.30718632414725e-11	1
Klf5	0.432090268083316	-1
Wdr83	0.346346714261953	-1
Prdx2	0.0906828867168045	-1
Polr2a	0.0152970034524169	1
Senp3	0.120800946214585	-1
Corin	0.0878270702220992	-1
Plekha8	0.612756005239105	-1
G6pc2	0.854553508583796	1
Spc25	0.129465668932065	1
Dnah2	0.0163862573499864	1
Ripk4	0.568365369910192	1
Ufd1	0.140519357836953	1
Zfp287	0.666965196503033	-1
Prlr	0.277920477602701	1
Letm1	0.980216169702511	-1
Ubqln1	0.017045196523433	-1
Fgfr4	0.34208104042149	1
Cadm3	0.507249894033829	-1
Fcer1a	0.891074524875623	-1
Txn2	0.351258206578196	1
Slc1a6	0.542122118051462	1
Slc1a3	0.0806458955593336	1
Crbn	0.953054203235687	1
Msh6	0.688358801425252	-1
Fbxo11	0.104209426489638	-1
Mlxipl	0.0101035525494181	1
Tbl2	0.971198669857961	1
Bud23	0.850204680336362	-1
Nid1	0.794376058793242	-1
Mcm5	0.631812944074676	1
Hmox1	0.0218029749179039	1
Mprip	0.348015025327826	-1
Cic	0.00632263150553711	1
Pafah1b3	0.404929761027751	-1
Il27ra	0.530183776296007	-1
Prkaca	0.482368845114867	-1
Asf1b	0.176439233875694	1
Ddx39	0.275132652543875	1
Dnajb1	0.954127116290776	1
Msh4	0.595813527321637	-1
Usp40	0.769960269934307	-1
Evx1	0.451031940681661	-1
Kbtbd4	0.516203414983965	-1
Celf1	0.259942715223112	-1
Ndufs3	0.99582040071937	-1
Por	0.0428467546277374	1
Igf1r	0.923872917377635	-1
Insr	0.60515005836684	1
Fcer2a	0.398005476079465	1
Cyp2a5	0.82052633955152	-1
Atp4a	0.930126400972371	-1
Trim28	0.503743464322757	1
Ube2m	0.423519016323988	1
Adcy9	0.627424720586925	1
Mef2c	0.342204697787607	-1
Ctr9	0.534925638285219	-1
Eif4g2	0.00224703838138271	-1
Mrvi1	0.0431795185129922	-1
Pcyt1a	0.743625924214628	1
Zfp592	0.343234916682248	1
Psmd4	0.0704923727947207	1
Tmod4	0.142250418606981	1
Insrr	0.734026505696102	1
Cabp5	0.476490580566281	-1
