Name	Genes (tot)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)
UDP-N-acetylglucosamine[g]	31	0.369527649708625	0.355867233878393	0.742278868200778	-0.994827688764456	0.840089961488262	0.966392969155418	0.780437113471154	0.217566814824796	0.841534008062522	-1.02335397664951	0.84692974427702	0.953685594395972	1.02335397664951	0.15307025572298	0.989580667327547
DNA[c]	64	0.211366344034476	0.416300708511498	0.742278868200778	-0.786657989195369	0.784258948482583	0.966392969155418	-0.45830774138512	0.676634318404862	0.905222157181537	-0.369199078399884	0.644010328620626	0.846052784658469	0.369199078399884	0.355989671379374	0.989580667327547
DNA[n]	37	0.268328010475387	0.394223423635594	0.742278868200778	-0.560291363916843	0.712359641480141	0.966392969155418	-0.128859432012013	0.551265561233233	0.856458958901486	-0.535439058246811	0.703826856134224	0.88731709507966	0.535439058246811	0.296173143865776	0.989580667327547
AMP[m]	65	1.01355069509198	0.155398597238328	0.742278868200778	-0.0402488915591567	0.516052650321193	0.966392969155418	0.391817892700156	0.347596386780793	0.841534008062522	-0.739591055734373	0.77022591475608	0.917877807927362	0.739591055734373	0.22977408524392	0.989580667327547
ATP[m]	124	1.91661577254635	0.0276433813679314	0.435789776859153	-0.753462427555205	0.77441395944896	0.966392969155418	2.54223332270732	0.00550733090992044	0.227071489824412	-3.65912887642391	0.999873462973217	0.999999961923577	3.65912887642391	0.000126537026783019	0.00946384508262518
CoA[c]	180	0.730240446117844	0.2326216118264	0.742278868200778	-0.210733615239329	0.583452428793705	0.966392969155418	-1.66681148651096	0.952224052252432	0.981523253860199	0.875286090266333	0.190709130307654	0.780976880046225	-0.875286090266333	0.809290869692346	0.990365082545884
CoA[m]	97	1.31847718175375	0.0936719793406025	0.742278868200778	-0.542674092032221	0.706322892334443	0.966392969155418	1.31034619998181	0.0950393724676618	0.841534008062522	-0.723300422578963	0.765252333376935	0.917877807927362	0.723300422578963	0.234747666623065	0.989580667327547
PPi[m]	54	1.04142177322415	0.148839920839037	0.742278868200778	-0.184481696927042	0.573182207766802	0.966392969155418	0.800645054855741	0.211668579861054	0.841534008062522	-0.824667205533603	0.795219722466578	0.927017466308621	0.824667205533603	0.204780277533422	0.989580667327547
1,2-diacylglycerol-LD-PC pool[c]	28	-1.55722901229266	0.940291938733145	0.976674669853302	-0.923235995436484	0.82205788283241	0.966392969155418	0.128630733507228	0.448824923249963	0.841534008062522	0.189239109054109	0.424952708403106	0.780976880046225	-0.189239109054109	0.575047291596894	0.989580667327547
1,2-diacylglycerol-LD-PE pool[c]	25	-1.79325354822587	0.963533804350869	0.97998884085781	-1.09711448909475	0.863704326407885	0.966392969155418	0.128630733507228	0.448824923249963	0.841534008062522	-0.191072585670053	0.575765637306089	0.807880580094408	0.191072585670053	0.424234362693911	0.989580667327547
1,2-diacylglycerol-LD-PI pool[c]	40	0.340219107450381	0.366845764940113	0.742278868200778	0.52502521982276	0.299782829538409	0.966392969155418	1.64303224498038	0.0501881309627121	0.815176915030718	0.647566184820604	0.25863278715002	0.780976880046225	-0.647566184820604	0.74136721284998	0.989580667327547
1,2-diacylglycerol-LD-PS pool[c]	25	-1.79325354822587	0.963533804350869	0.97998884085781	-1.09711448909475	0.863704326407885	0.966392969155418	0.128630733507228	0.448824923249963	0.841534008062522	-0.191072585670053	0.575765637306089	0.807880580094408	0.191072585670053	0.424234362693911	0.989580667327547
1,2-diacylglycerol-LD-SM pool[c]	24	-1.58322314316487	0.943314693338277	0.976674669853302	-0.684794813504143	0.753263295675113	0.966392969155418	0.128630733507228	0.448824923249963	0.841534008062522	-0.186478713312101	0.573965314806557	0.807880580094408	0.186478713312101	0.426034685193443	0.989580667327547
1,2-diacylglycerol-LD-TAG pool[c]	54	-0.440431794993211	0.670187799510417	0.918722916975916	-0.314923794014795	0.623590242435182	0.966392969155418	0.230708147906564	0.408770771581668	0.841534008062522	0.162959278089644	0.435275248691745	0.780976880046225	-0.162959278089644	0.564724751308255	0.989580667327547
H2O[r]	144	0.950678194947541	0.170883880246966	0.742278868200778	1.68122761217447	0.0463593560611263	0.920319068472729	-1.31422888263926	0.905615404208515	0.955315037733213	3.21164593607664	0.000659884600006595	0.0353698145603535	-3.21164593607664	0.999340115399993	1
H2O[s]	165	2.85302830970999	0.00216523817720645	0.0828976902130468	5.09072857292666	1.78345154409961e-07	1.19491253454674e-05	-0.291224384757372	0.614560142953523	0.905222157181537	4.67903506240083	1.44114077900594e-06	9.65564321933976e-05	-4.67903506240083	0.999998558859221	1
retinol[c]	39	-2.21230092169529	0.986527060265132	0.993944556958855	-0.802516399505838	0.788872847059123	0.966392969155418	0.930528017014179	0.176048882474829	0.841534008062522	-0.368218953782116	0.643645010700869	0.846052784658469	0.368218953782116	0.356354989299131	0.989580667327547
retinyl-ester[c]	24	-1.54877928939785	0.939282607094529	0.976674669853302	-1.15752214446673	0.876470451348949	0.966392969155418	0.891102927348306	0.18643697731288	0.841534008062522	-1.05269216999559	0.853758950782521	0.959360162724175	1.05269216999559	0.146241049217479	0.989580667327547
TAG-LD pool[c]	30	-1.21500921538095	0.887818711677178	0.976674669853302	-1.0426436842779	0.851443325427178	0.966392969155418	0.815714838308836	0.207331625182347	0.841534008062522	-1.5691569827653	0.94169431755436	0.999999961923577	1.5691569827653	0.0583056824456398	0.771575800098267
fatty acid pool[c]	64	0.224678125984597	0.411114841252218	0.742278868200778	0.233956617807131	0.407509329004682	0.966392969155418	0.733605337793092	0.231594653390406	0.841534008062522	-0.469552182328127	0.680662502573156	0.866591689736845	0.469552182328127	0.319337497426844	0.989580667327547
AKG[c]	41	1.18792332501514	0.117431809617432	0.742278868200778	0.754715854507927	0.225209745756778	0.966392969155418	-0.211812584714313	0.583873374951309	0.891612903059548	1.41282242890102	0.0788539708785923	0.780976880046225	-1.41282242890102	0.921146029121408	1
AKG[m]	29	0.623098142088538	0.266610015284364	0.742278868200778	0.546754523033225	0.292273695179481	0.966392969155418	1.33284089595888	0.0912920109333314	0.841534008062522	-1.25067110172296	0.894472751041072	0.988047795389292	1.25067110172296	0.105527248958928	0.989580667327547
glutamate[c]	71	1.25268654637876	0.10515990201738	0.742278868200778	0.132149546510794	0.447433003536433	0.966392969155418	0.63894654419155	0.261428853823749	0.841534008062522	-0.753037818445644	0.774286405731008	0.917877807927362	0.753037818445644	0.225713594268992	0.989580667327547
glutamate[m]	21	-0.675984552678509	0.750474773652363	0.976674669853302	-0.751617999591028	0.773859592139407	0.966392969155418	0.461984070449912	0.322046371937582	0.841534008062522	-1.16419178968224	0.877826851617807	0.982286414336418	1.16419178968224	0.122173148382193	0.989580667327547
H2O[m]	187	1.64767585762668	0.0497096023750624	0.614109615585751	0.405898394848995	0.342408628752023	0.966392969155418	2.10411750558596	0.0176840990931911	0.495860884225314	-1.6096530889892	0.946263194285637	0.999999961923577	1.6096530889892	0.0537368057143633	0.771575800098267
acetyl-CoA[c]	125	0.632859735743271	0.2634126217426	0.742278868200778	-0.13524899502137	0.553792494745465	0.966392969155418	-1.33206712818591	0.908580934527996	0.955315037733213	0.55637727955114	0.288976483800478	0.780976880046225	-0.55637727955114	0.711023516199522	0.989580667327547
alanine[c]	48	0.0846394617841667	0.466274012823584	0.742278868200778	-0.839998400348684	0.799545358286903	0.966392969155418	1.10694138204209	0.134159636363817	0.841534008062522	0.241916697506277	0.404422355810965	0.780976880046225	-0.241916697506277	0.595577644189035	0.989580667327547
10,11-epoxy-(4Z,7Z)-hexadecadienoic acid[c]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
11,12-EET[c]	48	-0.384752590790514	0.649789636433709	0.906839337676786	-0.994414853190472	0.839989530067095	0.966392969155418	0.12533685431894	0.450128438345175	0.841534008062522	0.698271364893002	0.242503751772048	0.780976880046225	-0.698271364893002	0.757496248227952	0.989580667327547
11-carboxy-alpha-chromanol[m]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
11-carboxy-alpha-tocotrienol[m]	29	0.721265700655642	0.235373027830853	0.742278868200778	-0.0733890587575185	0.529251738017852	0.966392969155418	0.368264543693262	0.35633799382775	0.841534008062522	-0.00665959490046923	0.502656774338048	0.780976880046225	0.00665959490046923	0.497343225661952	0.989580667327547
11-carboxy-gamma-chromanol[m]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
11-carboxy-gamma-tocotrienol[m]	29	0.721265700655642	0.235373027830853	0.742278868200778	-0.0733890587575185	0.529251738017852	0.966392969155418	0.368264543693262	0.35633799382775	0.841534008062522	-0.00665959490046923	0.502656774338048	0.780976880046225	0.00665959490046923	0.497343225661952	0.989580667327547
12,13-epoxy-(6Z,9Z)-octadecadienoic acid[c]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
13-carboxy-alpha-tocotrienol[m]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
14,15-EET[c]	48	-0.384752590790514	0.649789636433709	0.906839337676786	-0.994414853190472	0.839989530067095	0.966392969155418	0.12533685431894	0.450128438345175	0.841534008062522	0.698271364893002	0.242503751772048	0.780976880046225	-0.698271364893002	0.757496248227952	0.989580667327547
3-carboxy-alpha-chromanol[m]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
5,6-epoxy-(8Z)-tetradecenoic acid[c]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
5-carboxy-alpha-chromanol[m]	29	0.721265700655642	0.235373027830853	0.742278868200778	-0.0733890587575185	0.529251738017852	0.966392969155418	0.368264543693262	0.35633799382775	0.841534008062522	-0.00665959490046923	0.502656774338048	0.780976880046225	0.00665959490046923	0.497343225661952	0.989580667327547
5-carboxy-gamma-chromanol[m]	29	0.721265700655642	0.235373027830853	0.742278868200778	-0.0733890587575185	0.529251738017852	0.966392969155418	0.368264543693262	0.35633799382775	0.841534008062522	-0.00665959490046923	0.502656774338048	0.780976880046225	0.00665959490046923	0.497343225661952	0.989580667327547
7,8-epoxy-(4Z,10Z)-hexadecadienoic acid[c]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
7-carboxy-alpha-chromanol[m]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
7-carboxy-alpha-tocotrienol[m]	29	0.721265700655642	0.235373027830853	0.742278868200778	-0.0733890587575185	0.529251738017852	0.966392969155418	0.368264543693262	0.35633799382775	0.841534008062522	-0.00665959490046923	0.502656774338048	0.780976880046225	0.00665959490046923	0.497343225661952	0.989580667327547
7-carboxy-gamma-chromanol[m]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
7-carboxy-gamma-tocotrienol[m]	29	0.721265700655642	0.235373027830853	0.742278868200778	-0.0733890587575185	0.529251738017852	0.966392969155418	0.368264543693262	0.35633799382775	0.841534008062522	-0.00665959490046923	0.502656774338048	0.780976880046225	0.00665959490046923	0.497343225661952	0.989580667327547
8,9-epoxy-(5Z)-tetradecenoic acid[c]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
9,10-epoxy-(6Z,12Z)-octadecadienoic acid[c]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
9-carboxy-alpha-chromanol[m]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
9-carboxy-alpha-tocotrienol[m]	29	0.721265700655642	0.235373027830853	0.742278868200778	-0.0733890587575185	0.529251738017852	0.966392969155418	0.368264543693262	0.35633799382775	0.841534008062522	-0.00665959490046923	0.502656774338048	0.780976880046225	0.00665959490046923	0.497343225661952	0.989580667327547
9-carboxy-gamma-chromanol[m]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
9-carboxy-gamma-tocotrienol[m]	29	0.721265700655642	0.235373027830853	0.742278868200778	-0.0733890587575185	0.529251738017852	0.966392969155418	0.368264543693262	0.35633799382775	0.841534008062522	-0.00665959490046923	0.502656774338048	0.780976880046225	0.00665959490046923	0.497343225661952	0.989580667327547
acetyl-CoA[m]	55	1.00952146522802	0.156362306253615	0.742278868200778	-0.389702802670781	0.651621838089049	0.966392969155418	0.985433324308809	0.162205633738765	0.841534008062522	-0.974686977003599	0.835142222608324	0.948381846012843	0.974686977003599	0.164857777391676	0.989580667327547
gamma-carboxyethyl-hydroxychroman[m]	25	0.748012854470962	0.227226202024509	0.742278868200778	-0.115085531303379	0.545811335976555	0.966392969155418	0.599550974059756	0.274402764393333	0.841534008062522	-0.0955323005019423	0.538053982257327	0.780976880046225	0.0955323005019423	0.461946017742673	0.989580667327547
H2O2[c]	74	1.05429796140174	0.145873260898002	0.742278868200778	0.0458331694540864	0.481721610589978	0.966392969155418	0.117861224283685	0.453088808790292	0.841534008062522	0.592809353641504	0.276654373606521	0.780976880046225	-0.592809353641504	0.723345626393479	0.989580667327547
H2O2[m]	56	0.68972744998041	0.245182800086232	0.742278868200778	-0.464316934238488	0.678789653449893	0.966392969155418	0.261995027146152	0.396662638041861	0.841534008062522	0.36359787859063	0.358079155574621	0.780976880046225	-0.36359787859063	0.641920844425379	0.989580667327547
NAD+[c]	174	1.05760015305436	0.145118886361454	0.742278868200778	0.602667557320984	0.273364934048771	0.966392969155418	-1.13575293569042	0.871970010368277	0.955315037733213	1.32570880361191	0.0924680851152878	0.780976880046225	-1.32570880361191	0.907531914884712	1
NAD+[m]	155	1.94994508346619	0.0255913324315682	0.426878990519257	-0.254840761037778	0.600576954192847	0.966392969155418	2.55138877063713	0.00536472830753129	0.227071489824412	-3.00563096761459	0.998674847828744	0.999999961923577	3.00563096761459	0.00132515217125586	0.0546370433687033
NADH[c]	140	0.191391265701728	0.424109531272057	0.742278868200778	-0.292219137806426	0.614940459966846	0.966392969155418	-1.30285169292851	0.903687300637229	0.955315037733213	0.353656712667916	0.361798083445054	0.780976880046225	-0.353656712667916	0.638201916554946	0.989580667327547
NADH[m]	150	1.85290995442636	0.0319476330447031	0.466004361100177	-0.443737989357738	0.67138398694787	0.966392969155418	2.6115760936025	0.0045062964298582	0.227071489824412	-3.1099002862844	0.999064247443871	0.999999961923577	3.1099002862844	0.000935752556129246	0.0417969475071063
O2[c]	163	0.218701790341416	0.413441177128343	0.742278868200778	0.170815395603061	0.43218446152625	0.966392969155418	-0.900981743499001	0.816200986703292	0.944889263224545	1.75630694526689	0.0395180060099323	0.605190034894963	-1.75630694526689	0.960481993990068	1
O2[m]	78	0.212729266666738	0.415769068854032	0.742278868200778	-0.378018545083357	0.647291591287015	0.966392969155418	1.06939213561648	0.142446504766278	0.841534008062522	-0.479766168225196	0.684303164016725	0.867107555349799	0.479766168225196	0.315696835983275	0.989580667327547
propanoyl-CoA[m]	50	0.627723462097317	0.265092556401871	0.742278868200778	-0.683435360601812	0.752834108847487	0.966392969155418	0.568644355990323	0.284798758416244	0.841534008062522	0.0780481940132002	0.468894858302021	0.780976880046225	-0.0780481940132002	0.531105141697979	0.989580667327547
PAP[c]	33	1.64087210434078	0.0504119833689795	0.614109615585751	0.376974613435237	0.353096235528933	0.966392969155418	1.82186367958997	0.0342378362572385	0.705826162841532	-1.3750092306945	0.915435708510449	0.99730394260488	1.3750092306945	0.0845642914895506	0.989580667327547
NADP+[m]	106	-2.00853507080527	0.977706768431185	0.990644287106078	-1.02718330737326	0.84783292161803	0.966392969155418	-2.03000717379737	0.978822094955044	0.994644118444058	0.423296923560363	0.336039319294286	0.780976880046225	-0.423296923560363	0.663960680705714	0.989580667327547
NADPH[m]	104	-2.20569815720096	0.986297429480529	0.993944556958855	-1.20764960060814	0.886408964128551	0.966392969155418	-2.1781752714882	0.985303504821592	0.994644118444058	0.366003666396688	0.357181169864732	0.780976880046225	-0.366003666396688	0.642818830135268	0.989580667327547
(10Z)-heptadecenoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
(11Z,14Z)-eicosadienoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
(11Z,14Z,17Z)-eicosatrienoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
(13Z)-eicosenoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
(13Z)-octadecenoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
(13Z,16Z)-docosadienoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
(4Z,7Z,10Z,13Z,16Z)-DPA[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
(6Z,9Z)-octadecadienoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
(6Z,9Z,12Z,15Z,18Z)-TPA[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
(6Z,9Z,12Z,15Z,18Z,21Z)-THA[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
(7Z)-octadecenoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
(7Z)-tetradecenoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
(9E)-tetradecenoic acid[c]	30	-0.016182535494686	0.50645561585155	0.747972244832395	-0.170789517934826	0.567805364273857	0.966392969155418	0.642282312272892	0.260344948312259	0.841534008062522	-0.0494205478149102	0.519707923310016	0.780976880046225	0.0494205478149102	0.480292076689984	0.989580667327547
(9Z,12Z,15Z,18Z)-TTA[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
(9Z,12Z,15Z,18Z,21Z)-TPA[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
10,13,16,19-docosatetraenoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
