Name	Genes (tot)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)
10,13,16-docosatriynoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
12,15,18,21-tetracosatetraenoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
13,16,19-docosatrienoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
7-palmitoleic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
8,11-eicosadienoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
9-eicosenoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
9-heptadecylenic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
activation-ppara[c]	54	0.657494820133407	0.255431400263819	0.742278868200778	1.25881464677096	0.104048644354062	0.966392969155418	-1.59880637592581	0.945068184046261	0.977908391213892	3.01149074435627	0.00129984164018277	0.0633377381034511	-3.01149074435627	0.998700158359817	1
activation-ppara[n]	72	0.814812383239786	0.207589855781752	0.742278868200778	0.660067749606287	0.254605176760982	0.966392969155418	-0.417192286418431	0.66173111660948	0.905222157181537	1.97729558164346	0.0240041144104466	0.514648212959976	-1.97729558164346	0.975995885589553	1
adrenic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
arachidonate[c]	62	-0.322492368540472	0.626460140885239	0.88283359051022	-0.43949012445509	0.669846781913388	0.966392969155418	0.32582742078053	0.372277465545763	0.841534008062522	0.685959926593509	0.246369189447389	0.780976880046225	-0.685959926593509	0.753630810552611	0.989580667327547
asparagine[c]	32	0.916064131888171	0.179816629519058	0.742278868200778	0.812239369118715	0.208327146663876	0.966392969155418	1.22124003720663	0.110997574640105	0.841534008062522	1.36791373224026	0.085669540412878	0.780976880046225	-1.36791373224026	0.914330459587122	1
asparagine[s]	23	-0.0164337684922727	0.506555829989103	0.747972244832395	0.123585329614216	0.450821804350981	0.966392969155418	0.627062205892727	0.26530922997245	0.841534008062522	0.74743538593147	0.22740039604609	0.780976880046225	-0.74743538593147	0.77259960395391	0.989580667327547
behenic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
cerotic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
cholesterol[c]	38	2.47185297538241	0.00672073918707675	0.200128678015174	1.80720644610645	0.0353650481221417	0.824159382324693	1.47339637723439	0.070322093285236	0.841534008062522	1.33210530898269	0.0914127930202535	0.780976880046225	-1.33210530898269	0.908587206979746	1
cis-cetoleic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
cis-erucic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
cis-gondoic acid[c]	30	0.0930639683108541	0.462926371145109	0.742278868200778	-0.0815307113448447	0.532490048975479	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.180271349842554	0.428469773345436	0.780976880046225	-0.180271349842554	0.571530226654564	0.989580667327547
cis-vaccenic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
cysteine[c]	46	0.135639642236335	0.446053082535927	0.742278868200778	-0.296739789840758	0.616667411700421	0.966392969155418	0.468562893555596	0.319691052837385	0.841534008062522	0.10752754053514	0.457185238895639	0.780976880046225	-0.10752754053514	0.542814761104361	0.989580667327547
cysteine[s]	27	-0.0306781519591442	0.512236892414456	0.754282896522386	0.336103233329727	0.36839651013711	0.966392969155418	-0.0558524709123862	0.522270332798685	0.845587401220823	1.09548006272231	0.136653187694973	0.780976880046225	-1.09548006272231	0.863346812305027	0.995169658915041
DHA[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
dihomo-gamma-linolenate[c]	33	0.268249453220682	0.394253655599223	0.742278868200778	0.356484881794894	0.360738736010561	0.966392969155418	0.362861214692175	0.358354280520594	0.841534008062522	0.496060722695894	0.309925784811363	0.780976880046225	-0.496060722695894	0.690074215188637	0.989580667327547
DPA[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
eicosanoate[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
elaidate[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
EPA[c]	33	0.531819808396702	0.297425401050897	0.742278868200778	0.556491344895825	0.288937504787299	0.966392969155418	0.705442742029378	0.240267376387976	0.841534008062522	0.513672966785876	0.303740327646557	0.780976880046225	-0.513672966785876	0.696259672353443	0.989580667327547
gamma-linolenate[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
henicosanoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
isoleucine[c]	24	0.0995562901767186	0.460348298369511	0.742278868200778	-0.154495974951085	0.56139065767889	0.966392969155418	1.33637197299309	0.0907138611837761	0.841534008062522	0.52216244419022	0.300778616063672	0.780976880046225	-0.52216244419022	0.699221383936328	0.989580667327547
lauric acid[c]	47	0.223788823148245	0.411460813628925	0.742278868200778	0.1629435615387	0.435281435994452	0.966392969155418	-0.00205035007682238	0.500817970762153	0.841534008062522	0.24254382606859	0.404179401048168	0.780976880046225	-0.24254382606859	0.595820598951832	0.989580667327547
lauric acid[s]	28	0.148856839932215	0.440833299215758	0.742278868200778	1.00474654018358	0.157509455911158	0.966392969155418	-0.568061885854202	0.715003526556466	0.905222157181537	1.01693324277327	0.154592593959835	0.780976880046225	-1.01693324277327	0.845407406040165	0.995169658915041
leucine[c]	34	-0.325335886704408	0.62753656340372	0.88283359051022	0.32808223793536	0.371424741732975	0.966392969155418	0.759744561465943	0.22370364337686	0.841534008062522	0.444946820626879	0.328179092834517	0.780976880046225	-0.444946820626879	0.671820907165483	0.989580667327547
leucine[s]	26	-1.06500979387557	0.856564251117113	0.976674669853302	-0.05974876759423	0.523822134918977	0.966392969155418	0.290713628977411	0.385635173586692	0.841534008062522	0.117258071150585	0.453327775065252	0.780976880046225	-0.117258071150585	0.546672224934748	0.989580667327547
lignocerate[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
linoleate[c]	52	-0.996492279730754	0.840494491840462	0.976674669853302	-1.10369583445572	0.865137448397366	0.966392969155418	0.141304117784793	0.443814848367266	0.841534008062522	0.57941915292767	0.281153191864549	0.780976880046225	-0.57941915292767	0.718846808135451	0.989580667327547
linolenate[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
margaric acid[c]	31	0.0913620838765982	0.463602444195496	0.742278868200778	-0.0417435698032933	0.516648439733605	0.966392969155418	0.642282312272892	0.260344948312259	0.841534008062522	0.132537553051314	0.447279560983415	0.780976880046225	-0.132537553051314	0.552720439016585	0.989580667327547
mead acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
myristic acid[c]	32	0.161279084515312	0.435936797871341	0.742278868200778	-0.0417435698032933	0.516648439733605	0.966392969155418	0.767951912463236	0.221257877174775	0.841534008062522	-0.0266750264792854	0.510640533987312	0.780976880046225	0.0266750264792854	0.489359466012688	0.989580667327547
nervonic acid[c]	30	0.0930639683108541	0.462926371145109	0.742278868200778	-0.0815307113448447	0.532490048975479	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.180271349842554	0.428469773345436	0.780976880046225	-0.180271349842554	0.571530226654564	0.989580667327547
nonadecylic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
oleate[c]	30	-0.016182535494686	0.50645561585155	0.747972244832395	-0.170789517934826	0.567805364273857	0.966392969155418	0.642282312272892	0.260344948312259	0.841534008062522	-0.0494205478149102	0.519707923310016	0.780976880046225	0.0494205478149102	0.480292076689984	0.989580667327547
omega-3-arachidonic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
palmitate[c]	36	0.216497347343198	0.414300046323932	0.742278868200778	-0.113600067509631	0.545222583083233	0.966392969155418	0.821224127885997	0.205759307780148	0.841534008062522	-0.295567935626468	0.616219968129505	0.827804267963446	0.295567935626468	0.383780031870495	0.989580667327547
palmitolate[c]	30	-0.016182535494686	0.50645561585155	0.747972244832395	-0.170789517934826	0.567805364273857	0.966392969155418	0.642282312272892	0.260344948312259	0.841534008062522	-0.0494205478149102	0.519707923310016	0.780976880046225	0.0494205478149102	0.480292076689984	0.989580667327547
PC-LD pool[c]	57	1.5882706489443	0.0561125757687441	0.653833491566235	0.821578013635151	0.205658553395081	0.966392969155418	0.59918430824068	0.274524992806956	0.841534008062522	0.460954212921852	0.322415727696924	0.780976880046225	-0.460954212921852	0.677584272303076	0.989580667327547
pentadecylic acid[c]	31	0.0913620838765982	0.463602444195496	0.742278868200778	-0.0417435698032933	0.516648439733605	0.966392969155418	0.642282312272892	0.260344948312259	0.841534008062522	0.132537553051314	0.447279560983415	0.780976880046225	-0.132537553051314	0.552720439016585	0.989580667327547
phenylalanine[c]	36	-0.469806858809291	0.680753493161559	0.930826204935193	0.274589200943221	0.391815931967115	0.966392969155418	0.330571276503679	0.370484172764373	0.841534008062522	0.479929214900373	0.315638863349195	0.780976880046225	-0.479929214900373	0.684361136650805	0.989580667327547
phenylalanine[s]	22	-0.815617170410304	0.792640437065875	0.976674669853302	0.429583744976005	0.333749231754648	0.966392969155418	0.627062205892727	0.26530922997245	0.841534008062522	0.43521781784906	0.331702165285856	0.780976880046225	-0.43521781784906	0.668297834714144	0.989580667327547
physeteric acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
proline[c]	36	0.27720246977494	0.390812321654007	0.742278868200778	0.173821003681	0.431003068558374	0.966392969155418	0.565625523097872	0.285824186826629	0.841534008062522	-0.0309191078336352	0.512332974319947	0.780976880046225	0.0309191078336352	0.487667025680053	0.989580667327547
proline[s]	22	0.0758081474298893	0.469785867034322	0.742278868200778	0.22685373649148	0.410268738550787	0.966392969155418	0.797253641663973	0.21265186903043	0.841534008062522	0.419714569737253	0.337346990116905	0.780976880046225	-0.419714569737253	0.662653009883095	0.989580667327547
PS-LD pool[c]	23	2.35240324266694	0.00932627090755641	0.209469288216128	1.76196557716308	0.0390375568116429	0.871838768793357	1.87556719587722	0.0303573672141718	0.678490760871906	0.128667581650513	0.448810344114985	0.780976880046225	-0.128667581650513	0.551189655885015	0.989580667327547
stearate[c]	30	-0.016182535494686	0.50645561585155	0.747972244832395	-0.170789517934826	0.567805364273857	0.966392969155418	0.642282312272892	0.260344948312259	0.841534008062522	-0.0494205478149102	0.519707923310016	0.780976880046225	0.0494205478149102	0.480292076689984	0.989580667327547
stearidonic acid[c]	30	0.0930639683108541	0.462926371145109	0.742278868200778	-0.0815307113448447	0.532490048975479	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.180271349842554	0.428469773345436	0.780976880046225	-0.180271349842554	0.571530226654564	0.989580667327547
threonine[c]	31	1.28302692546847	0.0997413215134624	0.742278868200778	2.0133498304102	0.0220389197788464	0.664469161532129	0.448117481487053	0.327034206123376	0.841534008062522	1.613356289708	0.0533335618581463	0.699187896820531	-1.613356289708	0.946666438141854	1
threonine[s]	24	0.991981234354181	0.160603339812707	0.742278868200778	1.96219844495281	0.0248696924604779	0.666507757940808	0.171937412618457	0.431743366764709	0.841534008062522	1.84434919963648	0.0325661328232168	0.528952945249825	-1.84434919963648	0.967433867176783	1
tricosanoic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
tridecylic acid[c]	31	0.0913620838765982	0.463602444195496	0.742278868200778	-0.0417435698032933	0.516648439733605	0.966392969155418	0.642282312272892	0.260344948312259	0.841534008062522	0.132537553051314	0.447279560983415	0.780976880046225	-0.132537553051314	0.552720439016585	0.989580667327547
tryptophan[c]	27	0.447705447642791	0.327182894786902	0.742278868200778	0.460093846627284	0.322724430333996	0.966392969155418	1.04171718565996	0.148771409419205	0.841534008062522	-0.0165248887182081	0.506592176764166	0.780976880046225	0.0165248887182081	0.493407823235834	0.989580667327547
tyrosine[c]	34	1.68257904013594	0.046228306016756	0.589961238690029	2.7640346233009	0.00285457405144445	0.127504307631185	0.675450580994768	0.249694769444982	0.841534008062522	1.10964117084783	0.13357684130948	0.780976880046225	-1.10964117084783	0.86642315869052	0.996572560210556
valine[c]	23	0.252033917112334	0.400507423872652	0.742278868200778	0.125020022625355	0.450253849470099	0.966392969155418	1.33637197299309	0.0907138611837761	0.841534008062522	0.454478728650546	0.324742149307476	0.780976880046225	-0.454478728650546	0.675257850692524	0.989580667327547
ximenic acid[c]	29	0.0105886688876043	0.495775811223654	0.742278868200778	-0.170789517934826	0.567805364273857	0.966392969155418	0.7591339442231	0.223886217782108	0.841534008062522	0.0232225958586779	0.490736357288819	0.780976880046225	-0.0232225958586779	0.509263642711181	0.989580667327547
2-hydroxyestradiol-17beta[c]	29	-1.23577281849018	0.891728489336929	0.976674669853302	-1.15704565028626	0.876373145026074	0.966392969155418	-0.948236931187737	0.828495574998353	0.955315037733213	0.951238210952892	0.170741732629398	0.780976880046225	-0.951238210952892	0.829258267370602	0.99436785528108
4-androstene-3,17-dione[c]	33	-2.58646934192665	0.995151760198401	0.995151760198401	-1.81573461078369	0.965294453940064	0.975063555275784	-1.69468260959117	0.954932176802656	0.98242542565494	0.792110778629707	0.214148042888525	0.780976880046225	-0.792110778629707	0.785851957111475	0.989580667327547
SM pool[c]	22	0.745007320185272	0.228133647311935	0.742278868200778	-0.423378685934886	0.663990503445624	0.966392969155418	1.0995579253813	0.1357623912813	0.841534008062522	-0.832030733623519	0.797304201433348	0.927017466308621	0.832030733623519	0.202695798566652	0.989580667327547
PE-LD pool[c]	45	1.22764329794096	0.109790450277304	0.742278868200778	0.347089186268074	0.364262158610635	0.966392969155418	0.706449622264112	0.239954285541591	0.841534008062522	-0.330747384598316	0.62958234650361	0.84125432320226	0.330747384598316	0.37041765349639	0.989580667327547
ADP[r]	25	1.30378879215328	0.0961528025258691	0.742278868200778	-0.546344547677031	0.707585440055664	0.966392969155418	2.40528612339038	0.00807990398186949	0.28872190228547	-1.86902604271719	0.969190404381606	0.999999961923577	1.86902604271719	0.0308095956183938	0.532707846821261
ATP[r]	37	1.09554644678694	0.136638654376224	0.742278868200778	-0.833212200863732	0.797637468631156	0.966392969155418	2.08571393285073	0.018502271799452	0.495860884225314	-1.76382134361395	0.961118968567468	0.999999961923577	1.76382134361395	0.0388810314325318	0.612948024936384
Pi[r]	27	0.786173657713621	0.215882878246005	0.742278868200778	0.537303296800862	0.295529064272631	0.966392969155418	-0.319177849895328	0.625204173776342	0.905222157181537	0.383298481597795	0.350749232480177	0.780976880046225	-0.383298481597795	0.649250767519823	0.989580667327547
cAMP[c]	43	0.171824642286675	0.431787695947363	0.742278868200778	-0.252053097080932	0.599499988606371	0.966392969155418	-1.03019502309628	0.84854076721919	0.955315037733213	0.427851131390804	0.334379753935244	0.780976880046225	-0.427851131390804	0.665620246064756	0.989580667327547
cGMP[c]	43	0.171824642286675	0.431787695947363	0.742278868200778	-0.252053097080932	0.599499988606371	0.966392969155418	-1.03019502309628	0.84854076721919	0.955315037733213	0.427851131390804	0.334379753935244	0.780976880046225	-0.427851131390804	0.665620246064756	0.989580667327547
GSH[c]	69	0.339835863878019	0.366990069037759	0.742278868200778	0.382199689382771	0.3511566261077	0.966392969155418	0.648702921467216	0.258265207848534	0.841534008062522	-0.362419936194455	0.641480878119466	0.846052784658469	0.362419936194455	0.358519121880534	0.989580667327547
GSH[s]	21	-0.345958037190355	0.635312874443651	0.891433771470672	0.152561427307252	0.439372072689886	0.966392969155418	0.0183546409464894	0.492677968810485	0.841534008062522	-0.00439396820565698	0.501752934055337	0.780976880046225	0.00439396820565698	0.498247065944663	0.989580667327547
K+[c]	34	1.2224991856844	0.110759455821754	0.742278868200778	-0.25160451751022	0.599326616763992	0.966392969155418	1.69187778473848	0.0453346392662977	0.809978888224519	-0.795526649819036	0.78684639243062	0.924692137375664	0.795526649819036	0.21315360756938	0.989580667327547
K+[s]	32	1.2552854317042	0.104687580890105	0.742278868200778	-0.178755525737895	0.57093516598233	0.966392969155418	1.69187778473848	0.0453346392662977	0.809978888224519	-0.973087343379731	0.834745053062204	0.948381846012843	0.973087343379731	0.165254946937795	0.989580667327547
(13Z)-eicosenoyl-CoA[c]	35	0.372062958805621	0.354922987149536	0.742278868200778	-1.0625021165233	0.855996101166626	0.966392969155418	0.748942040490287	0.226946069957142	0.841534008062522	-1.56447246811441	0.941146673139639	0.999999961923577	1.56447246811441	0.0588533268603612	0.771575800098267
(15Z)-tetracosenoyl-CoA[c]	33	0.328160958148126	0.371394982794774	0.742278868200778	-0.616219915413785	0.731125306989685	0.966392969155418	0.120258315015427	0.452139262100264	0.841534008062522	0.0334028253005037	0.486676678328716	0.780976880046225	-0.0334028253005037	0.513323321671284	0.989580667327547
(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c]	24	0.384525999084974	0.350294314920566	0.742278868200778	-0.653489046404213	0.743279475629281	0.966392969155418	0.564028605658611	0.28636733221678	0.841534008062522	-0.280543269006529	0.610469633105064	0.827804267963446	0.280543269006529	0.389530366894936	0.989580667327547
(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c]	33	0.406190185296061	0.342301432490016	0.742278868200778	-0.561307349455879	0.712705983877294	0.966392969155418	0.211890539840947	0.416096215572219	0.841534008062522	0.223105571207717	0.411726671218612	0.780976880046225	-0.223105571207717	0.588273328781388	0.989580667327547
(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c]	23	0.199437542061784	0.420960247988156	0.742278868200778	-0.936509426828871	0.825494519366733	0.966392969155418	0.564028605658611	0.28636733221678	0.841534008062522	-0.578278588899034	0.718461976239874	0.88731709507966	0.578278588899034	0.281538023760126	0.989580667327547
(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c]	26	0.387376196821471	0.349238861531979	0.742278868200778	-0.583987368924827	0.720385594923054	0.966392969155418	0.406153402735162	0.342314944751724	0.841534008062522	-0.201981258120264	0.580034311966203	0.811086425550379	0.201981258120264	0.419965688033797	0.989580667327547
(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c]	25	0.119523701596106	0.452430231736367	0.742278868200778	-0.936509426828871	0.825494519366733	0.966392969155418	0.2989920047728	0.382473072976101	0.841534008062522	-0.706144677172673	0.759950914841773	0.917877807927362	0.706144677172673	0.240049085158227	0.989580667327547
(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c]	28	0.306346740687283	0.379670327419535	0.742278868200778	-0.583987368924827	0.720385594923054	0.966392969155418	0.165522127656071	0.434266517346399	0.841534008062522	-0.335653784096635	0.631434019649407	0.84125432320226	0.335653784096635	0.368565980350593	0.989580667327547
12,15,18,21-tetracosatetraenoyl-CoA[c]	25	0.119523701596106	0.452430231736367	0.742278868200778	-0.936509426828871	0.825494519366733	0.966392969155418	0.2989920047728	0.382473072976101	0.841534008062522	-0.706144677172673	0.759950914841773	0.917877807927362	0.706144677172673	0.240049085158227	0.989580667327547
arachidonyl-CoA[c]	45	0.6332422660122	0.263287724359759	0.742278868200778	-0.697018600299757	0.757104423257904	0.966392969155418	0.71259608055239	0.238047868902783	0.841534008062522	-0.873602225988432	0.808832543224244	0.936359056518779	0.873602225988432	0.191167456775756	0.989580667327547
arachidonyl-CoA[p]	28	0.910868582248536	0.181182310659866	0.742278868200778	-0.434468629376958	0.668025914765431	0.966392969155418	1.31765388255741	0.0938097696169054	0.841534008062522	-1.251829845524	0.89468406381816	0.988047795389292	1.251829845524	0.10531593618184	0.989580667327547
docosanoyl-CoA[c]	33	0.328160958148126	0.371394982794774	0.742278868200778	-0.616219915413785	0.731125306989685	0.966392969155418	0.120258315015427	0.452139262100264	0.841534008062522	0.0334028253005037	0.486676678328716	0.780976880046225	-0.0334028253005037	0.513323321671284	0.989580667327547
hexacosanoyl-CoA[c]	25	0.119523701596106	0.452430231736367	0.742278868200778	-0.936509426828871	0.825494519366733	0.966392969155418	0.2989920047728	0.382473072976101	0.841534008062522	-0.706144677172673	0.759950914841773	0.917877807927362	0.706144677172673	0.240049085158227	0.989580667327547
hexacosenoyl-CoA[c]	25	0.119523701596106	0.452430231736367	0.742278868200778	-0.936509426828871	0.825494519366733	0.966392969155418	0.2989920047728	0.382473072976101	0.841534008062522	-0.706144677172673	0.759950914841773	0.917877807927362	0.706144677172673	0.240049085158227	0.989580667327547
linoleoyl-CoA[c]	44	0.672115031922034	0.250755233800934	0.742278868200778	-0.697018600299757	0.757104423257904	0.966392969155418	0.819842523476472	0.206152943018682	0.841534008062522	-0.829733484359332	0.79665525733803	0.927017466308621	0.829733484359332	0.20334474266197	0.989580667327547
linoleoyl-CoA[p]	21	0.728017236021653	0.233301517692651	0.742278868200778	-0.299594328884553	0.617756694757604	0.966392969155418	0.922144441371339	0.178226619242721	0.841534008062522	-0.935436029729059	0.825218181922026	0.941525658600435	0.935436029729059	0.174781818077974	0.989580667327547
palmitoyl-CoA[c]	52	0.0432478290952232	0.482751989313063	0.742278868200778	-1.26901149929164	0.897781518626689	0.966392969155418	0.0110965930786427	0.495573190701441	0.841534008062522	-1.1845558672614	0.881903452479414	0.982744803594524	1.1845558672614	0.118096547520586	0.989580667327547
palmitoyl-CoA[p]	32	0.736247643050237	0.230790001396344	0.742278868200778	-0.65660371930971	0.744282121618388	0.966392969155418	1.15306484205843	0.124441885466348	0.841534008062522	-1.022221795789	0.846662031425664	0.953685594395972	1.022221795789	0.153337968574336	0.989580667327547
propanoyl-CoA[c]	27	0.255429260619123	0.399195786717272	0.742278868200778	-0.969178166771032	0.83377184873101	0.966392969155418	0.582382671178192	0.280154475589675	0.841534008062522	-1.09232214410415	0.862654234794125	0.967327761191739	1.09232214410415	0.137345765205875	0.989580667327547
propanoyl-CoA[p]	28	0.881908764434703	0.188913073549999	0.742278868200778	-0.263655632412183	0.603977356863424	0.966392969155418	1.04575336091006	0.147837459637961	0.841534008062522	-1.2790819660158	0.899565903264877	0.988047795389292	1.2790819660158	0.100434096735123	0.989580667327547
stearoyl-CoA[c]	35	0.0466460499500107	0.481397664699927	0.742278868200778	-0.992984089182301	0.839641145830704	0.966392969155418	-0.0319258189679588	0.512734395713747	0.845587401220823	-0.0981846757029541	0.539107174658775	0.780976880046225	0.0981846757029541	0.460892825341225	0.989580667327547
tetracosanoyl-CoA[c]	34	0.287018664910414	0.387049014353931	0.742278868200778	-0.616219915413785	0.731125306989685	0.966392969155418	0.00539587494587131	0.497847367790153	0.841534008062522	-0.028619902790964	0.511416130773119	0.780976880046225	0.028619902790964	0.488583869226881	0.989580667327547
