Gene	p	FC
Aire	0.537524441784558	-1
Icosl	0.921627404417702	-1
Spg7	0.534409843941804	-1
Sult5a1	0.611305737721558	-1
Rpl13	0.99883475469046	1
Chmp1a	0.399520563888271	-1
Rpa1	0.70005461224047	1
Serpinf1	0.699455795524541	1
Tubgcp3	0.968681528352377	-1
Oprm1	0.964589648760976	-1
Polr3d	0.962486896356868	1
Tcf7	0.44827349391323	-1
Ddx3x	0.807318174608735	1
Il12rb1	0.913649036130393	-1
Slc5a5	0.702398349211396	-1
Kcnn3	0.914284682897834	1
Usp32	0.721714912031676	-1
Car4	0.859221223699807	-1
Txnrd3	0.0607424144418689	1
Fasl	0.738768155465573	-1
Zfp512b	0.377333267301591	1
Dnajc5	0.581587298678326	-1
Tpd52l2	0.717125723232446	-1
Fmr1	0.437817975823733	1
Bcl11a	0.0569705378763914	1
Il4	0.122484616703191	1
Pxmp4	0.544582707382156	1
Dlg3	0.984228280660306	-1
Gnb1l	0.295681201676914	1
Dbh	0.611639078509782	-1
Mmp11	0.566628866369765	-1
Smarcb1	0.732441195209951	-1
Vpreb3	0.793012143551363	-1
Hip1r	0.443717579230732	-1
Nsun5	0.697419886910229	1
Top1mt	0.912062996096785	-1
Gm38393	0.823001882756392	-1
Mmp14	0.0407341297361683	-1
Slc7a7	0.661797452613333	1
Oxa1l	0.572823533993903	-1
Heatr6	0.765318709409574	1
Ccl3	0.147410937935368	1
Wfdc18	0.0902177427086032	1
Ilf2	0.671459952212811	1
Chtop	0.126368901035552	1
Snapin	0.492651949782078	1
S100a4	0.829496144060059	1
S100a3	0.936577058904932	-1
S100a5	0.893627343257577	-1
S100a6	0.485003697779416	-1
Scn4a	0.923437024516265	1
Icam2	0.776815375466048	1
Mapk7	0.572818004176725	-1
Epn2	0.37510505627129	-1
B9d1	0.960768652513715	-1
Sec24b	0.0780461187101949	1
N4bp3	0.806739614502992	1
Rmnd5b	0.851739805815175	1
Nhp2	0.544427818504654	1
Vps9d1	0.350435692956403	-1
Zfp276	0.711280832350859	-1
C1ql4	0.641018551334313	-1
Mfsd10	0.683362492970377	-1
Luzp1	0.280653736667706	-1
Kctd10	0.73187373354008	-1
Poldip2	0.81917193391213	-1
Sebox	0.394235586680928	1
Ift20	0.934468105330928	-1
Col6a1	0.917078536907888	-1
Pcbp3	0.504641704724773	1
Lgals9	0.71574696389913	1
Araf	0.619107710669816	1
Cfp	0.478470233788477	-1
Timp1	0.0835319657834727	-1
Uxt	0.425758132591142	-1
Cnnm3	0.98014714830103	1
Lman2l	0.323407281666724	-1
Mcm3ap	0.245509097005584	-1
Pcnt	0.526789459277178	-1
Ftcd	0.76047293469908	1
Mxd1	0.978694883308465	-1
Gmcl1	0.794746532703593	-1
Snrnp27	0.8633014111884	1
Oas1c	0.797076937318778	-1
Oas1h	0.695093551016991	1
Ocrl	0.378420103278052	1
Calm1	0.402473329450318	1
Agpat3	0.0838037454889243	-1
Slc26a3	0.979190871765662	-1
Sema6b	0.540636451072445	1
Uhrf1	0.416374599366611	1
Dpp9	0.735716744247387	-1
Ramp2	0.326189326535918	-1
Lsr	0.465684727031685	1
Gramd1a	0.304153882542345	-1
Hpn	0.406551240903305	1
Gabrg1	0.444148055227248	-1
Ckb	0.427040713716683	-1
Sp1	0.759583424292704	1
Itgb7	0.863668942601888	1
Myg1	0.558393516547714	1
Rarg	0.327947666663977	-1
Pfdn5	0.635238634181382	1
Efnb2	0.623333147634582	-1
Rrp15	0.115319027139084	1
Rnd2	0.622486929914222	-1
Srr	0.522609203749584	-1
Sync	0.947503755707292	1
Fndc5	0.843442679011313	-1
Acp5	0.52222926570533	-1
Cnn1	0.290101410936755	-1
Fbxo9	0.276226001124581	1
Vps50	0.885359324954908	-1
Hars	0.604655202106329	1
Zmat2	0.392396188349854	1
Ube2c	0.722762843733228	-1
Smg5	0.326563644283587	-1
Cct3	0.520880667690895	1
ENSMUSG00000001417	0.834028191587661	-1
Glmp	0.457155150006256	-1
Mef2d	0.837507143847233	-1
Tmem79	0.65751687950701	1
Snd1	0.389723019199173	-1
Col18a1	0.661870063067596	-1
Slc19a1	0.512747193529924	-1
Kpnb1	0.839479312702401	1
Npepps	0.933000570344238	-1
Tbx21	0.873540234983036	1
Mrpl10	0.741226614322628	-1
Cyp51	0.315456312081614	-1
Tcf25	0.658131477277723	-1
Tubb6	0.42011490547675	1
Def8	0.430037484768923	1
Meox1	0.913903502653459	1
Sost	0.7029275454775	-1
Nkx2-1	0.976289436726885	-1
Pax9	0.7320978392831	1
Irx2	0.274882185981247	1
Col1a1	0.380821125311164	1
Itga3	0.81141896164516	-1
Sgca	0.830163954760436	-1
Dlx3	0.823772150473225	-1
Foxm1	0.0605259320589668	1
Itfg2	0.389923155966843	-1
Nrip2	0.125715869055537	-1
Tulp3	0.525585208477949	1
Gtf2h4	0.469350884941852	1
Tubb5	0.122033356995369	1
Ell2	0.814246017371795	-1
Jup	0.871757665563204	-1
Fkbp10	0.60105563839874	-1
Klhl10	0.932480152607682	-1
Nom1	0.816977610589164	1
Ergic1	0.700996618185074	-1
Tnk1	0.278612507891365	-1
Acap1	0.89908918010875	1
Tcea3	0.975631108701022	-1
Ifrd1	0.792350998587559	-1
Stk38l	0.858158498535043	-1
Brpf1	0.786273449915988	1
Akr1b3	0.768114768107764	-1
Gstt1	0.781917308208227	1
Gstt3	0.207863541534125	-1
Ddt	0.571161702623507	1
Tat	0.435958449289713	1
Marveld3	0.625349353226258	-1
Ddx18	0.796890956387877	1
Ubl3	0.660197611693124	1
Gramd3	0.827565888250207	1
Eef1e1	0.225966434875898	1
Akt1	0.0450343618573237	-1
Cldn15	0.822833364426628	-1
Il16	0.597152838813594	-1
Tcirg1	0.889824163738853	-1
Naglu	0.817438414569671	-1
Coasy	0.800368377286973	1
Smo	0.820746320546044	-1
Tspan33	0.917884706995659	1
Crnkl1	0.511746747109457	1
Rin2	0.939843278426635	1
Folh1	0.912461758076714	-1
Chordc1	0.762315148719506	1
Rtcb	0.872439687284898	-1
Pwp1	0.257373839302578	-1
Fbxo7	0.879920764108072	1
Capns1	0.615779383883895	-1
Lrp3	0.877183330457898	1
Evx2	0.249550829876483	1
Folr1	0.367821212693189	-1
Clpb	0.741872586087802	-1
Sept7	0.476549372277661	-1
Zdhhc4	0.543121064823292	-1
Rac1	0.773294791662896	1
Nup214	0.851844161508527	1
Aif1l	0.737044754583771	-1
Cpa3	0.56100773286926	1
Ltbp1	0.50164122571576	-1
Ugp2	0.956438991237497	1
Kcnh6	0.971156341759776	1
Trmt1	0.290932247083851	1
Nacc1	0.107716217488713	-1
Nfix	0.879141822232294	-1
Slc1a5	0.911474999270217	1
Uba1	0.656105366040772	1
Vwf	0.678784534516919	-1
Siae	0.986295170785773	-1
Vsig2	0.914456577649607	1
Esam	0.845190627829666	1
Spa17	0.195954828194833	1
Fam50a	0.261555383022281	1
Emd	0.3316237218164	-1
Taco1	0.272937284280133	1
Grik3	0.203502414081675	-1
Gria3	0.550039748356932	1
Npas1	0.103254176290542	1
Sipa1l2	0.0574898187277492	-1
Ap4e1	0.835677013455475	-1
Blvra	0.819841444048254	-1
Pdzd4	0.724946223247789	1
Srpk3	0.752520149202235	-1
Idh3g	0.979513080553803	-1
Pnck	0.862987592578878	1
Ssr4	0.502300449277458	-1
Bcap31	0.998123420667925	-1
Fam98a	0.699983025571889	1
Ltbp2	0.183997096642726	1
Kmt2a	0.460853755177583	-1
Ift46	0.90403432325511	1
Tmem25	0.693685881864548	1
Cd3g	0.411721880333565	1
Trappc6a	0.277098230860564	1
Supt6	0.786326104297898	-1
Spag5	0.057772298916548	1
Foxn1	0.667822409654677	1
Unc119	0.766926816323784	-1
Rab34	0.852366552995995	1
Sdf2	0.335787163727979	-1
Ccne1	0.618128387122326	1
Hsf2bp	0.968115821321098	1
Bbc3	0.303784225459802	-1
Mybpc3	0.273787217608741	-1
Psmc3	0.496637996030816	1
Acp2	0.962936381856616	-1
Rapsn	0.228431890388492	1
Slc39a13	0.234704703701047	-1
Celf2	0.234923453026656	1
Nr1h3	0.871518873508331	1
Ddb2	0.924222431725335	1
Spi1	0.464938188438329	1
Sf3a1	0.928044138862718	-1
Stat6	0.746680976372678	1
Clgn	0.13893870469062	1
Napsa	0.880125237547909	-1
Vrk3	0.37908746806148	-1
Smg9	0.551972294851157	-1
Paxip1	0.0501411496571403	1
Rmnd5a	0.975392458079665	-1
Mov10	0.444689181043121	1
Ppm1j	0.64623935644404	1
Rhoc	0.967968200080124	-1
Tead3	0.415111363750204	1
Ppard	0.79457073985027	-1
Def6	0.70651963434162	1
Peg3	0.347082731856816	-1
Zim1	0.885057357159222	-1
Metrn	0.856408331721279	-1
Lmf1	0.203687493641947	1
Ciao3	0.367898245098867	-1
Angptl4	0.18048546830499	1
Dbf4	0.51209269020471	1
Daxx	0.393500430332323	1
Cd320	0.959164512307695	1
Ipo4	0.061720597346605	-1
Tm9sf1	0.90707308147368	1
Rec8	0.0867346427339197	-1
Irf9	0.382130066896797	-1
Gmpr2	0.318845391808652	-1
Mdp1	0.303018369081057	1
Dhrs1	0.295269522897784	-1
Ncan	0.0872437965297232	-1
Tmem161a	0.578511568913885	1
Armc6	0.268487539892099	1
Borcs8	0.18470585676732	-1
Slc25a42	0.547132078044215	1
Snx9	0.839325707834794	-1
Ranbp3	0.251222556198686	-1
Ndufa11	0.12642084970069	-1
Bmp8b	0.0940234035985495	-1
Nr2f6	0.830655404406291	-1
Use1	0.489125528232653	-1
Ocel1	0.32857332240942	-1
Dyrk1b	0.508899667963573	1
Braf	0.40275006921852	1
Ndufb2	0.887870335668031	-1
Hltf	0.449022029732891	1
Prpf6	0.658470335496436	1
Rgs19	0.862733636622344	-1
Rgs20	0.588563886639255	1
Abhd3	0.0975293373522881	-1
Snrpd1	0.690015891999231	1
Tchp	0.768147731346476	-1
Tiam1	0.545405319522623	-1
Tsc2	0.525440953681084	1
Rpl3l	0.531484336466512	1
Slc9a3r2	0.977708682613734	-1
Puf60	0.61813315944615	-1
Golga2	0.129582562621419	-1
Uck1	0.306425679694424	-1
Scin	0.965257348498276	1
Ikzf4	0.375663146862109	-1
Mien1	0.710751025995761	1
Pon1	0.782215142910148	-1
Axl	0.257397262222872	-1
Tgfb1	0.868449642734777	-1
Ccdc97	0.960546294165631	-1
Zfp40	0.894132850191996	-1
Akap8l	0.303407833611335	1
Shh	0.357757750937619	1
Pdcd2l	0.293574983865523	1
Gtf2f1	0.719047254933618	-1
Clpp	0.674907371417569	1
Alkbh7	0.976387351167379	-1
Pspn	0.623207825554217	1
Dennd1c	0.320714953801273	1
Med6	0.512584326121229	-1
Prkd1	0.918230804733682	1
Lcp2	0.881580037091641	-1
Cse1l	0.593482046150428	1
Naa20	0.397461959296812	1
Prkra	0.581659327003596	1
Fkbp7	0.666190821287887	1
Plekha3	0.0949664005320123	-1
Ykt6	0.660181714697205	-1
Baz1b	0.592066856764876	1
Pex6	0.854290615617516	-1
Mrpl2	0.408175295902103	-1
Mea1	0.593173938486215	-1
Gnmt	0.833869870355168	1
Grin2d	0.143447708087986	1
Kdelr1	0.914568918956247	-1
Tmem143	0.909165377060145	1
Pdxk-ps	0.592631539826136	1
Ggct	0.762822953942863	1
Jag2	0.847474667253955	1
Btbd6	0.729401084505789	-1
Nudt14	0.979465476348195	1
Epdr1	0.915689873732232	-1
Flii	0.177549034183427	-1
Top3a	0.288764526333285	-1
Atg4d	0.414086953258841	-1
Qtrt1	0.418373639358823	1
Plin4	0.82140139066772	-1
Hdgfl2	0.61414841205881	1
Chaf1a	0.963663628960971	-1
Adprh	0.030025488021092	-1
Tmem39a	0.639433601365215	1
Timmdc1	0.941771050819275	1
Pla1a	0.355613210254424	-1
Mcm2	0.785710091846811	-1
Tpra1	0.656333100446962	1
Nab1	0.447273493883014	-1
Adgre5	0.0326754412299829	-1
Il17ra	0.255836859653648	-1
Lamb1	0.101339428879016	-1
Kcnn1	0.911193436837476	-1
Arrdc2	0.512048423911148	-1
Ppp1r17	0.619402319823048	1
Cd36	0.117616720595311	1
Map2k7	0.937691869449036	-1
Timm44	0.267274111323053	1
Ap2a2	0.520831074914927	-1
Pnkp	0.245983595776736	1
Med25	0.201884540429072	-1
Bcam	0.0916025127898221	-1
Clptm1	0.784394158986971	-1
Relb	0.737779564052387	-1
Tomm40	0.869046570274929	-1
Apoe	0.137685772033757	-1
Apoc2	0.897278808572015	-1
Hbp1	0.290696744972704	-1
Prkar2b	0.354143153902792	1
Cdkn1b	0.889455051806736	-1
Klf4	0.155362388824482	-1
Ap1m1	0.661611437685893	1
Rab8a	0.816908472758035	-1
Hmgn2	0.808843055683792	-1
Fam32a	0.66725449702943	-1
Elf3	0.507556491691267	-1
Stard3nl	0.313978370394078	1
Stk11	0.269211894075724	1
Efna2	0.393728909936474	-1
Atp5d	0.0457924912074026	-1
Ppp5c	0.95834343578596	1
Cdk12	0.669792521552897	-1
Lipe	0.800437875141449	1
Pafah1b2	0.235513959814895	1
Tbc1d8	0.742361934744554	1
Cnot11	0.789386643826329	-1
Slc2a3	0.366349137358026	1
Foxj2	0.972880284428169	-1
Sri	0.0481217571766132	1
Dgcr2	0.875070489856551	-1
ENSMUSG00000003178	0.873437544426562	-1
Irf3	0.645213359019062	1
Bcl2l12	0.765680725497586	1
Zfp959	0.848493262318701	-1
Mpnd	0.602972323092207	-1
Sh3gl1	0.335875100922174	-1
Ebi3	0.448200762834135	1
Yju2	0.577877921967408	-1
Ranbp2	0.784752756332782	1
Edar	0.465500622432312	-1
Grk5	0.93297036170982	-1
Dvl3	0.983319419204219	-1
Abcf3	0.964333471187854	-1
Eif2b5	0.39770021163454	-1
Cyth2	0.568975296719661	-1
Sult2b1	0.612875999259702	-1
Car11	0.262316619702516	1
Dlgap1	0.599936166952282	-1
Plag1	0.853635476572374	1
Hck	0.938255857455929	1
Mrpl4	0.406891396141936	-1
Keap1	0.870794459071576	-1
Ap1m2	0.734341393530602	-1
Glg1	0.547290275143482	-1
Atp8b3	0.812350807943107	1
Btbd2	0.0188459933528238	-1
Csnk1g2	0.581772065647974	1
Abhd17a	0.273913283247419	-1
Mob3a	0.39923479008093	1
Cacnb3	0.999998741557222	-1
Ccdc65	0.775352238371317	1
Fkbp11	0.298631751810393	-1
Ddx23	0.489115585220004	-1
Pld3	0.142128941312775	-1
Grik5	0.824063047084385	1
Cd79a	0.698512184812889	1
Rabac1	0.754644355939717	1
Etv3	0.224612204312849	-1
Prkcsh	0.284568968961968	1
Elavl3	0.714038991047341	1
Rab3b	0.474162826485142	1
St8sia6	0.492928730388198	-1
Fcgrt	0.30427565007046	-1
Nosip	0.727855976563648	1
Pih1d1	0.833613610302635	1
Rps11	0.828736382919688	1
Supt5	0.774009754482531	-1
Dll3	0.774521000265658	-1
Paf1	0.13365451971786	1
Timm50	0.33291645584589	-1
Med29	0.628326567489507	-1
Bicd1	0.245973391553002	1
Ncstn	0.932704377014267	1
Pex19	0.952663212504665	1
Phyhip	0.413895413234959	-1
Crhr2	0.834603427873234	1
Inmt	0.217038354743892	1
Cyp4f18	0.405310462227208	1
Impdh1	0.631166513735334	-1
Dusp3	0.66308302051842	-1
Prodh	0.286984577968018	-1
Ess2	0.398227619570304	1
Slc25a1	0.963760914782456	-1
Dgcr6	0.698648214033604	1
Ddr1	0.503193591052578	-1
Ier3	0.782132640114347	-1
Fosb	0.0928282923622274	-1
Klc4	0.365689502478755	1
Ercc1	0.465290614676063	-1
Cyp17a1	0.835591920514593	-1
As3mt	0.524027909933972	-1
Homer3	0.95973682992786	1
Crtc1	0.391122294231163	-1
Rnf215	0.319809730842878	1
Sec14l2	0.738293646063804	-1
Aven	0.800655148382089	1
Cp	0.308311933969471	-1
Crot	0.773743669163138	-1
Rps6ka1	0.635637468483263	-1
Calb2	0.697708911617331	-1
Snrnp200	0.129368673966567	-1
Ciao1	0.482954933479689	-1
Has1	0.392806233675741	-1
Taf6l	0.27483101460204	1
Insig2	0.797991079849631	1
Kpna6	0.715011154483868	1
Man1a	0.892266879480869	-1
Itpkc	0.129084467491419	1
Coq8b	0.602849029378704	-1
Brd8	0.0359126590319219	1
Kif20a	0.456764101539613	1
Farsa	0.716730412902846	1
Gcdh	0.678788511393295	1
Mast2	0.0800649327482749	-1
Dnase2a	0.867613416784181	-1
Rad23a	0.556690373741167	1
Calr	0.469956397326423	-1
Syce2	0.953650454932981	1
Nfat5	0.159347700902982	1
Nob1	0.558697441026893	-1
Nqo1	0.245324684839023	1
Ppfia3	0.943845033706965	1
Gys1	0.815057836845461	1
Ruvbl2	0.267173898922532	-1
Lin7b	0.527939078981381	1
Bax	0.418362024603018	1
Il7r	0.744171518132112	-1
Tfam	0.303067128408702	1
Zfp81	0.4599779116172	1
Efnb3	0.977636753001888	-1
Mmd	0.511678999668503	1
Hlf	0.656222069903318	-1
Fam162a	0.0548446303952892	1
Rpl8	0.543901430520017	1
Grm3	0.154012251373964	-1
Ssbp2	0.83796183646637	-1
Fancl	0.921913328038558	1
Brinp2	0.915730098845367	1
Gstm5	0.578298441189065	1
Gstm7	0.992648775586398	-1
Gstm3	0.57597092894474	1
Stat3	0.202389859217926	-1
Stat5a	0.0162462281370646	-1
Cavin1	0.365210805018065	-1
Map3k11	0.263264625954751	-1
Akt2	0.130225258328205	-1
Dnaja3	0.665478979513357	-1
Hmox2	0.93037442866454	1
Cdip1	0.712814644613274	1
Map3k20	0.45889533060462	-1
Cwc15	0.229088824867301	-1
Col5a3	0.461682569695116	-1
Dnmt1	0.912139315541025	-1
Ppan	0.889090551609278	1
Angptl2	0.940038368412913	-1
Cacna1e	0.201585324730435	1
Cacna1b	0.636920175337304	-1
Trmt10a	0.296440637673155	-1
Etv1	0.646922119886638	-1
Kifc2	0.373172183892444	-1
Psap	0.0727229717269636	-1
Ikbkg	0.509906646301176	1
Pax2	0.426847716248252	-1
Wars2	0.921177285448801	-1
Atn1	0.432585892862021	-1
Phb2	0.983274961807916	-1
Ptpn6	0.96989295708975	1
Eno2	0.649560202148419	-1
Emg1	0.77484090918648	-1
Lpcat3	0.186700815626748	-1
Atp6v1f	0.62123755004759	-1
Il12b	0.903454316890629	-1
Clcn5	0.593780645607041	-1
Clcn3	0.794665072248904	1
Hif3a	0.56228013123942	-1
Gpx6	0.351597089932111	-1
Pde1c	0.919302029868836	-1
Utp20	0.476259867550795	1
Spic	0.884250409561755	-1
9330159F19Rik	0.580308533933205	1
Cul3	0.222018141958667	1
Sst	0.187065546809525	-1
Il11	0.567655162288094	-1
Large1	0.846790983091362	1
Ddx56	0.126744826594583	-1
Tmed4	0.381764742964484	-1
Col26a1	0.821225096809241	-1
Bid	0.608193834193403	1
Ralb	0.93464006804687	-1
Ppp1cc	0.12792845322225	-1
Dnajb11	0.823329443472158	1
Tbccd1	0.9528514772579	-1
Clec11a	0.748314854247904	-1
Zfp324	0.802491242646479	-1
Gab2	0.254821639640746	1
Coro1c	0.227194854678299	-1
Tax1bp1	0.990732821507103	-1
Psg17	0.747942167560129	-1
Ctse	0.579477365253248	1
Ndrg2	0.697639749322201	1
Mettl17	0.0750196964693664	1
Arhgef40	0.783291591982923	1
Pnpla6	0.677517197586518	-1
Mcoln1	0.814229426475311	1
Arhgef18	0.694327376120378	-1
Pkn2	0.38708467872394	1
Cd33	0.957204281042366	1
Etfb	0.681395651341486	-1
Stxbp2	0.828915642199242	1
Pcp2	0.650306729693026	1
Sgce	0.794208875136662	1
Chn2	0.33726885647277	1
Wwox	0.921137647838792	-1
Slbp	0.556919644117873	-1
Tyr	0.814154988371612	-1
Aqp1	0.26682974383672	1
Arid3b	0.511642929122033	-1
Cnn2	0.92339694460978	-1
Polr2e	0.86099400989419	-1
Abca13	0.717005432318982	-1
Myo9b	0.825954206513528	1
Hdac9	0.897342050960077	-1
Ly9	0.326485162113934	1
Cd244a	0.134687730698138	1
Adgre1	0.0802860621657732	1
Mtfp1	0.797137117373079	1
Rab23	0.895754407502953	1
Rab11a	0.849725652290961	-1
Eif2b2	0.618136609821909	-1
Dlst	0.830499100563409	-1
Pgf	0.522225838497896	-1
Ulk2	0.199414956310886	1
Ccl24	0.587439600545886	1
Dgkq	0.966557074751092	1
Grap	0.364563748386412	1
Pou1f1	0.500947079258169	-1
Chmp2b	0.0826488475672189	1
Plod3	0.721714122501687	-1
Ap1s1	0.947630535964658	1
Mapk13	0.992587630947143	-1
Srpk1	0.4575111476661	1
Pax3	0.611203290330194	-1
Lbr	0.907319090056613	-1
Crabp2	0.390026815081056	-1
Nes	0.0152618258605437	-1
Bcan	0.000872382593387447	-1
Hapln2	0.667008761924963	1
Prcc	0.115117017450025	1
Rrnad1	0.45885282641353	-1
Hdgf	0.630172152151647	1
Slc25a18	0.109194661303254	-1
Thop1	0.565510189354509	-1
Apba3	0.711326861842358	-1
Matk	0.870873398960905	-1
Pias4	0.674097017857338	-1
Map2k1	0.689473763086706	-1
Sgta	0.205555179824212	-1
Nmrk2	0.525206326028495	1
Tmem242	0.751571283938733	-1
Dtx2	0.838767412436038	-1
Zp3	0.812272217128312	-1
Hspb1	0.581342197264431	-1
Rasa4	0.553748429618309	1
Syt5	0.280833203631126	1
Hnrnpa2b1	0.163674064823123	1
Fxyd4	0.79744840436778	-1
Ccdc130	0.889782579380465	-1
Mri1	0.928013904599452	-1
Prkacb	0.630410719985014	-1
Sgsh	0.52109020073113	-1
Chd5	0.196229649079316	1
Cstb	0.81243027888281	1
Sh2b2	0.662230859451941	-1
Pex5	0.731498675189954	-1
Jkamp	0.826529655963129	1
Cd44	0.251428054811642	1
Slc1a2	0.0783470528585472	-1
Eif2ak4	0.347549765565621	1
Wdr1	0.566689902129898	-1
Slc2a9	0.146100370738884	-1
Ccn4	0.984562530497285	-1
Ndrg1	0.585435221011054	-1
4930550C14Rik	0.370919415185016	1
Man2b1	0.804313879063666	-1
Klf5	0.745284182240962	1
Wdr83	0.696389757180211	-1
Prdx2	0.660810204990044	-1
Polr2a	0.872505276255707	-1
Shbg	0.495402372006643	1
Senp3	0.325713286483022	1
Corin	0.958619488847477	-1
Plekha8	0.703539794832037	-1
Spc25	0.0804940887336708	1
Dnah2	0.358938185438286	1
Ripk4	0.825723766981446	-1
Ufd1	0.310869946476861	1
Zfp287	0.37285712822465	-1
Prlr	0.608920530984773	-1
Letm1	0.570723392155427	-1
Ubqln1	0.381084510834152	-1
Fgfr4	0.617536819562768	-1
Cadm3	0.536970815360054	1
Txn2	0.501423745812398	-1
Slc1a6	0.508056882270593	1
Slc1a3	0.0295687031497084	-1
Crbn	0.846212247389147	-1
Msh6	0.392688734283882	-1
Fbxo11	0.116974762590982	1
Mlxipl	0.349897044442389	1
Tbl2	0.743640146956203	-1
Bud23	0.825048417800122	-1
Nid1	0.387555006071195	-1
Mcm5	0.831730754087821	-1
Hmox1	0.824574816550507	1
Mprip	0.364663213333555	-1
Cic	0.857424570561961	-1
Pafah1b3	0.609803140979857	1
Il27ra	0.734099666089054	-1
Prkaca	0.970530381705057	-1
Asf1b	0.67846338552446	1
Ddx39	0.740371661864303	-1
Dnajb1	0.554770752763291	-1
Msh4	0.524707122541405	-1
Usp40	0.991561779490879	1
Evx1	0.934509226947097	1
Kbtbd4	0.591753461791581	1
Celf1	0.732210748239464	-1
Ndufs3	0.285750897823175	1
Por	0.909874249362141	1
Igf1r	0.653353687625307	-1
Insr	0.737327831653621	-1
Fcer2a	0.499830471897667	-1
Cyp2a5	0.52930658718476	-1
Atp4a	0.448816815326386	-1
Trim28	0.57284601515581	-1
Ube2m	0.96064911688562	1
Adcy9	0.925383639695796	1
Mef2c	0.121145336846078	1
Ctr9	0.227643578762738	-1
Eif4g2	0.675718543946971	1
Mrvi1	0.311096523240923	-1
Pcyt1a	0.139915994843456	-1
Zfp592	0.972325418718911	1
Psmd4	0.378606426425852	-1
Tmod4	0.816795534907409	1
Insrr	0.310881343750697	-1
Cabp5	0.250720568127628	-1
Snx6	0.890795102590337	1
Mthfd2	0.892885257723109	-1
Kit	0.394438145946074	1
Tomm40l	0.64715761300639	1
Nr1i3	0.657056865218919	1
