"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Gm26206"	0.0203242413779082	0	5.88921607469798	0	1	NA
"Xkr4"	616.800598714633	0.0821838302015074	0.209829357772313	0.391669836261356	0.695302180090032	1
"Gm18956"	0.148305605199446	-0.948802460065779	4.82066717850808	-0.196819739868335	0.843968603079144	NA
"Gm37180"	1.20998254199305	-0.0555954920732607	0.960121030252918	-0.0579046706836696	0.953824562699427	1
"Gm37363"	0.896748389762823	1.14801054754411	1.28426868175005	0.893902159149233	0.371374242447092	1
"Gm37686"	0.736166944230999	-0.958845026751428	1.38682685721518	-0.691394907563904	0.489317403453481	NA
"Gm37329"	0.498667487776985	-0.895784425114371	1.99134320545141	-0.449839295738733	0.652826321203694	NA
"Gm7341"	0.557502980275177	-1.50705709271418	1.42021494782554	-1.06114718410872	0.288623017537068	NA
"Gm38148"	1.04382651066638	-0.245925967152788	1.00804237200326	-0.243963918564322	0.807258764505803	1
"Gm19938"	12.2061438536508	0.0967130289104467	0.376365153333414	0.256965949301823	0.797205059140089	1
"Gm10568"	4.20371037728287	-0.573413853645018	0.530195017219857	-1.08151498037795	0.279468100679793	1
"Gm37381"	0.0221203203263596	0	5.88921607469799	0	1	NA
"Rp1"	2.57875112493817	-0.993847833969913	0.72382830646217	-1.37304361420667	0.169738788423686	1
"Gm6101"	0.0172615632275606	0	5.88921607469798	0	1	NA
"Sox17"	88.6776666656527	0.0327564669333553	0.210272562436778	0.155780985183	0.876205659254259	1
"Gm37587"	0.589589003058967	0.605189574103454	1.44243544656458	0.419560941562288	0.674806226578065	NA
"Gm7357"	2.65581130750743	-0.423784376451146	0.606469283876599	-0.698773025638304	0.484693888550543	1
"Gm22307"	0.128648370604783	1.3690325494014	4.99358844010896	0.274158066052301	0.783963152305346	NA
"Gm38076"	0.0214627213686375	0	5.88921607469798	0	1	NA
"Gm37323"	0.490676971794285	0.819186292990488	1.64379879892742	0.498349489928455	0.618237731336536	NA
"Gm7369"	0.442736429647324	0.012890444000717	1.97618519639214	0.00652289270471748	0.994795521525962	NA
"Gm6085"	3.41975486223734	0.120703541796305	0.926515372964328	0.130276890506546	0.896347362941269	1
"Gm6119"	0.323758326730876	-0.46800120368604	2.03866993553969	-0.229562027441263	0.818432116564323	NA
"Gm25493"	0.123872345411827	-2.58913981281138	5.8674886080067	-0.441268826543315	0.659018391341531	NA
"Gm2053"	0.064209857949484	-0.948777404108073	5.88921607469798	-0.161104193168312	0.872011337716592	NA
"Gm6123"	22.540128293751	-1.51519179331455	0.772580064493214	-1.96121005828498	0.0498545240210276	0.697695277332621
"Mrpl15"	712.247559305251	0.0231048145641057	0.0786802027726724	0.293654740962749	0.769021741654094	1
"Gm37144"	10.8733376247607	-0.358149502634819	0.293422871279706	-1.22059163647613	0.222240674539747	1
"Lypla1"	614.536977128167	-0.0106102937004969	0.0977347100149547	-0.10856218531649	0.913549755170177	1
"Tcea1"	367.2426061716	-0.0494980071797121	0.0880689670302075	-0.562036876880075	0.57409089416703	1
"Gm6104"	0.484417428202452	-0.0987277102314909	1.31237397428135	-0.0752283359516894	0.940033039398336	NA
"Gm37277"	40.0361250857298	0.151643561575707	0.195023901967177	0.777563980856197	0.436826102228041	1
"Rgs20"	457.150544346197	-0.0927098664643441	0.109275664816336	-0.848403591231085	0.396213243342931	1
