"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"-343C11.2"	0.0180652769113352	0	5.87282451495514	0	1	1
"00R_AC107638.2"	1.8826104361453	0.723833929685128	0.841005064947394	0.860677253745676	0.389415824250467	1
"0610009O20Rik"	5.79655336750473	-0.0878842898095893	0.384772685843771	-0.228405739396151	0.819330827980255	1
"1110020A21Rik"	0.928506423934507	1.50599885974762	0.878841040315359	1.7136191764636	0.0865986893280006	1
"1600014C23Rik"	0.209517827545408	-0.556617072946464	2.7027350973694	-0.205945848517757	0.836833211071906	1
"1700007L15Rik"	0.217825620853915	0.0196381938389531	2.21339537716175	0.0088724292286791	0.992920918579291	1
"1700022N22Rik"	0.0640709276138607	0	5.87282451495514	0	1	1
"1700028P14Rik"	1.30328920028603	-0.168522648900721	0.700636226930404	-0.240528026418282	0.80992093893374	1
"1700086O06Rik"	2.29775817829082	0.634662978713727	0.592974657579371	1.07030371467229	0.284482622915916	1
"1810055G02Rik"	1.3720249127916	-0.170536380508033	0.801449082752795	-0.212785046708494	0.831494627656834	1
"19.47525802-47711187.1"	0.0113586478381491	-0.392553571333881	5.87282451495514	-0.0668423805843753	0.946707184005628	1
"2.145048962-146444327.1"	0.0759911149394396	0	5.87282451495514	0	1	1
"2010015M23Rik"	0.951231358629554	0.751077239258256	0.866115998940318	0.86717857674629	0.385844172464051	1
"2010110K18Rik"	0.012773938019272	0	5.87282451495514	0	1	1
"2010300F17Rik"	0.0160938743415167	0	5.87282451495514	0	1	1
"2210008F06Rik"	0.0620689394306505	-0.392553571333879	5.87282451495514	-0.066842380584375	0.946707184005628	1
"2310026I22Rik"	0.0150048848345045	0	5.87282451495514	0	1	1
"2310031A07Rik"	0.0612499218388263	0	5.87282451495514	0	1	1
"2310039H08Rik"	3.5365096096171	0.617576246752332	0.492454208674176	1.25407852318903	0.209813465753647	1
"2410015M20Rik"	24.2027832195036	0.287485080645641	0.240771705795618	1.19401521742624	0.232472015484816	1
"2510009E07Rik"	23.1479506112883	-0.0166743444853753	0.260242868141745	-0.0640722437638265	0.948912702689044	1
"2700012I20Rik"	0.725443342944267	-0.998726920912788	1.36963309955583	-0.729193038074706	0.465883589228369	1
"2700016F22Rik"	0.838375302545744	0.259383861470698	1.07323226610866	0.241684740257741	0.809024454600305	1
"2700046G09Rik"	2.0717637698469	0.149541281251034	0.578889994456858	0.258324176757175	0.796156728959233	1
"2700062C07Rik"	4.51124671668083	-0.592221655386646	0.428710485622288	-1.38140231052902	0.167155295869962	1
"2810403A07Rik"	24.4971981744408	0.520843836278398	0.337460103949871	1.54342344526679	0.12272806877105	1
"2810425M01Rik"	0.166024982009405	-0.823839298363791	5.67633335627203	-0.145135820371348	0.884603637130813	1
"2900055J20Rik"	0.359749559515426	-1.12126353340146	1.58981486289648	-0.705279312434299	0.480636432086259	1
"3100002H09Rik"	0.228449677207104	-0.767870664589465	3.43352961583249	-0.223638864522591	0.823038319975097	1
"3110021N24Rik"	2.44225576991487	0.104460343829823	0.451003949271099	0.231617359445852	0.816835223236506	1
"3110070M22Rik"	0.0319503506713284	-0.392553571333882	5.87282451495514	-0.0668423805843754	0.946707184005628	1
"3110082I17Rik"	9.70750171364628	0.530152554794775	0.354617783395415	1.49499709156896	0.134915201192086	1
"4632428C04Rik"	0.117070055821051	0.0196379032761243	5.87282451495514	0.00334386004998385	0.997331990664647	1
"4732491K20Rik"	1.57002476350759	0.408855514619064	0.718595518589914	0.568964743088509	0.569380066757647	1
"4831440E17Rik"	1.30120518513658	-0.437657486566666	0.699690245177265	-0.625501769652064	0.531641787314548	1
"4833407H14Rik"	0.0901738011225801	0	5.87282451495514	0	1	1
"4921501E09Rik"	0.0177694660046053	0	5.87282451495514	0	1	1
"4930426L09Rik"	0.248259248886348	0.431835703993962	2.27860620156692	0.189517479456083	0.849687256709218	1
"4930442H23Rik"	0.0369505375711202	0	5.87282451495514	0	1	1
"4930445N18Rik"	0.047718425311924	0.844020852496142	5.87282451495514	0.143716341318703	0.88572446665606	1
"4930465K10Rik"	0.0093696262471499	0	5.87282451495514	0	1	1
"4930480K23Rik"	1.67067670511372	-0.413499125534501	0.691121850451983	-0.598301334654778	0.549638886226112	1
"4930507D05Rik"	0.0642717736306282	0.844020852496144	5.87282451495514	0.143716341318704	0.885724466656059	1
"4930518I15Rik"	2.89955077879342	0.59540945655977	0.580741125140937	1.02525795192354	0.305241490323692	1
"4930519P11Rik"	0.0234705652804656	0	5.87282451495514	0	1	1
"4930524J08Rik"	1.10630704575423	2.31959689983338	1.01969809924998	2.27478790196776	0.0229186563266485	1
"4930563E18Rik"	0.0354939707631967	0	5.87282451495514	0	1	1
"4933415A04Rik"	0.737708116220381	0.508040704192928	1.08177993530254	0.469634061063303	0.638616485355073	1
"5730596B20Rik"	0.143443096410492	0.431829377886135	5.87282451495514	0.0735301006843439	0.941384292016625	1
"5930422O12Rik"	0.233585253454624	-1.11080843452053	3.10172332096	-0.358126215518388	0.720248861246864	1
"6030445D17Rik"	0.270294680568198	-0.360377188676109	3.27213473943246	-0.110135192274697	0.912302158514413	1
"6330403N20Rik"	0.0944504206298209	-1.78849277481755	5.86058309673614	-0.305173179067044	0.760234258676866	1
