"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Gnai3"	436.509976958166	0.0788537955581909	0.0951092778451381	0.829086261033175	0.407055597464041	0.763738606615706
"Cdc45"	19.0798828849734	0.61278918012081	0.36232386839105	1.69127466772196	0.0907843559211672	NA
"H19"	1.67568377668294	2.14771175090262	1.41131807807284	1.52177725508577	0.128064902431731	NA
"Scml2"	19.0075716054994	0.19282153978422	0.389551209528542	0.494983804613478	0.620611552624829	NA
"Apoh"	2.74122133306503	0.0190921530038978	0.924700819998336	0.0206468433800374	0.983527372804655	NA
"Narf"	633.875539322627	-0.0762393746863385	0.0961046503050672	-0.793295375867141	0.427605750317256	0.777136177954345
"Cav2"	481.024491681844	-0.234670461434375	0.0814319763072798	-2.88179744709691	0.00395413828923104	0.08621783215306
"Klf6"	548.935538541886	-0.160836979010019	0.0835911918395752	-1.92409003234086	0.0543432992740549	0.336409081732361
"Scmh1"	482.500141213445	-0.0336781180003121	0.0840602059837974	-0.400642820299578	0.688683114633236	0.905428244038955
"Cox5a"	498.994261711102	0.0367799812545164	0.094870551583901	0.387685964089597	0.698248444031916	0.908267200664909
"Tbx2"	21.153490960874	0.541637520191094	0.38298122795756	1.41426649833374	0.157283669586764	NA
"Tbx4"	2.47783758207416	0.446184843925409	1.19684725913198	0.372800155175194	0.709297187349223	NA
"Ngfr"	57.9074683542372	0.357265945480363	0.235483806583969	1.51715716958639	0.129227007085618	NA
"Wnt3"	49.3112297332654	0.0493632086875024	0.233873958207307	0.211067572746798	0.832834543400344	NA
"Wnt9a"	138.804919369453	-0.0323003137054388	0.15659821404447	-0.206262337680724	0.836585996123283	NA
"Fer"	167.610261625338	-0.229254937342938	0.128914745534509	-1.77834534282634	0.0753471535812449	0.394844185542645
"Xpo6"	1100.18667165596	0.0852654439719109	0.0636012692370001	1.34062488052216	0.180042274997689	0.566021556193662
"Tfe3"	393.200155088801	0.183140191283788	0.0878882870633745	2.08378382834711	0.0371798349839332	0.282342384804714
"Axin2"	241.132152946017	0.0551402497866056	0.120151050143454	0.458924409905459	0.646288449058507	0.888583572304728
"Brat1"	272.023190730718	0.0420909281472912	0.111374203569039	0.377923493937262	0.705487428905291	0.910925656809808
"Gna12"	1112.1124345411	-0.0472240304718775	0.0975196891051678	-0.484251241007853	0.628207575365019	0.878254329692184
"Slc22a18"	9.77479922383003	0.363742067799567	0.4712737183075	0.771827610302321	0.440216536489598	NA
"Itgb2l"	0.684020707511924	-2.5992418584854	2.10152545240591	-1.2368357735138	0.216148058131387	NA
"Igsf5"	5.08512440455241	-0.253207132014895	0.715403636806693	-0.353936042518768	0.723386815098428	NA
"Pih1d2"	21.9605162362714	-0.0718661925169782	0.352963333435965	-0.203608096675051	0.838659765455398	NA
"Dlat"	1057.98350475405	-0.0969251789888845	0.0663191509089379	-1.4614960785908	0.143879350929442	0.519652809486451
"Sdhd"	745.701257229328	-0.102224123020964	0.0746766947631022	-1.36888922769348	0.171033903538985	0.560009131968236
"Fgf23"	4.25102406916582	0.813333201465207	0.746124541474444	1.09007699955553	0.275679227065163	NA
"Ccnd2"	727.336018501374	-0.0757862866844125	0.156235582479943	-0.485076993866887	0.627621730804757	0.878254329692184
"Gpr107"	618.102979662817	-0.0384147171064915	0.0703471572492747	-0.546073481979793	0.585015427236563	0.859759909664145
"Nalcn"	1554.29600240617	-0.177686157292385	0.0666788871953365	-2.6648038797026	0.00770332332387785	0.121828680718205
"Btbd17"	120.46497141092	-0.138680752485351	0.178972839814063	-0.774870380496996	0.438416255952517	NA
"Slfn4"	1.0736544228457	-1.45407762093222	1.61083194737668	-0.902687349416094	0.366691852400645	NA
"Th"	116.94830825179	-0.198548447755293	0.212706434428205	-0.933438841608289	0.350593433693435	NA
"Ins2"	0.470991734201389	1.10104277868088	2.55066268086854	0.431669301840396	0.665981781895898	NA
"Scnn1g"	2.24577002953152	0.89824009719613	1.05553344272341	0.850982129830543	0.394779279689111	NA
"Drp2"	1073.07817088196	-0.0281139839716235	0.0673056397597376	-0.417706214100076	0.676161928383071	0.900711284711033
"Tspan32"	2.55841585098732	1.3883359417879	0.95620657662216	1.45192051145711	0.146523708548006	NA
"Lhx2"	398.053188761961	-0.151019977532431	0.101581881981859	-1.48668221720288	0.137098761547124	0.510225175525396
"Clec2g"	0.0718910370550099	0	6.00631008342227	0	1	NA
"Gmpr"	356.38130546897	0.00357908365194224	0.101803891276629	0.0351566487985894	0.971954830091057	0.992644755518653
"Glra1"	26.5235459071493	-0.48199762593567	0.344151972915319	-1.40053715761865	0.161352524445294	NA
"Mid2"	458.563616500168	-0.151841847240908	0.0952126460376234	-1.59476554386386	0.110764674840173	0.463785924136723
"Trim25"	110.265636945582	0.231212233464066	0.156415661149879	1.47819106964306	0.139356643537633	NA
"Dgke"	1164.83294234315	-0.0630102432486194	0.0685827437242569	-0.918747775708097	0.358227514246456	0.732782781170394
"Scpep1"	174.805530163347	0.32928406931036	0.124786276934281	2.6387843070579	0.00832039004984737	0.127690445904365
"Mnt"	433.193841635211	0.0369674937439668	0.0917672064033638	0.402839916271133	0.687065994469433	0.904958783684395
"Itgb2"	73.2922896542842	0.942810934489531	0.232263285153815	4.05923361440945	4.92340384251554e-05	NA
"Hddc2"	91.979909594747	-0.0537644641768005	0.191731586259011	-0.280415268166455	0.779158924456238	NA
"Tpd52l1"	202.569089203368	-0.1704577466067	0.121507208272936	-1.40286118848034	0.160658236364733	0.544741495048859
"Pemt"	17.1190881757464	-0.322316936691672	0.437902995576615	-0.736046430253936	0.461702442099536	NA
"Cdh1"	21.5136470676744	-0.152076602864154	0.337457720282163	-0.450653796680058	0.652239087288638	NA
"Cdh4"	338.182253928113	0.0345774740344981	0.0947720593695389	0.364848820048029	0.715224260206364	0.913775237453211
"Ckmt1"	1850.64522404659	-0.132753304185108	0.0653876726008122	-2.03024972299532	0.0423311619246924	0.300503800587286
"Bcl6b"	24.230582758871	-0.522505426065262	0.396713281842718	-1.31708578961169	0.187809869738033	NA
"Clec10a"	3.28981073062149	-0.435414211434603	0.984716888403832	-0.442171975074363	0.658364764120936	NA
"Alox12"	7.78446422050587	-0.125307726585032	0.643724743307372	-0.194660416409065	0.845658802175953	NA
"Arvcf"	1.25329506346345	-0.863281026333938	1.5999103897662	-0.53958086143818	0.58948611817921	NA
"Rtca"	261.021275733928	0.160844282116751	0.13421216919535	1.19843292214909	0.230748522127198	0.625627495050319
"Dbt"	218.392298307747	-0.0164089700220591	0.120183744254464	-0.136532358214074	0.891400445895414	0.971782267560692
"Dazap2"	1175.63105315181	0.0588097701341629	0.0595599814897495	0.987404103614174	0.323444573447967	0.708975419591326
"Mcts1"	361.002496755403	-0.085745050264105	0.0946841192994467	-0.905590619615195	0.36515257561237	0.737758953800313
"Rem1"	5.35264026610013	-0.620784539779321	0.763319462320621	-0.813269634042909	0.416063483049	NA
"Rnf17"	12.3049047419726	-0.940505989302271	0.500025970692433	-1.88091428131196	0.0599835801887653	NA
"Trappc10"	1399.54349384957	0.0331198437276851	0.0537786778579528	0.615854555129926	0.537990517333574	0.841033473432626
"Ccm2"	457.284380855626	-0.0933949924704549	0.0896291934075342	-1.04201531799799	0.297404577155391	0.68624514507359
"Tbrg4"	321.385897176409	0.00796556155205361	0.112913031976792	0.0705459893565771	0.943759097489931	0.987283528214651
