genes,GSM2804336,GSM2804337,GSM2804338,GSM2804339,GSM2804340,GSM2804341,GSM2804342,GSM2804343,GSM2804344,GSM2804345,GSM2804346,GSM2804347,GSM2804348,GSM2804349,GSM2804350,GSM2804351,GSM2804352,GSM2804353,GSM2804354,GSM2804355,GSM2804356,GSM2804357,GSM2804358,GSM2804359,GSM2804360,GSM2804361,GSM2804362,GSM2804363,GSM2804364,GSM2804365,GSM2804366,GSM2804367,GSM2804368,GSM2804369,GSM2804371,GSM2804373,GSM2804375,GSM2804378,GSM2804380
Camkk2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10
Msantd4,9,9,9,9,10,10,9,9,9,9,10,9,10,10,9,9,9,9,9,9,9,9,9,9,9,10,9,10,10,10,10,9,9,10,9,9,9,9,9
Pola2,9,10,9,10,10,9,9,9,10,9,10,9,9,9,9,9,9,9,9,9,10,9,9,9,10,9,10,10,10,10,10,9,10,10,9,9,10,10,9
Ivd,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Pgm3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Gpr157,10,10,9,10,9,9,10,9,10,9,10,10,10,9,9,9,9,9,9,9,10,9,9,9,10,10,10,9,10,9,10,10,9,10,9,9,10,9,10
Zfp952,10,10,10,10,10,10,10,10,10,9,9,10,10,9,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Rnf220,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10
Tmem159,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Sugp1,10,9,10,10,10,10,10,10,10,9,9,10,9,9,9,9,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,9,10,10,10,10,10,10,10
Pkib,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10
Tmem11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Jade2,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Tmem219,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Jkamp,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Prdx2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Nsun4,10,9,10,9,10,9,10,10,9,9,9,10,10,9,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10
Top2b,9,10,10,9,10,9,9,10,9,9,10,10,9,9,9,9,9,9,10,9,10,10,9,9,9,9,9,9,9,9,10,10,9,9,10,10,9,9,9
Uap1l1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Tmem8c,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,10,9,10,9,10,9,10,10,9,10,9,10,10,10,10,10,9,9,10,10,10,9
Strap,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Zfp800,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,10,10,9,9,9,10,9,9,10
Pkig,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Bccip,9,9,9,10,10,10,10,9,10,9,10,10,10,10,10,9,9,10,10,9,10,10,10,9,10,10,10,9,10,10,10,9,10,9,9,10,10,9,10
Lemd2,9,10,10,10,10,10,9,9,10,10,9,9,9,9,9,10,9,10,9,9,10,10,9,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,9
Icmt,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Asb3,10,10,10,9,10,10,10,9,10,9,10,9,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,9,9,9,10,10,10,10,10,10,9,10,10
Zfp942,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,9,10,10,10,10,10,10,10,10,10
Hagh,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Dpy19l4,10,10,10,10,10,10,9,10,9,10,9,10,9,9,9,10,9,10,10,10,10,9,9,10,9,10,9,9,10,10,10,9,9,10,10,10,9,9,10
C1d,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Pomp,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Prdm15,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,9,10,10,10,9,9
Phospho2,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10
Kpna6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10
Cep85,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Tcf12,10,10,10,10,10,9,10,9,9,10,9,9,10,10,10,9,10,9,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,9,9,9,10,10,10
Ebi3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Atp5f1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Epc1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Zmat2,9,10,10,10,10,9,10,9,10,10,10,9,9,9,9,9,9,9,9,9,10,9,10,9,9,10,10,9,10,10,10,9,10,10,9,9,9,9,9
Pwp2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Smarcd2,10,10,10,10,10,9,9,9,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,9,10
Apba3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,9,9,10,9,9,10,9,10,10,10,10,10,9,9,10,10,10,10,10,10
Kdm2b,10,9,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Cpsf4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Psmb1,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Cep57,10,10,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Chsy1,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Lrrc14,9,9,10,9,10,10,9,10,10,10,9,10,10,10,10,10,9,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9
Iqgap3,9,10,10,10,10,10,10,9,10,10,10,9,10,10,9,10,10,10,9,9,10,10,10,10,10,10,10,9,9,10,10,9,10,9,10,10,10,10,9
Exosc9,9,9,10,9,9,9,10,9,9,9,9,10,10,9,9,10,10,9,10,10,10,9,10,9,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10
Gemin4,10,9,10,9,9,10,10,10,10,9,10,10,10,10,9,9,10,10,10,9,10,10,9,10,10,9,10,10,10,10,10,10,9,10,9,10,10,10,10
Tmem198b,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10
Orc5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10
Polr3k,10,9,9,9,9,10,10,10,9,9,10,10,9,10,9,9,10,10,10,10,9,10,9,10,9,9,9,10,9,9,10,9,10,10,10,10,10,10,10
Unc45a,10,10,10,10,9,10,10,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,9,9,10,9,10,10,10,10,10,9,10,10,10,9,10
Ccser2,9,9,9,9,9,9,9,9,10,10,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,10,10,9,9,10,10,9
Retsat,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,10,10,9,10,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10
Dcaf13,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Pecr,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Cnih1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10
Limk1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,9,10,10,10,9,9,10,9,10,10
Rnpepl1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10
0610010K14Rik,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10
Spred1,10,10,10,10,9,9,10,10,9,10,9,10,10,10,9,9,9,9,9,9,10,10,10,9,9,9,9,10,9,9,10,10,9,9,9,10,9,9,9
Stard5,10,10,10,10,9,10,10,10,10,9,10,10,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,10,9,9,10,9,9,10,9,10,10,9,10
Exo5,9,9,9,9,9,9,9,10,9,9,9,9,9,9,10,9,10,10,9,9,9,9,9,9,9,10,10,9,10,10,10,9,9,9,10,10,9,10,9
Prkar1b,9,10,9,10,10,9,9,10,10,10,10,9,10,10,9,10,9,10,10,10,9,10,9,10,9,9,10,9,9,9,10,10,9,10,10,10,10,10,10
Slbp,10,9,10,9,9,10,9,10,9,10,10,9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10
Zfp760,9,9,10,9,9,10,10,10,10,9,9,10,9,9,10,9,10,10,9,10,9,9,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,9
Zdhhc7,9,9,9,10,9,9,10,9,9,10,9,9,10,9,10,10,9,10,9,10,9,9,10,9,9,9,9,9,10,9,10,10,10,10,10,9,10,9,9
Pank2,9,9,9,9,9,9,10,10,10,9,9,9,9,10,9,10,9,10,10,10,9,9,10,9,9,9,10,10,10,9,10,10,9,9,9,10,9,10,10
Grb2,9,10,10,10,10,10,10,9,10,9,10,10,9,10,9,9,9,10,10,10,10,10,10,10,9,10,10,10,9,10,10,9,9,9,10,10,9,9,9
Zfp472,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10
Nsmf,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Mtx1,9,10,10,10,10,10,10,9,10,10,10,10,9,10,9,9,10,9,9,10,10,9,10,10,9,10,10,9,10,10,10,10,10,10,10,10,9,10,9
Tha1,10,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10
Txndc9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10
Tor1a,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Rbak,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,9,9,10,10,9
Sord,10,9,9,10,10,10,10,9,10,9,10,10,10,10,10,9,9,10,10,10,10,9,9,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10
Rel,9,9,9,9,10,9,10,10,9,10,9,10,9,10,9,10,10,10,9,9,9,9,10,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9
Srsf2,10,10,10,10,9,10,9,9,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,9,10,9
Tmem39a,10,10,9,10,9,9,10,9,9,9,9,9,9,10,9,9,9,10,9,9,9,9,9,9,10,9,9,10,9,9,10,10,9,9,10,10,10,10,10
Map3k7,10,10,10,10,9,9,10,10,10,10,9,10,10,9,10,10,10,10,9,10,10,9,10,9,9,10,10,10,10,10,10,10,10,10,10,9,9,10,9
Lrrc8d,9,10,9,10,9,9,10,9,10,10,10,10,9,10,9,9,9,9,10,10,9,9,10,10,9,10,10,10,10,9,10,10,10,10,10,10,10,9,10
Toe1,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9
Nrde2,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Slc16a7,9,9,9,9,9,10,9,10,9,9,10,9,9,9,9,9,9,10,9,9,10,9,9,9,9,9,9,9,9,9,10,9,9,9,10,10,9,9,9
Cep95,9,9,9,9,9,9,10,10,9,9,9,10,9,9,9,9,10,9,9,9,9,10,9,9,9,9,10,9,10,10,10,9,9,10,9,9,9,9,9
Cul4b,10,9,10,10,10,10,10,10,9,10,10,9,10,10,9,10,10,10,9,10,10,10,10,10,9,9,9,9,10,9,10,9,10,9,9,9,9,9,10
Coq8b,10,10,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,10,9,10,9,10,9,10,10
H2-T24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Fmn1,9,9,9,9,10,10,10,9,9,9,9,9,9,10,10,10,9,9,10,10,9,9,9,10,9,10,10,10,9,9,10,10,10,10,10,10,10,9,10
Mrpl49,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Lnpep,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10
Hmgcr,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,10,10,9,10,10,10,10,9,10,9,10,10,10,9,10,9,10,10,10,9,10
Nup188,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9
Smyd4,10,10,10,10,10,9,9,10,10,10,10,9,10,10,10,10,10,10,9,9,10,10,9,9,9,10,10,9,10,10,10,10,10,9,9,9,9,9,10
Hus1,9,9,9,9,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,10,10,9,9,9,9,9,9,9,9
Serac1,9,9,10,10,9,9,9,9,10,10,10,10,9,10,9,10,10,9,9,9,9,9,10,10,9,10,10,9,9,9,10,9,10,10,10,10,9,9,10
Rabgef1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Ahcyl2,10,10,10,10,10,9,10,9,9,9,9,9,9,10,9,9,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,10,10,10,10,10
Got1,10,10,10,10,10,9,10,9,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,9,9,10,9,10,10,10,10,10,10,10,10,10,10
Tspyl2,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10
Dennd6b,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,9,9,10,10,10,10,10,9,10,9,9,9,10,9
Ywhah,9,9,9,9,9,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,9,9,10,9,10,10,9,10,10,10,9,10,9,9,10,10,10
Fus,9,9,9,10,10,10,9,9,10,10,10,9,10,9,9,9,9,10,9,9,10,9,10,10,9,10,9,10,9,9,10,9,9,9,9,10,9,9,9
Tbc1d19,9,9,10,10,10,10,10,10,9,9,10,9,9,9,9,9,9,10,9,9,9,9,10,10,10,9,10,10,9,10,10,9,10,10,9,9,9,9,10
Ghdc,10,10,10,9,10,9,9,9,9,9,10,9,10,10,10,9,10,9,9,9,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,9,10
Hspbp1,10,10,10,9,10,10,10,10,9,9,10,9,10,10,10,10,10,10,10,10,10,9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9
Fopnl,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,9,9,9,9,9,9,9,9,10,10,10,9,9,9,9,10,9
Lpgat1,10,10,9,9,9,10,9,9,9,10,10,10,9,9,9,9,10,9,10,9,9,10,9,9,10,10,9,10,9,9,10,9,9,10,9,9,9,9,9
Ube3c,9,9,9,9,9,9,10,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,10,9,9,9
Zbtb9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,10,9,9,10,9,9,9
Zfp868,9,10,9,10,10,9,10,10,10,9,9,10,9,9,9,10,9,9,9,9,9,9,9,9,9,9,10,9,10,10,10,9,9,10,9,9,10,10,9
Patl1,10,10,9,10,10,9,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,9,10,9,10,9,10
Fam193a,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10
Cfl2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,9,10,10,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10
Slc35f5,9,10,10,9,9,9,9,10,10,10,9,10,10,10,10,9,10,10,9,9,10,10,9,9,9,10,10,10,9,9,10,9,9,9,9,9,9,9,9
Eva1a,10,10,10,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,9,10,10,10,10,10,10,10,9,10,10
Wdr73,9,9,10,9,9,9,9,9,10,9,10,9,10,10,10,9,10,9,10,10,10,10,9,9,9,9,10,9,9,9,10,10,9,10,9,10,10,10,10
Gm996,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9
Ngrn,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9
Nip7,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Polr3c,9,9,9,9,9,10,10,10,10,9,10,10,10,10,9,9,9,10,10,9,10,10,10,9,9,10,9,9,10,9,10,9,9,10,9,9,10,10,9
Mfge8,10,10,10,10,10,10,10,10,10,9,9,10,9,10,9,9,9,10,10,9,10,9,10,9,10,9,10,9,10,10,10,10,10,10,9,10,10,10,10
Ralbp1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,10
Ppp1r9b,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,10,9,9,10,9,9,9,9,9,9,9,9
Btd,10,9,10,9,9,9,9,10,9,9,9,10,9,9,10,9,10,9,9,10,9,10,9,9,9,9,10,9,9,9,10,10,10,10,10,10,10,10,9
Zfp281,9,10,10,9,9,9,10,10,10,10,10,9,10,10,10,10,10,9,9,10,10,10,10,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,9
Exoc8,9,9,10,9,9,10,9,10,9,10,10,9,9,9,9,9,10,9,9,9,9,10,9,9,9,9,9,9,9,10,10,9,9,9,10,9,9,9,9
Zfp64,9,9,9,9,9,10,9,9,9,9,9,9,9,10,9,9,10,10,9,9,9,9,9,10,9,10,10,10,10,10,10,9,9,10,9,10,9,10,9
Sart1,9,10,9,10,10,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,10,9,9,9,9,10,9,10,9,9,10,9,10,9,10,9,9,9,9
Gpd1,9,9,9,10,9,9,9,9,9,9,9,10,9,9,9,9,9,9,10,9,10,10,9,9,9,9,9,9,9,9,10,9,9,9,10,10,9,9,9
Lias,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,10,9,9,10,9
Secisbp2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,10,10,10,10,10,10
Ubr5,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,10,9,9,10,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,10,10
Zfp51,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,10,9,9
Dagla,9,9,10,9,9,10,9,10,9,10,10,9,9,9,10,10,10,10,10,9,9,10,9,9,10,10,9,9,10,10,10,10,9,9,9,9,9,9,9
Epb41l3,9,10,9,10,9,9,9,9,10,10,10,9,9,9,9,9,9,10,9,9,9,9,9,9,9,10,10,9,9,9,10,9,9,10,10,9,9,9,9
Hipk3,10,9,9,9,9,10,9,10,10,10,10,9,9,10,9,9,10,10,10,10,9,10,10,10,10,10,10,10,10,9,10,9,9,9,9,9,10,9,10
Scmh1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Zswim1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9
Cirbp,9,9,10,10,10,9,9,9,9,10,9,10,9,10,9,9,9,10,10,10,9,9,10,10,9,9,9,10,10,9,10,9,10,9,9,9,9,10,9
Pias2,10,10,10,10,9,10,10,10,9,9,10,10,10,10,10,9,10,10,10,10,9,9,9,9,10,10,10,9,10,10,10,9,10,9,10,10,10,10,10
Mrps7,9,9,9,9,10,10,10,10,9,10,10,9,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,9,9,9,9,10
Cmklr1,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10
Psme4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10
Tmem241,10,10,10,10,10,10,10,9,9,9,10,10,9,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Nf1,10,10,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10
Tubb2a,10,9,9,10,10,9,10,10,10,10,9,9,10,9,10,10,10,9,9,9,10,9,10,9,10,9,9,9,9,9,10,10,10,10,10,9,10,10,10
Tchp,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,10,10,10,9,10,9,10,10,10,9,10,10,9,10,10,10,10,9,10,10,9,9,10
Ap1s1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Entpd5,9,9,9,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,10,10,9,10,10,10,9,9,10,9,9,10,9,9
Nr1d2,10,10,9,10,10,9,10,9,10,9,9,9,10,10,9,9,9,9,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10
Nup93,9,9,10,10,10,10,10,10,9,9,10,10,9,10,10,10,10,9,10,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,9,10,10
Nfxl1,10,10,10,9,9,9,10,9,10,10,9,9,10,9,10,9,10,10,10,10,9,9,10,9,9,10,9,9,10,9,10,10,9,9,10,9,9,10,9
Strn3,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9
Mrpl24,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9
Cwf19l2,10,9,10,9,10,10,10,10,10,9,10,9,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10
Qdpr,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,9,10,10,10,9,10,10,10,9,10,10,10,9,10,10,10,10,10,10,10
