"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Gnai3"	2763.01480881042	0.0213031181291057	0.0655394175360458	0.325042835746737	0.745148652126947	0.97143098221648
"Cdc45"	113.798461036187	-0.0974465172312286	0.162604978795675	-0.599283723985336	0.548983699631902	0.949303110800316
"H19"	26.5809971797848	0.631546863895584	0.404247082081214	1.56227933828031	0.118222197270203	0.799923187375665
"Scml2"	89.7060051537226	-0.0514207752817775	0.215659465446172	-0.238435049328321	0.81154368573409	0.981367488217708
"Apoh"	13.2644313676431	-0.16833254169772	0.421373121840541	-0.399485712241089	0.689535349377371	0.966870575972497
"Narf"	4103.20714053853	0.00286579325957987	0.0532209614482103	0.0538470779481989	0.957057001122936	0.996617964437214
"Cav2"	1641.36838846661	0.103928711567462	0.106596869662312	0.974969639321474	0.329575320217054	0.90437316837622
"Klf6"	3336.61794861878	-0.0529319636547438	0.0641392352100743	-0.825266523390504	0.409220293178099	0.923121044534732
"Scmh1"	3103.76076191051	0.00971112874641101	0.0405309498787893	0.239597857327618	0.810642026003789	0.981367488217708
"Cox5a"	3364.89060338103	0.0958281355691297	0.0875257774292143	1.094856148483	0.273579663061613	0.88897235729708
"Tbx2"	140.550872173142	-0.236927594200031	0.165275333493243	-1.43353269476063	0.15170566234539	0.83366529309268
"Tbx4"	11.6496966927121	-0.888956093064121	0.47924795460874	-1.85489804289278	0.0636107875218491	0.738950851518877
"Zfy2"	0.0440481709467863	0	9.07636840643769	0	1	NA
"Ngfr"	389.784568079168	-0.187961393158156	0.14972485953414	-1.25537865751209	0.209341333269179	0.865253135188749
"Wnt3"	440.399375982349	-0.0571908940633097	0.10687713161775	-0.535108803891324	0.592574622465862	0.95531318869422
"Wnt9a"	672.770282491912	-0.076283747671217	0.137070634324869	-0.556528741892432	0.577849451652537	0.954103681380961
"Fer"	1350.02369089574	-0.134827352229943	0.0721268578872378	-1.86930855134062	0.0615798990952102	0.737500353015584
"Xpo6"	8042.70183292867	-0.0692602500283332	0.0346959590940316	-1.99620508661043	0.0459116040199217	0.713968741538811
"Tfe3"	2830.91612222912	0.0769607700318695	0.0423399715457044	1.81768591763916	0.069112151329087	0.754108509973781
"Axin2"	1768.89458019875	-0.0260000835752478	0.0707451219170057	-0.367517687025116	0.713232901182967	0.967624219565396
"Brat1"	1547.08772057748	0.0669235549077417	0.0665078789812811	1.00625002530268	0.314295313557907	0.899860450056873
