"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Gnai3"	2206.07335826294	-0.03321778694545	0.0529090808867894	-0.627827707242293	0.530116813276597	0.913091467284355
"Cdc45"	96.2764506062136	-0.167607842443081	0.147519468088928	-1.13617439524689	0.255883584272656	0.795142387556812
"H19"	24.410570288864	0.0932318396210098	0.385479700870382	0.241859271475255	0.808889209942629	0.975306179910807
"Scml2"	85.9350520393407	-0.0428305616759945	0.163592146517544	-0.261813067361404	0.793465564087704	0.972032557527471
"Apoh"	12.2167015410255	-0.260306915884937	0.434889517071882	-0.598558727369627	0.549467185604798	0.918266435003837
"Narf"	3182.23996559217	0.0384781714677695	0.0442857551808124	0.868861134029864	0.384923090072326	0.866812739424832
"Cav2"	1857.44024271565	-0.00918998452557401	0.0709188630371431	-0.129584487568009	0.896895176880869	0.986240846705693
"Klf6"	2352.64945566191	-0.0233782712252786	0.0458088820455346	-0.510343631657291	0.609810740136336	0.934097260552511
"Scmh1"	2309.9987020797	0.015219145642689	0.0410659394567612	0.370602641605542	0.710933514249083	0.959004122837692
"Cox5a"	3763.99309027334	-0.0581397579576708	0.0540594026167539	-1.07547910526951	0.282160282118975	0.812189208942428
"Tbx2"	116.768142819557	0.141561708801745	0.136848294216586	1.03444262577142	0.300929285814395	0.822499285727782
"Tbx4"	7.51952941590383	-0.493952425236489	0.512113983911464	-0.964536100857353	0.334777218078546	0.844318954941748
"Ngfr"	290.57070274169	0.091248589681051	0.0933936674563274	0.977031871285283	0.328553374091555	0.841323172095658
"Wnt3"	344.713842966631	-0.0581503831739477	0.0988035148088056	-0.588545693809317	0.556166072842184	0.920379466115263
"Wnt9a"	481.36092380125	-0.087773101570829	0.12527388493956	-0.700649633506428	0.483521695470424	0.90135936845496
"Fer"	929.253079007827	-0.0486591947722452	0.0672407271230799	-0.723656582166008	0.469276594739713	0.898344115927798
"Xpo6"	5444.17415322034	0.0540686476077636	0.0400198093308717	1.35104710671509	0.176680343303009	0.729256455537592
"Tfe3"	2003.07743845442	0.0823533371746857	0.0466483254133663	1.76540822087235	0.0774951827420954	0.587878746439938
"Axin2"	1153.69396916508	-0.0450421328914841	0.0578967325958266	-0.777973658823208	0.436584542230129	0.888427493713957
"Brat1"	1155.41228872855	0.0688421583696666	0.0559994103493396	1.22933720087784	0.218945404973516	0.769710346207894
"Gna12"	4532.41712291559	0.0320382047125196	0.0373878340394509	0.85691523822197	0.391491730601182	0.869281649365305
"Slc22a18"	28.2672751847956	0.464845016091717	0.285881737355782	1.62600458634129	0.103948679709734	0.641929681446797
"Itgb2l"	3.91989962564845	0.558314782459031	0.668320935514726	0.835399211351997	0.403492973718202	NA
"Igsf5"	22.2254621423541	0.00325998797271642	0.309159902065059	0.0105446662097545	0.991586729544609	0.999362541574415
"Pih1d2"	89.2471446003958	0.0442952624412182	0.135453442079224	0.327014668370781	0.743656790871218	0.964122655782566
"Dlat"	5740.05777078112	0.0199481127594088	0.0269546375032937	0.740062364295247	0.459262153885039	0.894505132615715
"Sdhd"	3751.49673197126	-0.049849284772562	0.0449850107838372	-1.10813099527971	0.267805246660215	0.804955190935471
"Fgf23"	18.2312639832678	-0.0639426634282959	0.335558498727768	-0.190555934868964	0.848873516357202	0.979412827545615
"Fgf6"	0.261599029963624	0.641479237243104	3.20815475047965	0.19995271024479	0.84151756592323	NA
"Ccnd2"	3277.07078974645	0.0659307875936728	0.0772970007053971	0.852954021398004	0.393684802199878	0.871084013222972
"Gpr107"	3322.72121719208	0.0389751094227702	0.0406898676593918	0.957857856629675	0.338134439932545	0.84674411769808
"Nalcn"	8399.35835012452	-0.00419399656208923	0.0367242310455727	-0.114202433725153	0.909077322699609	0.987174956683536
"Btbd17"	979.971486687772	-0.221490255664218	0.0665846981369467	-3.3264437905639	0.000879617586668206	0.118138506006785
"Slfn4"	3.79587680649525	-0.729661756877745	0.852191550742582	-0.856218013710572	0.391877200427943	NA
"Th"	1119.91186651595	0.10208547657257	0.0905142219720034	1.12783907709161	0.259387886856535	0.797022151268676
"Ins2"	2.76037410532731	0.0876518824279273	0.993940778555071	0.0881862222770959	0.929728667681845	NA
"Scnn1g"	13.4570785399365	-0.256536785568542	0.429171419055926	-0.597748997668256	0.550007426476144	0.918292749285912
"Drp2"	4657.16034581546	0.115045896169301	0.0479225620046484	2.40066247205526	0.0163654239256901	0.371736261068777
"Tspan32"	8.66002030831726	-0.135104506324548	0.428977731914991	-0.314945267022207	0.752803211081233	0.966048423034257
"Lhx2"	1604.31251314046	-0.0997481525677332	0.0606338527543627	-1.64509012765243	0.0999512261853123	0.633093119664973
"Clec2g"	1.02379441665975	0.0944137873983067	1.24476638655189	0.0758485997198567	0.93953955047108	NA
"Gmpr"	1575.72598993476	-0.0618706436352308	0.0579763102249746	-1.0671711151528	0.285894573373491	0.814735116236861
"Glra1"	747.760168418902	0.0568789175075923	0.282780732666282	0.201141417844464	0.840587996982941	0.978009444168296
"Mid2"	2253.28945259871	0.0331199606968969	0.0502893514771381	0.658587946037711	0.510160405431135	0.907840075465872
"Trim25"	460.357913685687	0.016149639813863	0.104460606748741	0.154600287290191	0.87713644349564	0.982668496556557
"Dgke"	5885.56009177691	0.0134091182789699	0.0265765461669246	0.504547061711805	0.613876999785608	0.935347605330575
"Scpep1"	812.803392183603	0.04686859958716	0.0581689513696901	0.805732241746782	0.420397254726493	0.884285036758374
"Mnt"	2151.13800342039	-0.0258873609838544	0.0741266624581302	-0.349231438802153	0.726915565517205	0.960544921798843
"Itgb2"	241.923041514247	0.241772175396877	0.0958180595111764	2.52324224295814	0.0116278269853815	0.336896256542593
"Hddc2"	373.939905597357	-0.0898850976784594	0.0815480022368858	-1.10223543450342	0.270359330683338	0.806165388667036
"Tpd52l1"	930.912388750985	-0.15990224122205	0.0615758913974165	-2.596831935246	0.0094087947809228	0.321810864217035
"Pemt"	79.6032178556629	0.275618718285606	0.142644909378098	1.93220157303367	0.0533346311168105	0.522280202048737
"Cdh1"	217.73889526163	0.274322664358058	0.233127330593718	1.17670743991889	0.239312297293464	0.788161769049229
"Cdh4"	1791.32019806037	0.129499733357604	0.0529488261174667	2.44575267958366	0.0144550119679462	0.356645893145216
"Ckmt1"	10296.7401469313	-0.0442922648360607	0.0398222422482204	-1.11224939469701	0.266030935490707	0.80373804036179
"Bcl6b"	132.505146012011	0.1256163673431	0.215946855786936	0.581700376628956	0.560768517802462	0.922223882420278
"Clec10a"	27.9227096941264	-0.00114528194717515	0.274166524676115	-0.0041773223354971	0.996666988696533	0.999362541574415
"Alox12"	39.3326193018699	0.0899483958290397	0.260046654380933	0.345893301504574	0.729422902920631	0.961397042998955
"Arvcf"	1950.38774254893	0.0251267366622636	0.0431364155293104	0.582494775097632	0.560233459872607	0.922096673414505
"Comt"	3087.36032967725	0.00875457277709802	0.0376148782976187	0.232742286385445	0.815961530955588	0.975520174372273
"Rtca"	1202.5105033019	-0.0449470604764514	0.0642205417048311	-0.699886037757763	0.48399847760161	0.90135936845496
"Dbt"	1153.62704048416	-0.117009263535448	0.0493701811963194	-2.37003917547241	0.0177862005712001	0.383605161427949
"Dazap2"	6128.53444434494	-0.013699871398913	0.0437141275626181	-0.313396884778009	0.753979150692644	0.966048423034257
"Mcts1"	1679.02578214598	-0.0543492169633804	0.0698475314686843	-0.77811220841423	0.436502866118873	0.8883830958159
"Rem1"	21.1136248447288	-0.285749560294464	0.318393961234669	-0.897471670588172	0.369467283589009	0.86148534405208
"Rnf17"	53.7206218221593	-0.712291319935384	0.263120811944992	-2.70708848406981	0.00678761635334775	0.290164340043287
"Trappc10"	6963.18107111768	0.0487685349463708	0.0323721809515566	1.50649519163848	0.131940100558129	0.682556131773938
